match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,from,description,reason,playerName,rescinded,confirmed
10388231,FT,3.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
10388231,,,,,90,1.0,,1,,,substitution,121617167.0,False,False,regular,,,,,,,,,
10388231,,,,,90,1.0,,1,,,substitution,121617166.0,False,False,regular,,,,,,,,,
10388231,,,,,90,1.0,,1,,,substitution,121617165.0,False,False,regular,,,,,,,,,
10388231,,,,,90,0.0,,1,,,injuryTime,,,,,3.0,,,,,,,,
10388231,,,,,87,,,4,,,substitution,121617120.0,False,True,regular,,,,,,,,,
10388231,,,,,87,,,4,,,substitution,121617119.0,True,True,injury,,,,,,,,,
10388231,,,,,87,,,4,,,substitution,121617118.0,False,True,regular,,,,,,,,,
10388231,,3.0,0.0,,80,,,11,,,goal,168316364.0,,True,regular,,964994.0,Joško Gvardiol,,,,,,
10388231,,,,,77,,,14,,,substitution,121617045.0,False,True,regular,,,,,,,,,
10388231,,,,,76,,,15,,,substitution,121617044.0,False,True,regular,,,,,,,,,
10388231,,,,,72,,,19,,,substitution,121616993.0,False,False,regular,,,,,,,,,
10388231,,,,,71,,,20,,,substitution,121616994.0,False,False,regular,,,,,,,,,
10388231,,2.0,0.0,,71,,,20,,,goal,168316175.0,,True,penalty,,51785.0,Emil Forsberg,penalty,,,,,
10388231,,1.0,0.0,,58,,,33,,,goal,168315928.0,,True,regular,,232306.0,Timo Werner,,,,,,
10388231,,,,,53,,,38,,,inGamePenalty,118417187.0,,False,missed,,192308.0,Alassane Pléa,,Goalkeeper save,goalkeeperSave,,,
10388231,,,,,52,,,39,,,card,120657070.0,,True,yellow,,856076.0,David Raum,,,Foul,David Raum,False,
10388231,,,,,52,,,39,,,varDecision,15891.0,,False,penaltyNotAwarded,,142390.0,Jonas Hofmann,,,,,,False
10388231,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
