match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,captain,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goals
12504669,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,42.0,25.0,23.0,7.0,0.0,20.0,21.0,5.0,21.0,1.0,1.0,7.0,1.0,5.0,5.0,1.0,1.0,90.0,52.0,7.7,17.0,0.00316994,0,0.2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504669,home,Torino,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,53.0,41.0,8.0,4.0,0.0,25.0,27.0,16.0,28.0,,4.0,2.0,2.0,,,,,90.0,67.0,6.8,14.0,0.00986128,0,,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12504669,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,70.0,62.0,3.0,1.0,0.0,44.0,44.0,18.0,26.0,,1.0,3.0,,,,,,90.0,79.0,6.8,9.0,0.00639812,0,,,2.0,5.0,,,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12504669,home,Torino,Adam Masina,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,D,5,5,False,60.0,54.0,8.0,3.0,0.0,28.0,30.0,26.0,32.0,,5.0,4.0,,,,,,76.0,75.0,7.2,8.0,0.0224182,0,,2.0,,2.0,,,2.0,3.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12504669,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,M,16,16,False,10.0,10.0,,,0.0,3.0,3.0,7.0,7.0,,,1.0,,,,,,45.0,17.0,6.3,1.0,0.00433394,0,,,1.0,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12504669,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,40.0,35.0,4.0,2.0,0.0,9.0,9.0,26.0,33.0,1.0,5.0,2.0,2.0,,,,,90.0,55.0,7.3,8.0,0.0556901,1,,2.0,,2.0,,,3.0,2.0,3.0,1.0,1.0,,,1.0,,,,1.0,1.0,0.0166,1.0,,,,,,,,,,
12504669,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,35.0,32.0,2.0,1.0,0.0,16.0,16.0,16.0,20.0,,1.0,4.0,1.0,,,,,64.0,40.0,6.5,4.0,0.115563,0,,1.0,1.0,3.0,,,2.0,,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,
12504669,home,Torino,Gvidas Gineitis,gineitis-gvidas,G. Gineitis,M,66,191,1446,M,1030829,EUR,1081987200,M,66,66,False,30.0,27.0,1.0,,0.0,11.0,13.0,18.0,22.0,,1.0,2.0,,,,,,90.0,41.0,6.8,7.0,0.127188,0,,5.0,2.0,6.0,,,1.0,,1.0,1.0,2.0,2.0,,,1.0,,,,,,1.0,,2.0,1.0,,,,,,,
12504669,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,27,27,False,33.0,28.0,1.0,,0.0,9.0,9.0,19.0,28.0,,5.0,4.0,,,,,,75.0,55.0,7.2,10.0,0.0268169,1,,4.0,,,4.0,4.0,1.0,,1.0,,,,,,1.0,,,,,0.0512,,,,,1.0,,,,,,
12504669,home,Torino,Che Adams,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,18,18,False,9.0,5.0,,,0.0,1.0,2.0,4.0,7.0,,1.0,1.0,1.0,,,,,90.0,19.0,5.9,10.0,0.670533,2,,,4.0,7.0,3.0,,,1.0,,,,,1.0,,3.0,,,,1.0,0.152,1.0,,,1.0,1.0,1.0,,,,,
12504669,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,12.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,8.0,,,2.0,,,,,,64.0,16.0,6.6,2.0,0.374973,0,,,3.0,6.0,,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,
12504669,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,D,20,20,True,24.0,23.0,1.0,1.0,0.0,10.0,10.0,14.0,17.0,1.0,4.0,1.0,1.0,,,,,45.0,35.0,6.8,5.0,0.0246639,0,,3.0,1.0,2.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,
12504669,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,M,10,10,True,12.0,8.0,,,0.0,4.0,4.0,4.0,8.0,,1.0,2.0,,,,,,26.0,17.0,6.3,7.0,0.00718644,0,,,2.0,6.0,,,,1.0,1.0,1.0,2.0,1.0,,,2.0,,,1.0,,,,,,,,,niksivlasic_,,,,
12504669,home,Torino,Alieu Njie,alieu-njie,A. Njie,F,92,185,349,M,1493157,EUR,1116028800,F,92,92,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,,,,26.0,7.0,6.4,5.0,8.854e-05,0,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12504669,home,Torino,Yann Karamoh,yann-karamoh,Y. Karamoh,F,75,185,1024,M,802149,EUR,899856000,F,7,7,True,9.0,2.0,,,0.0,,1.0,2.0,8.0,,3.0,,1.0,,,,,15.0,13.0,7.0,7.0,0.00452174,1,,,,,2.0,2.0,,,,,,,,,,,,,,0.0435,,,,,,,,1.0,0.3677,,
12504669,home,Torino,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3741,M,357584,EUR,885340800,D,24,24,True,7.0,6.0,1.0,,0.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,,,,,,14.0,10.0,6.7,2.0,0.0004164,0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,BornaSosa,,,,
