match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_lastName,stat_aerialWon,stat_totalContest,stat_wonContest,stat_wasFouled,stat_unsuccessfulTouch,player_sofascoreId,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_penaltyMiss,stat_totalOffside,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
12451073,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,37.0,19.0,29.0,11.0,0.0,13.0,16.0,6.0,21.0,10.0,1.0,3.0,5.0,90.0,48.0,7.4,18.0,0.00080631,0,0.0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451073,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,19.0,15.0,3.0,1.0,0.0,8.0,8.0,7.0,12.0,1.0,,,,90.0,42.0,6.9,9.0,0.0124045,0,,Enzo Tchato Mbiayi,1.0,2.0,4.0,3.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451073,home,Montpellier,Nikola Maksimović,nikola-maksimovic,N. Maksimović,D,15,193,266,M,68076,EUR,691027200,D,52,52,False,34.0,23.0,7.0,1.0,0.0,19.0,22.0,4.0,12.0,2.0,,,,90.0,52.0,7.1,11.0,0.00208995,0,,Nikola,,1.0,1.0,9.0,,10.0,,1.0,3.0,2.0,,Maksimović,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12451073,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,16.0,13.0,5.0,2.0,0.0,10.0,11.0,3.0,5.0,3.0,,,,90.0,26.0,6.4,4.0,0.00095055,0,,,,1.0,4.0,1.0,1.0,7.0,,1.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12451073,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,26.0,17.0,2.0,,0.0,8.0,12.0,10.0,15.0,4.0,,,,90.0,41.0,6.7,10.0,0.026688,0,,Issiaga,1.0,1.0,2.0,2.0,1.0,4.0,,,2.0,2.0,,Sylla,,,,,,ISylla,1.0,1.0,,,,,,,,,,,,,,,,,,
12451073,home,Montpellier,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183,464,M,1492676,EUR,1132876800,M,19,19,False,19.0,15.0,1.0,1.0,0.0,9.0,10.0,6.0,9.0,5.0,,,,86.0,28.0,6.8,5.0,0.0033489,1,,,,4.0,6.0,3.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,0.0028,0.0636,,,,,,,,,,,,,,,
12451073,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,23.0,18.0,2.0,1.0,0.0,11.0,14.0,7.0,9.0,2.0,,,,90.0,42.0,7.2,7.0,0.0147682,1,,,,4.0,7.0,11.0,1.0,3.0,,1.0,6.0,3.0,1.0,,3.0,,,2.0,1.0,,,1.0,1.0,0.0284,0.0905,True,1.0,,,,,,,,,,,,,
12451073,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,9,9,False,14.0,10.0,1.0,1.0,0.0,1.0,1.0,9.0,13.0,5.0,,,,73.0,35.0,7.3,11.0,0.0713382,3,,,,1.0,6.0,7.0,,,,1.0,,,,,,6.0,3.0,4.0,2.0,,,,1.0,0.1645,0.1306,,2.0,2.0,1.0,,,,,,,,,,,
12451073,home,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,M,10,10,False,19.0,12.0,1.0,,0.0,7.0,8.0,7.0,16.0,3.0,,,,86.0,38.0,7.4,15.0,0.263945,2,,,5.0,4.0,10.0,3.0,1.0,,,,3.0,1.0,3.0,,,1.0,,,2.0,,2.0,4.0,1.0,0.0867,0.0644,,1.0,,,1.0,1.0,1.0,,,,,,,,
12451073,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,14.0,12.0,,,0.0,7.0,8.0,5.0,6.0,,,,,73.0,29.0,6.3,6.0,0.0176574,4,,,,2.0,5.0,4.0,1.0,1.0,,,1.0,,3.0,,,2.0,1.0,2.0,2.0,,,,2.0,1.8851,1.5459,,,,,,2.0,1.0,2.0,1.0,,,,,,
12451073,home,Montpellier,Akor Adams,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,8,8,False,7.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,,,,,39.0,13.0,7.0,3.0,0.0113872,1,,,,1.0,2.0,6.0,,,,,2.0,1.0,1.0,,3.0,,,1.0,1.0,,,1.0,,0.1439,,,,1.0,,,,,,,3.0,,,,,
12451073,home,Montpellier,Birama Touré,birama-toure,B. Touré,M,60,183,136,M,246507,EUR,707788800,M,20,20,True,9.0,5.0,1.0,,0.0,3.0,5.0,2.0,4.0,1.0,,,,51.0,14.0,6.9,4.0,0.00223969,1,,,,1.0,1.0,2.0,,1.0,,2.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,0.0033,0.0279,,,,,,,,,,,,,,,
12451073,home,Montpellier,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,478,M,954060,EUR,982454400,M,70,70,True,4.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,,,,17.0,12.0,7.4,4.0,0.00164822,1,,,,,3.0,2.0,,,,2.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,0.1539,0.9115,,2.0,,,,,1.0,,,,,,,,
12451073,home,Montpellier,Othmane Maamma,maamma-othmane,O. Maamma,F,42,180,11668,M,1515917,EUR,1128556800,F,14,14,True,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,17.0,10.0,6.8,4.0,0.48444,0,,,1.0,1.0,5.0,1.0,,,,,,,1.0,,,4.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
