match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_wonTackle,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,captain,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals
11877079,home,Stockport County,Ben Hinchliffe,Ben,Hinchliffe,ben-hinchliffe,B. Hinchliffe,G,1,178.0,21,M,860349,EUR,592358400.0,G,1,1,False,38.0,24.0,28.0,14.0,10.0,11.0,14.0,27.0,10.0,1.0,4.0,6.0,90.0,50.0,7.9,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877079,home,Stockport County,Macauley Southam,,,macauley-southam,M. Southam,M,23,175.0,16,M,981204,EUR,823219200.0,D,7,7,False,28.0,27.0,3.0,2.0,9.0,9.0,19.0,23.0,2.0,,,,53.0,45.0,7.1,5.0,0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11877079,home,Stockport County,Fraser Horsfall,,,fraser-horsfall,F. Horsfall,D,5,190.0,14,M,893990,EUR,847756800.0,D,6,6,False,52.0,41.0,10.0,5.0,28.0,31.0,13.0,21.0,6.0,,,,90.0,63.0,7.0,12.0,0,,,7.0,11.0,,,3.0,,2.0,3.0,2.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,
11877079,home,Stockport County,Ethan Pye,,,ethan-pye,E. Pye,D,15,183.0,37,M,1137493,EUR,1036627200.0,D,15,15,False,50.0,39.0,5.0,1.0,30.0,38.0,9.0,12.0,4.0,,,,90.0,59.0,6.7,11.0,0,,,6.0,9.0,,,,,3.0,5.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11877079,home,Stockport County,Ibou Touray,,,ibou-touray,I. Touray,D,3,177.0,175,M,606856,EUR,788227200.0,D,3,3,False,53.0,42.0,5.0,2.0,15.0,17.0,30.0,43.0,5.0,,,,89.0,82.0,7.3,17.0,0,7.0,3.0,3.0,8.0,,,2.0,2.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11877079,home,Stockport County,Callum Camps,Callum,Camps,callum-camps,C. Camps,M,8,180.0,22,M,323067,EUR,817689600.0,M,8,8,False,68.0,54.0,7.0,2.0,19.0,21.0,36.0,50.0,5.0,,,,90.0,83.0,7.1,18.0,2,3.0,1.0,2.0,4.0,,,,1.0,1.0,4.0,2.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,
11877079,home,Stockport County,Ryan Croasdale,Ryan,Croasdale,ryan-croasdale,R. Croasdale,M,18,170.0,17,M,339717,EUR,780537600.0,M,18,18,False,31.0,24.0,2.0,1.0,14.0,17.0,10.0,14.0,5.0,,,,75.0,46.0,7.0,10.0,1,,,,6.0,1.0,1.0,3.0,,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,,1.0,,1.0,,,,,,,,
11877079,home,Stockport County,Odin Bailey,Odin,Bailey,odin-bailey,O. Bailey,M,27,178.0,26,M,930855,EUR,944611200.0,M,27,27,False,40.0,33.0,4.0,3.0,13.0,16.0,20.0,27.0,6.0,,,,75.0,55.0,6.7,17.0,0,3.0,,,2.0,4.0,2.0,1.0,1.0,3.0,8.0,1.0,,3.0,,2.0,1.0,,,,,,,,,,,,,
11877079,home,Stockport County,Paddy Madden,,,paddy-madden,P. Madden,F,8,183.0,70,M,56936,EUR,636508800.0,M,9,9,False,29.0,22.0,2.0,,8.0,8.0,15.0,23.0,5.0,,,,90.0,48.0,6.6,14.0,1,2.0,1.0,,4.0,6.0,4.0,1.0,,1.0,5.0,,,3.0,,1.0,,,,,,1.0,True,1.0,,,,,,
11877079,home,Stockport County,Kyle Wootton,Kyle,Wootton,kyle-wootton,K. Wootton,F,19,188.0,247,M,761370,EUR,844992000.0,F,19,19,False,32.0,25.0,2.0,1.0,7.0,8.0,18.0,24.0,1.0,,,,90.0,52.0,7.1,16.0,3,,,3.0,6.0,1.0,,1.0,1.0,2.0,9.0,,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,
11877079,home,Stockport County,Isaac Olaofe,,,isaac-olaofe,I. Olaofe,F,9,181.0,109,M,943646,EUR,943142400.0,F,25,25,False,15.0,12.0,,,4.0,5.0,8.0,10.0,1.0,,,,90.0,31.0,6.7,13.0,2,,,2.0,3.0,,,,1.0,1.0,4.0,,,8.0,1.0,1.0,,,,2.0,2.0,2.0,,,,,,,,
11877079,home,Stockport County,Kyle Knoyle,,,kyle-knoyle,K. Knoyle,D,2,173.0,13,M,798081,EUR,843523200.0,D,2,2,True,22.0,18.0,4.0,1.0,11.0,12.0,7.0,14.0,2.0,,,,37.0,42.0,6.5,9.0,1,4.0,,,1.0,2.0,1.0,1.0,1.0,,3.0,3.0,,,,2.0,,,,1.0,,,,,,,,,,
