match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_lastManTackle,stat_penaltyConceded,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_shotOffTarget,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_penaltyMiss
12450916,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,True,29.0,17.0,15.0,3.0,0.0,16.0,20.0,1.0,9.0,1.0,1.0,2.0,7.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,90.0,46.0,8.7,12.0,0.00590696,0,1.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179.0,168,M,123164,EUR,708048000,D,8,8,False,,34.0,26.0,5.0,2.0,0.0,19.0,20.0,7.0,14.0,1.0,4.0,1.0,5.0,1.0,,,,,,,90.0,52.0,6.7,10.0,0.00420572,0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Dylan Batubinsika,,,dylan-batubinsika,D. Batubinsika,D,28,184.0,4399,M,352912,EUR,824342400,D,21,21,False,,46.0,43.0,4.0,3.0,0.0,34.0,36.0,9.0,10.0,,,2.0,4.0,,,,,,,,90.0,55.0,6.7,3.0,0.00250196,0,,,3.0,2.0,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190.0,1888,M,178721,EUR,559785600,D,5,5,False,,51.0,49.0,1.0,,0.0,41.0,42.0,8.0,9.0,,2.0,3.0,5.0,,,,,,,,90.0,64.0,6.9,3.0,0.00220733,0,,,2.0,,3.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188.0,232,M,827504,EUR,861062400,D,19,19,False,,37.0,30.0,4.0,,0.0,24.0,28.0,7.0,11.0,1.0,3.0,4.0,6.0,,,,,,,,90.0,53.0,6.3,9.0,0.028876,0,,,4.0,1.0,2.0,2.0,1.0,,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Pierre Cornud,,,pierre-cornud,P. Cornud,D,27,177.0,101,M,900697,EUR,850348800,D,17,17,False,,29.0,22.0,3.0,1.0,0.0,17.0,19.0,5.0,11.0,,2.0,1.0,4.0,1.0,,,,,,,66.0,40.0,6.3,8.0,0.00167272,0,,1.0,4.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165.0,2363,M,1046446,EUR,1005609600,M,6,6,False,,44.0,36.0,,,0.0,22.0,27.0,14.0,17.0,,3.0,,3.0,2.0,,,,,,,90.0,55.0,6.2,12.0,0.00941924,0,,,5.0,,,,,,,,1.0,4.0,,,1.0,,,1.0,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187.0,490,M,996908,EUR,1011052800,M,4,4,False,,39.0,34.0,5.0,2.0,0.0,21.0,23.0,13.0,16.0,,4.0,1.0,2.0,2.0,,,,,,,89.0,54.0,6.3,10.0,0.0102507,0,,,7.0,2.0,1.0,,,2.0,,1.0,2.0,5.0,,,,,,2.0,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Louis Mouton,Louis Mouton,,louis-mouton,L. Mouton,M,6,180.0,136,M,1172936,EUR,1023062400,M,14,14,False,,38.0,27.0,5.0,2.0,0.0,15.0,19.0,12.0,20.0,,1.0,1.0,3.0,,,,,,,,75.0,44.0,6.3,14.0,0.00721209,0,,,3.0,,1.0,,,,,,1.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,
12450916,home,Saint-Étienne,Zuriko Davitashvili,,,zuriko-davitashvili,Z. Davitashvili,F,22,175.0,4336,M,921369,EUR,982195200,M,22,22,False,,25.0,23.0,1.0,1.0,0.0,13.0,14.0,10.0,11.0,,2.0,,5.0,1.0,,,,,,,90.0,35.0,6.6,7.0,0.00660216,1,,1.0,5.0,2.0,1.0,,,3.0,,,,1.0,,,2.0,,,1.0,1.0,0.0944,0.5748,,,,,,,,,,
