match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
10438097,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,40.0,18.0,29.0,7.0,11.0,12.0,7.0,28.0,4.0,9.0,2.0,2.0,3.0,2.0,90.0,52.0,7.6,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438097,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,23.0,13.0,7.0,,11.0,14.0,2.0,9.0,2.0,3.0,,,,,90.0,35.0,6.8,10.0,0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10438097,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,33.0,26.0,4.0,1.0,20.0,23.0,6.0,10.0,5.0,1.0,,,,,90.0,44.0,7.3,7.0,0,,3.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438097,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,42.0,35.0,6.0,3.0,26.0,29.0,9.0,13.0,4.0,6.0,,,,,90.0,62.0,7.4,10.0,0,2.0,1.0,4.0,4.0,,2.0,2.0,1.0,,,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,
10438097,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,30.0,22.0,4.0,1.0,12.0,15.0,12.0,21.0,2.0,8.0,,,,,90.0,60.0,6.9,19.0,0,2.0,,8.0,5.0,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,,,4.0,6.0,2.0,1.0,2.0,3.0,,,,,,,,,,,
10438097,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,80,80,False,35.0,30.0,7.0,4.0,15.0,15.0,16.0,21.0,,12.0,,,,,90.0,53.0,7.2,11.0,1,,,6.0,7.0,2.0,,1.0,2.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,
10438097,home,Casa Pia,Afonso Taira,afonso-taira,A. Taira,M,6,177,41,M,153040,EUR,708739200,M,27,27,False,34.0,23.0,2.0,,11.0,13.0,12.0,21.0,1.0,13.0,,,,,76.0,50.0,7.1,13.0,0,1.0,,6.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,,,2.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,
10438097,home,Casa Pia,Derick Poloni,derick-poloni,D. Poloni,D,6,173,38,M,892169,EUR,746841600,M,6,6,False,26.0,16.0,2.0,,10.0,14.0,7.0,13.0,2.0,8.0,,,,,90.0,56.0,6.8,16.0,2,2.0,,8.0,6.0,3.0,1.0,1.0,4.0,1.0,,,2.0,,,,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,
10438097,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,24,24,False,9.0,7.0,2.0,,,1.0,9.0,10.0,,1.0,,,,,66.0,24.0,7.0,4.0,1,2.0,,4.0,4.0,,,,3.0,1.0,1.0,,1.0,1.0,,,,2.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,,
10438097,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,False,8.0,6.0,1.0,,2.0,2.0,4.0,6.0,,2.0,,,,,55.0,20.0,8.5,6.0,3,1.0,,4.0,5.0,1.0,,,,,1.0,,4.0,,,,1.0,,,1.0,1.0,3.0,,,,1.0,2.0,1.0,2.0,,,,
10438097,home,Casa Pia,Saviour Godwin,saviour-godwin,S. Godwin,M,77,170,247,M,359650,EUR,840672000,F,7,7,False,11.0,11.0,1.0,1.0,2.0,2.0,9.0,10.0,,2.0,,,,,76.0,25.0,6.9,4.0,6,1.0,,5.0,2.0,,,,,,2.0,,1.0,,,,3.0,1.0,,,1.0,1.0,,,1.0,4.0,1.0,,,,,,
10438097,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,True,8.0,6.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,2.0,,,,,35.0,18.0,7.0,4.0,1,3.0,3.0,5.0,5.0,,,1.0,,,2.0,,1.0,2.0,,,1.0,,,,1.0,2.0,,,,,1.0,,,2.0,,,
10438097,home,Casa Pia,Romário Baró,romario-baro,R. Baró,M,6,179,668,M,892224,EUR,948758400,M,17,17,True,7.0,6.0,,,3.0,3.0,3.0,4.0,,,,,,,24.0,12.0,6.7,4.0,1,1.0,1.0,3.0,2.0,,,,,,,,,2.0,,,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,
10438097,home,Casa Pia,Cuca,cuca,Cuca,M,13,177,39,M,1093294,EUR,663379200,M,16,16,True,12.0,12.0,,,8.0,8.0,4.0,4.0,,3.0,,,,,14.0,13.0,6.6,,0,,,,,,,,,,,,,,Cuca,,,,,,,,,,,,,,,,,,
10438097,home,Casa Pia,Rafael Martins,rafael-martins,R. Martins,F,99,177,43,M,123231,EUR,606096000,F,11,11,True,10.0,4.0,1.0,1.0,3.0,5.0,1.0,5.0,,2.0,,,,,14.0,14.0,6.6,7.0,1,,1.0,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
10438097,home,Casa Pia,Lucas Paes,lucas-paes,L. Paes,G,1,193,72,M,931473,EUR,881452800,G,68,68,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
