match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_totalClearance,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,stat_aerialLost,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_errorLeadToAGoal
11368619,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,30.0,29.0,5.0,4.0,0.0,27.0,27.0,2.0,3.0,4.0,1.0,2.0,90.0,33.0,6.0,1.0,0.00085689,0,-2.0587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368619,home,Villarreal,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,,1014835,EUR,988761600,D,2,2,False,36.0,32.0,2.0,2.0,1.0,18.0,19.0,16.0,20.0,7.0,,,90.0,68.0,7.0,9.0,0.238828,1,,3.0,2.0,1.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,1.0,2.0,0.0922,0.2057,1.0,,,,,,,,,,,,,,,,,,,,,
11368619,home,Villarreal,Eric Bailly,eric-bailly,E. Bailly,D,2,187,4273,M,ericbailly,606346,EUR,766108800,D,12,12,False,47.0,46.0,1.0,1.0,0.0,36.0,36.0,10.0,11.0,5.0,,,90.0,52.0,6.0,3.0,0.00418207,0,,,,3.0,2.0,3.0,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11368619,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,31.0,26.0,3.0,1.0,0.0,12.0,13.0,14.0,18.0,2.0,,,45.0,36.0,6.2,6.0,0.0166509,0,,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11368619,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,,229740,EUR,710294400,D,18,18,False,37.0,34.0,2.0,1.0,0.0,13.0,15.0,23.0,28.0,2.0,,,80.0,55.0,6.7,8.0,0.147811,1,,6.0,2.0,,3.0,3.0,,,2.0,2.0,,1.0,1.0,0.0482,,3.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,
11368619,home,Villarreal,Ilias Akhomach,ilias-akhomach,I. Akhomach,M,12,175,15826,M,iliasakhomach,1089108,EUR,1082073600,M,27,27,False,21.0,19.0,,,0.0,2.0,2.0,17.0,21.0,3.0,,,45.0,31.0,6.7,7.0,0.0634321,2,,2.0,,,3.0,3.0,3.0,,,1.0,,1.0,,0.0576,,,,,1.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,
11368619,home,Villarreal,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187,1066,M,,843678,EUR,844473600,M,4,4,False,59.0,54.0,4.0,4.0,0.0,26.0,26.0,28.0,33.0,3.0,,,90.0,79.0,7.2,9.0,0.0328861,2,,,,1.0,6.0,9.0,2.0,1.0,,4.0,3.0,2.0,2.0,0.1194,0.1169,1.0,,,2.0,1.0,2.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,
11368619,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,32.0,31.0,1.0,1.0,0.0,15.0,16.0,17.0,19.0,5.0,,,45.0,37.0,6.7,3.0,0.0735406,0,,3.0,1.0,,1.0,2.0,,,,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11368619,home,Villarreal,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,,280979,EUR,849225600,M,9,9,False,32.0,25.0,3.0,1.0,0.0,7.0,10.0,23.0,29.0,4.0,,,90.0,56.0,7.6,12.0,0.354795,3,,7.0,5.0,,5.0,7.0,3.0,,,3.0,2.0,2.0,2.0,0.0766,,3.0,,,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,,1.0,,,,,,,,,
11368619,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,43.0,37.0,4.0,2.0,2.0,7.0,8.0,31.0,38.0,3.0,,,73.0,53.0,8.4,11.0,0.307128,0,,3.0,1.0,,3.0,4.0,3.0,,,,,1.0,,,,5.0,,,1.0,,2.0,1.0,,,2.0,,,2.0,True,,,,,,,,
11368619,home,Villarreal,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,11,11,False,22.0,18.0,1.0,,0.0,3.0,3.0,15.0,19.0,,,,90.0,45.0,10.0,12.0,0.0312331,9,,,,5.0,8.0,8.0,2.0,4.0,,1.0,,5.0,2.0,1.1826,2.5862,1.0,,,2.0,1.0,1.0,,,3.0,1.0,2.0,3.0,,,1.0,1.0,4.0,,,,,
11368619,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,True,29.0,26.0,4.0,2.0,0.0,22.0,23.0,4.0,6.0,3.0,,,45.0,32.0,6.6,3.0,0.00076438,0,,,,,2.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11368619,home,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,13,178,472,M,,40672,EUR,674092800,M,19,19,True,28.0,26.0,4.0,3.0,0.0,12.0,12.0,14.0,16.0,4.0,,,45.0,33.0,6.9,3.0,0.0276756,0,,,,,3.0,4.0,,,,3.0,2.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
11368619,home,Villarreal,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34194,M,bertrandtraore10,218160,EUR,810345600,F,25,25,True,16.0,13.0,,,0.0,1.0,2.0,12.0,14.0,3.0,,,45.0,32.0,6.9,8.0,0.0129443,2,,,,1.0,5.0,6.0,5.0,1.0,,1.0,,2.0,2.0,0.0703,0.1969,,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,
