match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_goalAssist,stat_challengeLost,stat_keyPass,stat_accurateCross,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyWon
10433971,home,Fenerbahçe,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198.0,15107,M,altaybayindir,815890,EUR,892512000,G,1,1,False,True,29.0,17.0,16.0,4.0,16.0,18.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,90.0,32.0,5.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Bright Osayi-Samuel,,,bright-osayi-samuel,B. Osayi-Samuel,D,26,175.0,5509,M,,791616,EUR,883526400,D,21,21,False,,36.0,34.0,2.0,2.0,12.0,14.0,22.0,23.0,2.0,8.0,,1.0,,90.0,51.0,6.1,5.0,0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Gustavo Henrique,,,gustavo-henrique,G. Henrique,D,13,195.0,5441,M,,243181,EUR,732931200,D,2,2,False,,49.0,40.0,8.0,2.0,32.0,37.0,8.0,12.0,5.0,10.0,,3.0,,90.0,53.0,6.1,9.0,1,,3.0,3.0,,,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Attila Szalai,,,attila-szalai,A. Szalai,D,41,192.0,2464,M,,823092,EUR,885254400,D,41,41,False,,52.0,39.0,9.0,3.0,33.0,37.0,6.0,15.0,2.0,8.0,,1.0,,90.0,61.0,6.6,13.0,0,,1.0,2.0,,,4.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Lincoln,,,lincoln,Lincoln,M,18,177.0,846,M,,794928,EUR,910396800,D,18,18,False,,27.0,24.0,3.0,2.0,15.0,15.0,10.0,16.0,3.0,1.0,,,,76.0,45.0,6.3,10.0,0,4.0,,3.0,1.0,2.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,İsmail Yüksek,,,ismail-yuksek,İ. Yüksek,M,5,183.0,3147,M,,952600,EUR,917308800,M,80,80,False,,43.0,34.0,9.0,6.0,19.0,22.0,15.0,21.0,1.0,5.0,,,,90.0,60.0,7.2,13.0,1,,3.0,7.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Emre Mor,,,emre-mor,E. Mor,M,99,169.0,2594,M,,826258,EUR,869702400,M,99,99,False,,17.0,14.0,,,4.0,4.0,10.0,15.0,6.0,4.0,,,,76.0,32.0,6.1,12.0,1,2.0,1.0,4.0,1.0,4.0,1.0,2.0,,,1.0,,1.0,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Miguel Crespo,,,miguel-crespo,M. Crespo,M,13,187.0,618,M,,972410,EUR,842400000,M,27,27,False,,48.0,40.0,4.0,,15.0,16.0,25.0,33.0,8.0,11.0,,4.0,,90.0,65.0,6.6,15.0,2,1.0,,7.0,3.0,3.0,,2.0,1.0,4.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10433971,home,Fenerbahçe,İrfan Can Kahveci,,,irfan-can-kahveci,İ. C. Kahveci,M,71,180.0,4224,M,irfankahveci,226986,EUR,805766400,M,17,17,False,,30.0,24.0,5.0,3.0,6.0,8.0,19.0,26.0,4.0,7.0,,1.0,,88.0,46.0,7.2,11.0,4,4.0,2.0,6.0,,,,3.0,3.0,1.0,2.0,1.0,,,1.0,3.0,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,,,
10433971,home,Fenerbahçe,João Pedro Galvão,,,joao-pedro-galvao,João Pedro Galvão,F,9,184.0,2071,M,,123208,EUR,700099200,F,20,20,False,,15.0,10.0,,,2.0,4.0,8.0,11.0,2.0,2.0,,,,88.0,21.0,6.6,8.0,0,,1.0,3.0,,,,1.0,,1.0,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Enner Valencia,,,enner-valencia,E. Valencia,F,10,177.0,9801,M,ennervalencia,106456,EUR,626140800,F,13,13,False,,29.0,18.0,3.0,1.0,5.0,7.0,13.0,23.0,7.0,4.0,,3.0,,89.0,51.0,8.5,21.0,5,1.0,4.0,9.0,1.0,6.0,,1.0,,2.0,1.0,3.0,,,,1.0,,2.0,4.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,
10433971,home,Fenerbahçe,Ezgjan Alioski,,,ezgjan-alioski,E. Alioski,D,7,173.0,797,M,,137060,EUR,697852800,D,6,6,True,,9.0,8.0,3.0,2.0,5.0,5.0,3.0,5.0,,3.0,,,,14.0,16.0,6.6,3.0,0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Diego Rossi,,,diego-rossi,D. Rossi,F,10,170.0,1997,M,,831809,EUR,894153600,F,9,9,True,,9.0,8.0,,,,1.0,8.0,10.0,2.0,1.0,,1.0,,14.0,13.0,6.7,3.0,1,2.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190.0,1064,M,,123917,EUR,687830400,F,19,19,True,,3.0,,,,,1.0,,2.0,3.0,1.0,,1.0,,13.0,6.0,6.4,5.0,0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Michy Batshuayi,,,michy-batshuayi,M. Batshuayi,F,22,185.0,6844,M,mbatshuayi,147745,EUR,749520000,F,23,23,True,,3.0,1.0,,,,,1.0,3.0,1.0,,,1.0,,13.0,5.0,7.4,2.0,1,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
10433971,home,Fenerbahçe,Serdar Aziz,,,serdar-aziz,S. Aziz,D,,183.0,609,M,,43528,EUR,656640000,D,4,4,True,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Furkan Onur Akyüz,,,furkan-onur-akyuz,F. O. Akyüz,G,97,,42,M,,1216107,EUR,1127260800,G,97,97,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Osman Ertuğrul Çetin,,,osman-ertugrul-cetin,O. E. Çetin,G,34,188.0,500,M,,1023481,EUR,1050883200,G,54,54,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Miha Zajc,,,miha-zajc,M. Zajc,M,8,180.0,1173,M,,139256,EUR,773020800,M,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,home,Fenerbahçe,Arda Güler,Arda Guler,,arda-guler,A. Güler,M,15,176.0,398152,M,AGüler,1091116,EUR,1109289600,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433971,away,Fatih Karagümrük,Emiliano Viviano,,,emiliano-viviano,E. Viviano,G,,195.0,127,M,,38599,EUR,502243200,G,2,2,False,True,27.0,14.0,17.0,4.0,13.0,17.0,1.0,10.0,,21.0,,,2.0,90.0,47.0,6.0,13.0,0,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,2.0,,,
10433971,away,Fatih Karagümrük,Salih Dursun,,,salih-dursun,S. Dursun,D,24,188.0,33,M,,179189,EUR,679276800,D,54,54,False,,19.0,14.0,2.0,2.0,9.0,13.0,5.0,6.0,5.0,8.0,,3.0,,73.0,35.0,6.3,9.0,0,,,2.0,,1.0,3.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10433971,away,Fatih Karagümrük,Davide Biraschi,,,davide-biraschi,D. Biraschi,D,4,182.0,102,M,,233252,EUR,773107200,D,4,4,False,,32.0,22.0,5.0,1.0,19.0,24.0,3.0,9.0,3.0,6.0,,1.0,,90.0,50.0,6.3,14.0,0,1.0,1.0,6.0,,1.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,
10433971,away,Fatih Karagümrük,Ibrahim Drešević,,,ibrahim-dresevic,I. Drešević,D,5,186.0,210,M,,817987,EUR,854064000,D,5,5,False,,30.0,27.0,4.0,3.0,22.0,24.0,5.0,6.0,2.0,4.0,,,,90.0,43.0,6.4,5.0,0,,2.0,4.0,1.0,,4.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,
10433971,away,Fatih Karagümrük,Caner Erkin,,,caner-erkin,C. Erkin,D,88,181.0,260,M,,15680,EUR,591926400,D,88,88,False,,44.0,30.0,8.0,3.0,15.0,19.0,16.0,29.0,,5.0,1.0,2.0,,90.0,55.0,5.6,18.0,0,4.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,
10433971,away,Fatih Karagümrük,Jimmy Durmaz,,,jimmy-durmaz,J. Durmaz,M,,180.0,109,M,,37504,EUR,606528000,M,21,21,False,,33.0,25.0,3.0,2.0,16.0,22.0,9.0,12.0,5.0,8.0,,,,90.0,50.0,6.4,18.0,0,1.0,,5.0,1.0,4.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,
10433971,away,Fatih Karagümrük,Magomed Ozdoev,,,magomed-ozdoev,M. Ozdoev,M,27,184.0,813,M,,121185,EUR,720921600,M,27,27,False,,24.0,22.0,6.0,4.0,19.0,20.0,3.0,4.0,3.0,2.0,,,,52.0,33.0,6.7,2.0,0,,1.0,6.0,,,,5.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
10433971,away,Fatih Karagümrük,Otabek Shukurov,,,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,,358890,EUR,835401600,M,29,29,False,,30.0,20.0,1.0,1.0,13.0,17.0,7.0,13.0,9.0,5.0,,2.0,,82.0,44.0,6.0,14.0,0,,,5.0,2.0,,1.0,3.0,2.0,2.0,4.0,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,
10433971,away,Fatih Karagümrük,Ebrima Colley,,,colley-ebrima,E. Colley,F,11,179.0,640,M,,928106,EUR,949363200,F,19,19,False,,16.0,12.0,2.0,2.0,6.0,10.0,6.0,10.0,3.0,4.0,,1.0,,72.0,24.0,7.0,10.0,0,4.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,
10433971,away,Fatih Karagümrük,Fabio Borini,,,fabio-borini,F. Borini,F,16,180.0,487,M,,89510,EUR,670204800,F,16,16,False,,24.0,19.0,2.0,,12.0,12.0,7.0,12.0,8.0,2.0,,4.0,,90.0,40.0,9.1,9.0,3,,1.0,7.0,1.0,,1.0,1.0,,5.0,3.0,2.0,,1.0,,1.0,,,3.0,,2.0,1.0,1.0,,,2.0,,,,,,,1.0
