match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_totalClearance,stat_fouls,stat_aerialWon,stat_dispossessed,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_errorLeadToAGoal,stat_penaltyConceded
12421132,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,32.0,21.0,19.0,8.0,0.0,16.0,19.0,5.0,13.0,1.0,1.0,8.0,1.0,90.0,38.0,6.9,11.0,0.00270184,0,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421132,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1482,M,1395881,EUR,1111968000,D,65,65,False,47.0,40.0,2.0,,0.0,23.0,26.0,17.0,22.0,,,5.0,,67.0,66.0,7.2,10.0,0.012269,0,,,,1.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12421132,home,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,False,77.0,72.0,7.0,4.0,0.0,58.0,58.0,14.0,19.0,3.0,,5.0,,90.0,79.0,6.8,5.0,0.004518,0,,Jorne,Spileers,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12421132,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,58.0,55.0,1.0,,0.0,44.0,46.0,11.0,12.0,2.0,,4.0,,90.0,68.0,7.0,5.0,0.0105842,0,,,,,3.0,,,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12421132,home,Club Brugge KV,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,55,55,False,52.0,39.0,11.0,4.0,0.0,16.0,18.0,25.0,42.0,1.0,,2.0,,90.0,91.0,8.3,20.0,0.259974,1,,,,8.0,10.0,2.0,2.0,1.0,4.0,,,,2.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0317,2.0,,,,,,,,,,,,,,
12421132,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,27.0,25.0,2.0,2.0,0.0,13.0,15.0,12.0,12.0,1.0,1.0,2.0,,58.0,35.0,7.8,3.0,0.010495,2,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,0.0902,1.0,1.0,1.0,1.0,1.0,1.0,0.0823,,,,,,,,
12421132,home,Club Brugge KV,Ardon Jashari,ardon-jashari,A. Jashari,M,30,180,4830,M,1034082,EUR,1027987200,M,30,30,False,76.0,69.0,13.0,8.0,0.0,27.0,28.0,42.0,49.0,5.0,,6.0,,90.0,91.0,8.2,9.0,0.154031,2,,,,1.0,6.0,3.0,2.0,,1.0,1.0,,1.0,1.0,3.0,1.0,,3.0,,,,,0.2006,,,2.0,,1.0,1.0,0.8555,,,,,,,,
12421132,home,Club Brugge KV,Chemsdine Talbi,chemsdine-talbi,C. Talbi,M,7,175,12536,M,1142675,EUR,1115596800,M,68,68,False,20.0,17.0,1.0,,1.0,4.0,4.0,14.0,19.0,2.0,1.0,3.0,,76.0,33.0,7.3,9.0,0.0645982,0,,,,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,
12421132,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,76.0,71.0,7.0,6.0,1.0,34.0,35.0,37.0,41.0,8.0,2.0,7.0,,90.0,90.0,8.4,12.0,0.507102,1,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,,,,,,0.0462,4.0,,1.0,,1.0,,0.0694,True,,,,,,,
12421132,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9518,M,1031259,EUR,1012348800,M,8,8,False,31.0,26.0,2.0,1.0,0.0,3.0,5.0,23.0,27.0,2.0,,3.0,,58.0,44.0,10.0,7.0,0.0717559,7,,,,1.0,4.0,2.0,2.0,,,,,1.0,,,2.0,1.0,,,,,,1.6235,1.0,3.0,4.0,,4.0,,2.8553,,absolute_christostzolis,,,,,,
