match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalOffside
14844436,home,Cremonese,Emil Audero,emil-audero,E. Audero,G,1,190,10668,M,318603,EUR,853545600,G,1,1,False,51.0,32.0,26.0,8.0,0.0,27.0,33.0,5.0,18.0,7.0,2.0,3.0,90.0,58.0,6.6,19.0,0.00129242,48.065454222817,10.0,22.68,7.035,0.4188,0,-0.7253,0.1,0.01,-0.15,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844436,home,Cremonese,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,D,24,24,False,48.0,42.0,3.0,1.0,0.0,25.0,27.0,17.0,21.0,2.0,,,90.0,65.0,6.9,10.0,0.00767477,109.35112396846,12.0,35.385,17.01,,0,,0.29,0.08,0.13,,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14844436,home,Cremonese,Federico Baschirotto,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,65.0,55.0,11.0,2.0,0.0,49.0,52.0,6.0,13.0,1.0,,,90.0,79.0,6.6,10.0,0.0036887,134.60605747454,21.0,45.99,18.795,,1,,0.03,0.09,-0.05,,,1.0,3.0,4.0,9.0,1.0,,2.0,1.0,,2.0,2.0,1.0,1.0,0.0944,-0.33,,,,,,,,,,,,,,,,,,,,,
14844436,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,40.0,32.0,8.0,3.0,0.0,23.0,25.0,9.0,15.0,,,,90.0,60.0,6.4,12.0,0.00887939,79.612724165712,14.0,3.045,7.665,,0,,0.07,0.05,-0.22,,,2.0,6.0,5.0,6.0,2.0,1.0,1.0,,1.0,2.0,3.0,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,
14844436,home,Cremonese,Romano Floriani Mussolini,romano-floriani-mussolini,R. F. Mussolini,M,22,188,1584,M,1100354,EUR,1043625600,M,22,22,False,21.0,16.0,2.0,,0.0,8.0,9.0,8.0,12.0,,,,90.0,36.0,6.2,9.0,0.00561973,46.492131848384,7.0,-22.89,4.2,,1,,-0.29,-0.15,0.2,,2.0,2.0,5.0,3.0,4.0,,,2.0,2.0,,3.0,1.0,,1.0,0.076,-0.04,,,,Romano,Floriani,1.0,,,,,,,,,,,,,,,
14844436,home,Cremonese,Martín Payero,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,24.0,20.0,2.0,,0.0,9.0,9.0,11.0,15.0,4.0,,,89.0,41.0,6.2,9.0,0.00893383,77.095890883131,11.0,13.65,11.235,,1,,-0.13,0.16,-0.08,,,6.0,8.0,5.0,3.0,,,1.0,1.0,2.0,,1.0,,,0.0243,0.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
14844436,home,Cremonese,Warren Bondo,warren-bondo,W. Bondo,M,38,177,2004,M,1000366,EUR,1063584000,M,38,38,False,35.0,33.0,2.0,1.0,0.0,20.0,20.0,13.0,15.0,4.0,,,60.0,43.0,6.6,4.0,0.0111213,125.98182532259,17.0,56.07,19.32,,0,,0.13,0.23,0.0,,,1.0,4.0,3.0,,,,1.0,,2.0,2.0,,,,,,,2.0,,,,,,,,19.340213442462,1.0,,,,,,,,,,
14844436,home,Cremonese,Dennis Johnsen,dennis-johnsen,D. Johnsen,F,7,185,301,M,869275,EUR,887673600,M,11,11,False,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,2.0,,,60.0,21.0,8.0,3.0,0.108688,73.037282595402,5.0,32.97,41.475,,2,,0.32,0.12,-0.06,,1.0,,2.0,3.0,1.0,,,,,2.0,,1.0,1.0,,0.348,0.53,,,1.0,,,1.0,1.0,,,41.475501696785,1.0,1.0,2.0,1.0,1.0704,,,,,,
14844436,home,Cremonese,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,10.0,8.0,,,0.0,5.0,5.0,3.0,5.0,4.0,,,60.0,27.0,6.9,6.0,0.00278284,35.896160561974,5.0,9.975,9.24,,0,,-0.04,0.03,0.38,,2.0,,4.0,4.0,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,
14844436,home,Cremonese,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,90,182,985,M,284363,EUR,864172800,F,90,90,False,47.0,43.0,2.0,2.0,0.0,19.0,19.0,24.0,28.0,6.0,,,90.0,56.0,7.4,8.0,0.0708481,191.49758213753,16.0,131.985,36.015,,1,,0.19,0.5,-0.01,,1.0,,2.0,4.0,,,,2.0,1.0,1.0,,,1.0,1.0,0.0292,0.01,,,2.0,,,2.0,2.0,1.0,,123.58797322788,4.0,,,,,,,,,,
