match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11067485,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,12,12,False,True,25.0,16.0,15.0,7.0,11.0,15.0,5.0,10.0,1.0,1.0,2.0,8.0,1.0,3.0,7.0,2.0,90.0,40.0,8.9,9.0,0.0,0.0,0.00083345,0,1.0814,,,,,,,,,,,,,,,,,,,,,,,,,,
11067485,home,Corinthians,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,,923000,EUR,936921600,D,25,25,False,,31.0,25.0,10.0,4.0,14.0,15.0,11.0,17.0,,1.0,2.0,4.0,,,,,84.0,38.0,6.7,7.0,0.0,0.0,0.00511536,0,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11067485,home,Corinthians,Gil,gil,Gil,D,4,191,1081,M,,106402,EUR,550454400,D,4,4,False,,21.0,19.0,3.0,2.0,15.0,15.0,4.0,6.0,3.0,3.0,5.0,2.0,,,,,90.0,34.0,6.7,4.0,0.0197,0.0,0.0019642,1,,,,,1.0,4.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067485,home,Corinthians,Murillo,murillo,Murillo,D,5,180,9927,M,murillosantiago40,1199282,EUR,1025740800,D,34,34,False,,33.0,24.0,5.0,1.0,20.0,25.0,4.0,8.0,,,3.0,2.0,,,,,90.0,43.0,7.2,9.0,0.0,0.0,0.00084302,0,,Murillo,,,1.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,,,,
11067485,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,,25.0,19.0,3.0,1.0,8.0,9.0,13.0,25.0,,4.0,3.0,9.0,,,,,90.0,59.0,7.5,18.0,0.0602,0.0343,0.100205,2,,,,9.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,,
11067485,home,Corinthians,Adson,adson,Adson,M,28,171,2153,M,,1105970,EUR,970790400,M,28,28,False,,20.0,14.0,1.0,1.0,4.0,4.0,10.0,18.0,1.0,8.0,,4.0,,,,,84.0,33.0,7.4,8.0,0.0418,0.0,0.0418757,2,,Adson,,2.0,,1.0,4.0,3.0,,1.0,1.0,,,,2.0,2.0,,,1.0,2.0,1.0,1.0,,,,,
11067485,home,Corinthians,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,,930690,EUR,954028800,M,5,5,False,,40.0,35.0,2.0,,19.0,20.0,16.0,21.0,,2.0,1.0,8.0,,,,,89.0,61.0,6.2,10.0,0.0,0.0,0.00657591,0,,,,1.0,1.0,10.0,1.0,1.0,4.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,2.0,,,,
11067485,home,Corinthians,Roni,roni,Roni,M,70,174,491,M,,1046440,EUR,924134400,M,29,29,False,,42.0,37.0,2.0,2.0,22.0,24.0,15.0,18.0,,5.0,1.0,5.0,,,,,90.0,50.0,7.2,5.0,0.0,0.0,0.0246509,0,,Roni,,,1.0,4.0,5.0,3.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,
11067485,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,,831778,EUR,868924800,M,7,7,False,,26.0,21.0,3.0,,8.0,11.0,13.0,17.0,1.0,2.0,1.0,2.0,,,,,73.0,47.0,6.2,12.0,0.0579,0.1317,0.00699089,2,,,,2.0,1.0,7.0,,,2.0,2.0,1.0,,,,1.0,,1.0,3.0,1.0,,,,1.0,,,,
11067485,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,,19.0,11.0,,,3.0,4.0,8.0,16.0,2.0,6.0,,6.0,,,,,89.0,31.0,7.1,13.0,0.1584,0.0,0.645713,2,,,,1.0,5.0,9.0,,,1.0,1.0,1.0,,,,3.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,
