match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_interceptionWon,captain,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_wonTackle,stat_wasFouled,stat_fouls,stat_goalAssist,stat_onTargetScoringAttempt,stat_dispossessed,stat_errorLeadToAGoal,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
10352156,home,SV Oberachern,Mark-Patrick Redl,mark-patrick-redl,M. Redl,G,1,190.0,4,M,142354,EUR,726278400.0,G,1,1,False,38.0,24.0,15.0,4.0,23.0,30.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,3.0,90.0,48.0,4.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352156,home,SV Oberachern,Noah Zwick,noah-zwick,N. Zwick,D,5,181.0,0,M,1391692,EUR,916876800.0,D,5,5,False,26.0,23.0,2.0,,23.0,24.0,,3.0,,2.0,,1.0,2.0,2.0,,,,72.0,32.0,5.1,4.0,0,Noah Zwick,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10352156,home,SV Oberachern,Nicola Leberer,nicola-leberer,N. Leberer,D,,183.0,2,M,842433,EUR,826502400.0,D,18,18,False,29.0,23.0,8.0,2.0,20.0,21.0,3.0,8.0,1.0,4.0,3.0,2.0,8.0,2.0,,,,90.0,45.0,5.5,7.0,0,,,,2.0,1.0,True,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10352156,home,SV Oberachern,Marvin Ludwig,marvin-ludwig,M. Ludwig,M,26,,3,M,1391701,EUR,966988800.0,D,26,26,False,22.0,18.0,8.0,4.0,15.0,17.0,3.0,5.0,,3.0,3.0,2.0,3.0,6.0,,,,90.0,32.0,5.1,4.0,1,Marvin Ludwig,,,,1.0,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10352156,home,SV Oberachern,Luca Fritz,luca-fritz,L. Fritz,D,3,,0,M,1391682,EUR,823737600.0,M,3,3,False,33.0,22.0,4.0,1.0,16.0,20.0,6.0,13.0,,1.0,4.0,,2.0,3.0,,,,90.0,56.0,6.6,15.0,0,Luca Fritz,,,,,,,,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,
10352156,home,SV Oberachern,Mehmet Güzelcoban,mehmet-guzelcoban,M. Güzelcoban,M,6,,1,M,1391702,EUR,,M,6,6,False,18.0,15.0,2.0,1.0,11.0,13.0,4.0,5.0,,1.0,4.0,1.0,,1.0,,,,83.0,26.0,6.3,3.0,1,Mehmet Güzelcoban,,,,2.0,,1.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,
10352156,home,SV Oberachern,Rachid Gueddin,rachid-gueddin,R. Gueddin,M,10,183.0,9,M,847265,EUR,856828800.0,M,8,8,False,20.0,16.0,7.0,5.0,10.0,12.0,6.0,8.0,,5.0,3.0,,1.0,1.0,,,,90.0,33.0,5.5,8.0,0,,,,1.0,3.0,,,,,3.0,1.0,,,2.0,,1.0,,,3.0,1.0,,,,,,,
10352156,home,SV Oberachern,Benedikt Asam,benedikt-asam,B. Asam,M,20,178.0,1,M,1391672,EUR,984355200.0,M,20,20,False,15.0,9.0,1.0,,5.0,6.0,5.0,11.0,,2.0,1.0,,,5.0,,,,90.0,26.0,5.9,12.0,0,Benedikt Asam,,2.0,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,
10352156,home,SV Oberachern,Cemal Durmus,cemal-durmus,C. Durmus,M,7,182.0,1,M,1391671,EUR,818294400.0,F,7,7,False,8.0,5.0,,,3.0,4.0,2.0,6.0,,8.0,2.0,1.0,,2.0,,,,64.0,22.0,6.2,11.0,0,Cemal Durmus,,2.0,2.0,,,1.0,,,1.0,2.0,1.0,,,1.0,1.0,,,3.0,,,,,,,,
10352156,home,SV Oberachern,Nico Huber,nico-huber,N. Huber,F,11,,1,M,1391706,EUR,734313600.0,F,11,11,False,16.0,13.0,2.0,1.0,11.0,11.0,2.0,5.0,,5.0,2.0,,,3.0,,,,83.0,25.0,7.0,8.0,2,Nico Huber,,,2.0,,,2.0,1.0,,1.0,3.0,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,
