match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_interceptionWon,stat_wasFouled,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_accurateCross,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox
11369484,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,24.0,8.0,21.0,5.0,3.0,4.0,5.0,20.0,8.0,1.0,3.0,1.0,1.0,90.0,35.0,6.8,17.0,0.00152053,1.0,0,0.2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369484,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,51.0,32.0,13.0,4.0,22.0,29.0,10.0,22.0,10.0,,,,,90.0,68.0,7.0,21.0,0.0052785,,2,,2.0,6.0,4.0,8.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,0.0329,,,,,,,,,,,,,,,,,
11369484,home,Sevilla,Sergio Ramos,,,sergio-ramos,S. Ramos,D,93,184,68934,M,10710,EUR,512524800,D,4,4,False,34.0,29.0,7.0,4.0,20.0,22.0,9.0,12.0,7.0,,,,,90.0,49.0,7.0,5.0,0.00749353,,1,,4.0,4.0,6.0,6.0,,,,11.0,,2.0,1.0,,2.0,0.0648,SergioRamos,1.0,0.0515,,,,,,,,,,,,,,
11369484,home,Sevilla,Marcão,,,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,False,31.0,27.0,1.0,1.0,15.0,16.0,12.0,15.0,3.0,,,,,71.0,41.0,7.2,6.0,0.0108945,1.0,0,,1.0,4.0,1.0,8.0,,,,,,3.0,2.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,
11369484,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,M,16,16,False,28.0,21.0,5.0,2.0,8.0,10.0,13.0,21.0,3.0,,,,,71.0,52.0,6.8,12.0,0.0162405,,0,,1.0,,2.0,4.0,,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,2.0,True,3.0,,,,,,,,,
11369484,home,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,96370,EUR,753667200,M,7,7,False,35.0,30.0,6.0,5.0,13.0,15.0,17.0,24.0,6.0,,,,,86.0,56.0,6.6,15.0,0.0164356,,0,,1.0,,7.0,6.0,,,,1.0,,2.0,2.0,1.0,3.0,,,,,,,3.0,,4.0,4.0,1.0,,,,,,,
11369484,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,42,42,False,35.0,30.0,1.0,,18.0,21.0,13.0,15.0,3.0,,,,,59.0,40.0,6.6,5.0,0.0186008,1.0,0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,
11369484,home,Sevilla,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,45.0,36.0,2.0,1.0,21.0,25.0,15.0,20.0,5.0,,,,,90.0,61.0,6.6,15.0,0.0136202,,0,,1.0,4.0,5.0,5.0,,2.0,,3.0,1.0,,,3.0,2.0,,,,,,2.0,,,,1.0,1.0,,,,,,,
11369484,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,578560,EUR,688608000,M,19,19,False,19.0,14.0,4.0,,9.0,11.0,5.0,9.0,4.0,,,,,59.0,36.0,6.9,9.0,0.0120564,1.0,2,,,,4.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,0.0799,marcos.acuna10,1.0,0.0293,1.0,,,,1.0,1.0,,,1.0,1.0,,,,
11369484,home,Sevilla,Isaac Romero,,,romero-isaac,I. Romero,F,7,184,1472,M,1018190,EUR,958608000,F,20,20,False,10.0,8.0,,,4.0,5.0,4.0,5.0,1.0,,,,,90.0,31.0,7.4,11.0,0.498791,1.0,3,,4.0,1.0,9.0,5.0,,2.0,,,,,,5.0,4.0,0.3541,,2.0,1.3234,1.0,,1.0,,,4.0,3.0,,,2.0,1.0,1.0,1.0,
11369484,home,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,F,5,5,False,25.0,17.0,2.0,1.0,6.0,8.0,11.0,18.0,4.0,,,,,90.0,45.0,6.4,19.0,0.0121591,,2,,7.0,,9.0,2.0,,1.0,1.0,1.0,,,,7.0,1.0,0.2941,Locampos15,1.0,0.9231,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,
11369484,home,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,D,3,3,True,9.0,8.0,,,,1.0,8.0,9.0,1.0,,,,,31.0,16.0,6.9,2.0,0.00602867,1.0,0,,,1.0,,2.0,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
