match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialLost,stat_accurateCross,stat_dispossessed,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_wasFouled,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_punches,stat_errorLeadToAShot
11368759,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,37.0,18.0,28.0,9.0,9.0,11.0,9.0,26.0,13.0,2.0,3.0,4.0,90.0,51.0,7.6,20.0,0.00250004,0,0.6074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368759,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,11869,EUR,501379200,D,16,16,False,13.0,10.0,1.0,,8.0,9.0,2.0,5.0,3.0,,,,64.0,28.0,7.6,5.0,0.00671466,1,,True,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0439,0.2169,1.0,,,,,,,,,,,,,,,,,,,,,,
11368759,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,37.0,34.0,3.0,2.0,26.0,26.0,8.0,11.0,5.0,,,,90.0,55.0,7.4,5.0,0.00378377,0,,,,4.0,8.0,2.0,1.0,,7.0,,,3.0,,,,4.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
11368759,home,Sevilla,Sergio Ramos,,,sergio-ramos,S. Ramos,D,93,184,68934,M,10710,EUR,512524800,D,4,4,False,43.0,41.0,2.0,1.0,32.0,32.0,9.0,12.0,4.0,,,,90.0,59.0,7.8,3.0,0.00797426,0,,,1.0,1.0,7.0,1.0,1.0,,4.0,,2.0,4.0,,,,2.0,,4.0,1.0,,,SergioRamos,1.0,,,,,,,,,,,,,,
11368759,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,578560,EUR,688608000,D,19,19,False,64.0,54.0,5.0,3.0,32.0,34.0,25.0,34.0,7.0,,,,90.0,84.0,7.9,15.0,0.123182,1,,,4.0,2.0,5.0,1.0,1.0,1.0,2.0,,,3.0,0.0303,0.209,2.0,1.0,,,2.0,1.0,1.0,marcos.acuna10,,3.0,1.0,1.0,,,,,,,,,,,
11368759,home,Sevilla,Djibril Sow,,,djibril-sow,D. Sow,M,20,184,1941,M,799054,EUR,855187200,M,18,18,False,33.0,25.0,2.0,,16.0,19.0,9.0,14.0,1.0,,,,88.0,44.0,7.0,10.0,0.00510789,0,,,,3.0,4.0,1.0,1.0,,,,,3.0,,,,,2.0,2.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,
11368759,home,Sevilla,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,49.0,47.0,,,33.0,34.0,14.0,15.0,7.0,,,,90.0,58.0,7.0,3.0,0.0098462,0,,,,2.0,2.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
11368759,home,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178,952,M,231776,EUR,784425600,M,21,21,False,24.0,23.0,2.0,1.0,11.0,12.0,12.0,12.0,2.0,,,,64.0,31.0,6.6,4.0,0.602374,1,,,,5.0,1.0,,,1.0,,,,1.0,0.1283,0.8487,1.0,,2.0,,,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,
11368759,home,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,M,5,5,False,33.0,24.0,5.0,4.0,11.0,13.0,13.0,23.0,4.0,,,,90.0,59.0,8.1,17.0,0.573818,0,,,3.0,5.0,10.0,5.0,4.0,,2.0,,,2.0,,,2.0,2.0,1.0,2.0,1.0,3.0,1.0,Locampos15,1.0,,1.0,,2.0,,1.0,2.0,1.0,,,,,,
11368759,home,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,846470,EUR,865123200,F,15,15,False,17.0,13.0,1.0,1.0,5.0,7.0,8.0,10.0,2.0,,,,88.0,31.0,6.8,10.0,0.0323328,2,,,,3.0,6.0,2.0,1.0,,1.0,,,1.0,0.0831,,,3.0,1.0,,1.0,3.0,,ennesyri15,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,
