match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_totalContest,stat_blockedScoringAttempt,player_sofascoreId,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot
12499266,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,34.0,24.0,16.0,6.0,0.0,20.0,24.0,4.0,10.0,7.0,3.0,5.0,90.0,43.0,8.0,10.0,0.00103173,0,0.8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499266,home,Fiorentina,Pietro Comuzzo,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,1210848,EUR,1108857600,D,15,15,False,51.0,42.0,7.0,3.0,0.0,35.0,37.0,7.0,14.0,5.0,,,78.0,57.0,6.6,11.0,0.00183437,0,,Pietro Comuzzo,,5.0,3.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499266,home,Fiorentina,Luca Ranieri,luca-ranieri,L. Ranieri,D,6,187,1115,M,893998,EUR,924825600,D,6,6,False,54.0,45.0,9.0,2.0,0.0,38.0,42.0,7.0,12.0,3.0,,,90.0,62.0,7.2,9.0,0.210356,0,,,,2.0,3.0,3.0,,1.0,,,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499266,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,47.0,42.0,5.0,2.0,0.0,29.0,31.0,14.0,24.0,2.0,,,90.0,67.0,7.3,13.0,0.0477562,2,,,,1.0,3.0,6.0,,3.0,,1.0,,1.0,,3.0,,True,8.0,1.0,2.0,2.0,2.0,2.0,0.0603,,,,,,,,,,,,
12499266,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,M,2,2,False,23.0,18.0,4.0,1.0,0.0,13.0,16.0,5.0,11.0,3.0,,,90.0,49.0,6.9,17.0,0.0161966,1,,,,,4.0,4.0,,,4.0,1.0,,1.0,,,,,4.0,,1.0,,2.0,4.0,0.0234,2.0,1.0,,,,,,,,,,
12499266,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27708,M,359272,EUR,840585600,M,4,4,False,68.0,60.0,10.0,5.0,0.0,36.0,37.0,24.0,31.0,6.0,,,90.0,75.0,7.0,9.0,0.02586,0,,,,1.0,3.0,5.0,,3.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,sofyanamrabat,,,,,,,,,
12499266,home,Fiorentina,Amir Richardson,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,24,24,False,43.0,41.0,1.0,1.0,0.0,29.0,30.0,12.0,14.0,3.0,,,78.0,56.0,7.1,6.0,0.0238154,1,,Amir Richardson,,2.0,5.0,6.0,3.0,,,,1.0,,,,,,1.0,,1.0,,,,0.1727,4.0,,ami2r,4.0,1.0,0.7641,,,,,,
12499266,home,Fiorentina,Fabiano Parisi,fabiano-parisi,F. Parisi,D,65,178,788,M,972886,EUR,973728000,M,65,65,False,34.0,28.0,,,0.0,14.0,17.0,14.0,17.0,2.0,,,90.0,51.0,7.0,10.0,0.0114611,2,,,,1.0,5.0,6.0,2.0,2.0,2.0,3.0,1.0,2.0,,1.0,,,,,1.0,,,2.0,0.0867,1.0,,,1.0,2.0,0.5996,,,,,,
12499266,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,F,72,72,False,19.0,17.0,,,0.0,7.0,7.0,10.0,13.0,2.0,,,55.0,27.0,7.2,5.0,0.148672,2,,,,,4.0,2.0,,2.0,1.0,,1.0,,1.0,,3.0,,1.0,,2.0,,,,0.0808,1.0,,,,2.0,0.137,,,,,,
12499266,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,F,99,99,False,18.0,13.0,2.0,1.0,0.0,4.0,5.0,9.0,13.0,4.0,,,67.0,32.0,7.2,9.0,0.0119527,1,,,,,6.0,8.0,2.0,4.0,1.0,,2.0,,,2.0,3.0,,,,2.0,,1.0,4.0,0.1584,,,christianmichael.11,,1.0,0.3414,,,,,,
