match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_aerialLost,player_sofascoreId,stat_aerialWon,stat_totalContest,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_goalAssist
11388418,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,1,1,False,18.0,12.0,10.0,4.0,11.0,12.0,1.0,6.0,9.0,3.0,3.0,1.0,1.0,90.0,29.0,6.5,6.0,0.00028324,0,-0.4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Brayann Pereira,,,brayann-pereira,B. Pereira,D,2,172,178,M,1012639,EUR,1053475200,D,2,2,False,23.0,19.0,1.0,,11.0,13.0,9.0,12.0,5.0,,,,,55.0,47.0,6.5,8.0,0.0111657,0,,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,23.0,22.0,7.0,6.0,16.0,16.0,6.0,7.0,,,,,,24.0,28.0,6.8,2.0,0.00513748,0,,,,,1.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Bram Nuytinck,,,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,76.0,72.0,6.0,3.0,52.0,53.0,20.0,23.0,6.0,,,,,90.0,85.0,6.8,5.0,0.00545605,0,,,,2.0,3.0,,,1.0,1.0,3.0,2.0,,,1.0,2.0,True,1.0,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,76.0,64.0,7.0,3.0,34.0,36.0,34.0,48.0,5.0,,,,,90.0,104.0,6.6,18.0,0.213007,0,,8.0,4.0,6.0,4.0,,1.0,3.0,1.0,2.0,2.0,,,2.0,,,2.0,c.verdonk,2.0,1.0,2.0,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,67.0,56.0,6.0,4.0,24.0,27.0,32.0,40.0,5.0,,,,,90.0,86.0,6.4,16.0,0.0493054,2,,,,9.0,5.0,3.0,1.0,1.0,2.0,,,,2.0,,,,1.0,,,7.0,2.0,3.0,1.0,1.0,1.0,0.0619,0.0819,,,,,,,
11388418,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,56.0,49.0,4.0,3.0,19.0,20.0,30.0,36.0,3.0,,,,,90.0,68.0,6.6,11.0,0.0255834,0,,,,6.0,5.0,,2.0,,1.0,2.0,1.0,1.0,,1.0,,,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Rober González,,,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,11,11,False,23.0,16.0,,,11.0,12.0,6.0,15.0,3.0,,,,,66.0,35.0,6.7,12.0,0.0966621,1,,4.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,2.0,,,,,0.022,,1.0,,,,,,
11388418,home,NEC Nijmegen,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170,874,M,35208,EUR,581385600,M,9,9,False,31.0,27.0,3.0,1.0,9.0,10.0,21.0,26.0,2.0,,,,,90.0,57.0,6.9,18.0,0.0784176,3,,5.0,3.0,7.0,3.0,,2.0,,,,,6.0,2.0,,,,1.0,,,5.0,3.0,1.0,2.0,1.0,,0.0791,0.5395,,1.0,,,,,
11388418,home,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,False,46.0,37.0,4.0,3.0,11.0,16.0,27.0,33.0,11.0,,,,,90.0,78.0,6.7,20.0,0.10394,3,,3.0,1.0,8.0,8.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,,,,,2.0,2.0,2.0,,1.0,2.0,,0.1317,0.0608,,,,,,,
11388418,home,NEC Nijmegen,Koki Ogawa,,,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,9.0,7.0,,,5.0,6.0,2.0,3.0,2.0,,,,,90.0,19.0,6.4,7.0,0.00768468,3,,,,4.0,4.0,,1.0,,,,,3.0,1.0,,,,2.0,,2.0,2.0,,1.0,1.0,1.0,,0.2646,0.0656,1.0,,1.0,1.0,,,
11388418,home,NEC Nijmegen,Mathias Ross,,,mathias-ross,M. Ross,D,2,190,376,M,918435,EUR,979516800,D,4,4,True,40.0,34.0,5.0,2.0,22.0,25.0,12.0,15.0,3.0,,,,,66.0,50.0,6.7,7.0,0.00504484,1,,,,2.0,5.0,2.0,,5.0,,1.0,,1.0,2.0,,,,,,2.0,,,,1.0,,,0.0172,0.0947,,,,,,,
11388418,home,NEC Nijmegen,Sontje Hansen,,,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,F,10,10,True,15.0,13.0,,,6.0,7.0,7.0,9.0,5.0,,,,,35.0,24.0,6.6,7.0,0.0142463,0,,1.0,,5.0,4.0,1.0,3.0,,,,,,1.0,,,,,,,4.0,,3.0,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Sylla Sow,,,sylla-sow,S. Sow,F,88,182,143,M,845995,EUR,839462400,F,19,19,True,6.0,6.0,,,2.0,2.0,4.0,4.0,,,,,,24.0,8.0,6.6,1.0,0.00577981,1,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0402,,1.0,,,1.0,,,
11388418,home,NEC Nijmegen,Rijk Janse,,,rijk-janse,R. Janse,G,31,189,36,M,1066313,EUR,1018915200,G,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Robin Roefs,,,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,D'Leanu Arts,,,dleanu-arts,D. Arts,D,,175,81,M,1171870,EUR,1053993600,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Youri Baas,,,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Lars Olden Larsen,,,lars-olden-larsen,L. O. Larsen,M,7,175,133,M,877456,EUR,905990400,F,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388418,home,NEC Nijmegen,Nils Rossen,Nils,Rossen,nils-rossen,N. Rossen,M,17,181,80,M,1150154,EUR,1122854400,M,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
