match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_ownGoals,stat_onTargetScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_keyPass,captain,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_goals
10352152,home,TSV Schott Mainz,Tim Hansen,tim-hansen,T. Hansen,G,88,194.0,1,M,1064880,EUR,877910400,G,1,1,False,22.0,12.0,17.0,8.0,6.0,7.0,6.0,15.0,1.0,12.0,3.0,3.0,1.0,90.0,35.0,6.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352152,home,TSV Schott Mainz,Leon Kern,leon-kern,L. Kern,D,29,182.0,1,M,844848,EUR,861667200,D,29,29,False,13.0,7.0,3.0,2.0,3.0,4.0,4.0,11.0,3.0,7.0,,,,84.0,38.0,6.2,16.0,0,2.0,1.0,7.0,7.0,4.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10352152,home,TSV Schott Mainz,Julius Haas,julius-haas,J. Haas,D,25,188.0,1,M,892828,EUR,768960000,D,25,25,False,14.0,7.0,3.0,1.0,6.0,10.0,1.0,4.0,2.0,8.0,,,,90.0,27.0,6.1,8.0,0,,1.0,5.0,3.0,,,1.0,2.0,2.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
10352152,home,TSV Schott Mainz,Dominik Ahlbach,dominik-ahlbach,D. Ahlbach,D,20,196.0,2,M,991274,EUR,827280000,D,6,6,False,22.0,14.0,8.0,4.0,10.0,13.0,4.0,9.0,3.0,8.0,,,,90.0,38.0,6.7,8.0,1,,2.0,2.0,6.0,2.0,,3.0,3.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10352152,home,TSV Schott Mainz,Nicklas Schlosser,nicklas-schlosser,N. Schlosser,D,,178.0,1,M,888583,EUR,748137600,D,15,15,False,17.0,12.0,4.0,3.0,8.0,13.0,4.0,4.0,3.0,3.0,,,,90.0,30.0,6.6,7.0,0,,,1.0,3.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10352152,home,TSV Schott Mainz,Nicolas Obas,nicolas-obas,N. Obas,D,,175.0,1,M,1087524,EUR,961632000,D,22,22,False,6.0,5.0,,,4.0,4.0,1.0,2.0,,2.0,,,,70.0,18.0,6.1,4.0,2,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,Nicolas,Obas,1.0,1.0,,,,,,,,,,,
10352152,home,TSV Schott Mainz,Silas Schwarz,silas-schwarz,S. Schwarz,D,8,179.0,1,M,888574,EUR,878947200,M,8,8,False,8.0,2.0,1.0,,,1.0,2.0,7.0,,4.0,,,,90.0,25.0,6.5,13.0,1,,,7.0,8.0,1.0,4.0,,7.0,5.0,3.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,
10352152,home,TSV Schott Mainz,Etienne Portmann,etienne-portmann,E. Portmann,M,10,182.0,2,M,1069518,EUR,880070400,M,10,10,False,25.0,15.0,3.0,1.0,10.0,15.0,5.0,10.0,,6.0,,,,84.0,39.0,6.8,15.0,0,,,5.0,6.0,,2.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,
10352152,home,TSV Schott Mainz,Tim Müller,tim-muller,T. Müller,M,,178.0,6,M,800312,EUR,839116800,M,31,31,False,24.0,13.0,9.0,4.0,4.0,6.0,9.0,24.0,1.0,4.0,,,,90.0,41.0,6.5,19.0,1,6.0,,3.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,True,,,,,,,
10352152,home,TSV Schott Mainz,Christian Hahn,christian-hahn,C. Hahn,F,,,0,M,1064879,EUR,887846400,M,19,19,False,5.0,4.0,1.0,,2.0,2.0,2.0,3.0,1.0,1.0,,,,61.0,12.0,6.4,3.0,1,,1.0,2.0,3.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,Christian,Hahn,,,,1.0,1.0,,,,,,,,
