match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_goals,stat_totalContest,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_punches
14065138,home,SV Werder Bremen,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194,1073,M,1083390,EUR,1082073600,G,30,30,False,22.0,21.0,6.0,5.0,0.0,17.0,17.0,4.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,90.0,31.0,7.0,1.0,0.00068817,0.3406,0,0.1651,0.07,0.02,-0.04,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065138,home,SV Werder Bremen,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,3,3,False,50.0,45.0,4.0,3.0,1.0,9.0,10.0,36.0,40.0,3.0,,,,,,90.0,83.0,7.3,14.0,0.470399,,3,,0.66,0.23,-0.21,,9.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.2241,0.1238,5.0,0.04,,,,,,,,,,,,
14065138,home,SV Werder Bremen,Amos Pieper,,,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,91.0,81.0,10.0,5.0,0.0,39.0,42.0,42.0,49.0,4.0,,,,,,90.0,109.0,7.6,13.0,0.0412825,,3,,0.33,0.19,0.33,,,,2.0,7.0,,,,,1.0,1.0,1.0,5.0,1.0,3.0,,,0.1283,0.3621,,-0.39,2.0,4.0,1.0,3.0,2.0,,,,,,,
14065138,home,SV Werder Bremen,Karim Coulibaly,,,karim-coulibaly,K. Coulibaly,D,31,191,703,M,1797852,EUR,1179878400,D,31,31,False,64.0,56.0,5.0,1.0,0.0,33.0,38.0,23.0,26.0,1.0,,,,,,80.0,73.0,6.6,9.0,0.0198407,,0,,0.17,0.05,-0.08,,,,2.0,3.0,,,,,,,,5.0,1.0,1.0,,1.0,,,,,1.0,3.0,1.0,,,,,,,,,
14065138,home,SV Werder Bremen,Marco Friedl,,,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,55.0,49.0,3.0,1.0,0.0,15.0,18.0,34.0,37.0,3.0,,,,,,90.0,80.0,6.5,14.0,0.0316989,,0,,0.11,0.09,-0.15,,6.0,,2.0,2.0,,,,,,,,5.0,2.0,1.0,,2.0,,,,,,2.0,,,,True,,,,,,
14065138,home,SV Werder Bremen,Jens Stage,,,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,52.0,41.0,5.0,4.0,0.0,20.0,25.0,21.0,27.0,6.0,,,,,,90.0,69.0,8.1,13.0,0.0587801,,3,,0.12,0.05,0.15,,1.0,,3.0,7.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.3871,0.8875,1.0,0.49,2.0,2.0,,4.0,3.0,,1.0,,,,,
14065138,home,SV Werder Bremen,Senne Lynen,,,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,54.0,49.0,4.0,4.0,0.0,13.0,15.0,36.0,39.0,2.0,,,,,,86.0,71.0,7.3,7.0,0.0648174,,0,,0.3,0.13,0.0,,1.0,,2.0,5.0,,,,,,,,1.0,,1.0,,2.0,,,1.0,,,1.0,,4.0,,,,,,,,
14065138,home,SV Werder Bremen,Justin Njinmah,,,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,M,11,11,False,16.0,12.0,1.0,,0.0,5.0,7.0,7.0,9.0,1.0,,,,,,66.0,30.0,6.3,11.0,0.0364069,,1,,-0.33,0.27,-0.08,,6.0,2.0,1.0,2.0,,1.0,,,,,1.0,,1.0,2.0,,,0.0452,,1.0,-0.11,,,,,,,,2.0,2.0,2.0,,
14065138,home,SV Werder Bremen,Romano Schmid,,,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,67.0,58.0,5.0,3.0,0.0,7.0,7.0,51.0,60.0,4.0,,,,,,90.0,90.0,6.8,22.0,0.337632,,2,,0.44,0.15,-0.06,,14.0,5.0,4.0,1.0,,1.0,1.0,,1.0,,1.0,,,3.0,,1.0,0.078,,5.0,-0.29,2.0,,,1.0,,,,,,,,
14065138,home,SV Werder Bremen,Marco Grüll,,,marco-grull,M. Grüll,F,17,182,648,M,815612,EUR,899683200,M,17,17,False,46.0,39.0,,,0.0,4.0,5.0,35.0,41.0,9.0,,,,,,86.0,68.0,7.4,16.0,0.398928,,2,,0.45,0.29,-0.11,,8.0,1.0,1.0,6.0,1.0,,,,1.0,1.0,,1.0,,2.0,1.0,,0.0816,0.169,2.0,-0.03,,1.0,,1.0,1.0,,,3.0,3.0,,,
