match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork
12514163,home,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,30.0,9.0,24.0,3.0,0.0,6.0,8.0,3.0,22.0,1.0,1.0,14.0,1.0,2.0,3.0,90.0,41.0,6.4,21.0,0.0004638,0,-0.1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514163,home,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,D,17,17,False,27.0,17.0,7.0,2.0,0.0,9.0,16.0,9.0,14.0,,5.0,8.0,,,,90.0,61.0,6.3,21.0,0.0250752,0,,3.0,1.0,6.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12514163,home,Rio Ave,Patrick William,,,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,48.0,32.0,11.0,2.0,0.0,23.0,31.0,9.0,17.0,2.0,2.0,8.0,,,,90.0,59.0,6.5,17.0,0.00268158,1,,,,1.0,,,,,8.0,,,,1.0,,1.0,1.0,1.0,0.0215,0.1794,,,,,,,,,,,,
12514163,home,Rio Ave,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,31.0,26.0,5.0,2.0,0.0,24.0,26.0,2.0,5.0,3.0,4.0,6.0,,,,90.0,39.0,6.7,5.0,0.00071797,0,,,,3.0,,,1.0,1.0,5.0,,,,,,1.0,,,,,True,2.0,2.0,,,,,,,,,
12514163,home,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,17.0,11.0,2.0,,0.0,5.0,5.0,6.0,13.0,2.0,8.0,3.0,,,,67.0,44.0,6.7,13.0,0.00326571,0,,1.0,,3.0,2.0,,2.0,1.0,4.0,,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,
12514163,home,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,23.0,21.0,,,1.0,10.0,11.0,11.0,12.0,1.0,7.0,4.0,,,,67.0,40.0,7.2,6.0,0.0277845,0,,,,5.0,2.0,,2.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,,,,,,,,2.0,1.0,,,,,,,,
12514163,home,Rio Ave,Martim Neto,,,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,41.0,36.0,2.0,2.0,0.0,24.0,25.0,12.0,16.0,,4.0,4.0,,,,90.0,52.0,6.7,9.0,0.0138206,1,,,,4.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,,,,,0.0341,,,1.0,1.0,,1.0,,,,,,,
12514163,home,Rio Ave,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,19,19,False,24.0,20.0,,,0.0,9.0,12.0,11.0,13.0,,7.0,4.0,,,,89.0,38.0,7.0,7.0,0.0196348,0,,1.0,,2.0,,,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,
12514163,home,Rio Ave,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,6,6,False,17.0,11.0,1.0,1.0,0.0,3.0,5.0,9.0,13.0,,4.0,1.0,,,,67.0,28.0,6.5,10.0,0.0671153,0,,1.0,1.0,4.0,,1.0,3.0,1.0,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,
12514163,home,Rio Ave,Fábio Ronaldo,,,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,M,77,77,False,11.0,8.0,,,0.0,4.0,5.0,4.0,6.0,,4.0,3.0,,,,58.0,29.0,7.0,12.0,0.0229547,1,,,,7.0,1.0,3.0,1.0,,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,0.0499,0.4776,,,1.0,,,1.0,,,,,,
