match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_penaltyWon
15237887,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,19.0,15.0,6.0,2.0,0.0,15.0,16.0,3.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,90.0,29.0,6.5,5.0,7.932e-05,26.041555586126,5.0,9.9025322171311,0.6365,0,0.6961,0.05,0.0,-0.5,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237887,home,Corinthians,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5352,M,,124737,EUR,659577600,D,3,3,False,64.0,59.0,4.0,2.0,0.0,30.0,31.0,33.0,3.0,7.0,,,1.0,,,,,,90.0,72.0,6.5,5.0,0.0198051,173.29627954535,19.0,92.833205851322,,0,,0.28,0.08,-0.32,,29.0,2.0,2.0,3.0,6.0,1.0,1.0,22.324172882956,23.206794888567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15237887,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,False,49.0,46.0,6.0,6.0,0.0,29.0,30.0,19.0,3.0,3.0,,,1.0,,,,,,90.0,64.0,7.1,3.0,0.0263032,56.005841354923,10.0,3.9406503545967,,2,,0.19,0.03,-0.17,,17.0,1.0,5.0,8.0,4.0,3.0,2.0,,,,True,1.0,1.0,1.0,1.0,3.0,0.0725,0.0397,1.0,-0.39,,,,,,,,,,,,,,,,
15237887,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,D,14,14,False,42.0,38.0,3.0,2.0,0.0,16.0,17.0,25.0,7.0,6.0,1.0,,3.0,,,,,,90.0,63.0,6.8,5.0,0.0226237,133.76272764392,12.0,112.5033577589,,2,,0.22,0.26,-0.27,,22.0,3.0,3.0,10.0,5.0,5.0,4.0,34.68286957894,74.775393746376,3.0,,1.0,1.0,,,4.0,0.042,,,-0.09,,,1.0,1.0,1.0,1.0,,,,,,,,,,
15237887,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,M,2,2,False,38.0,32.0,5.0,2.0,0.0,14.0,14.0,24.0,6.0,3.0,1.0,,3.0,,,,,,90.0,61.0,6.8,12.0,0.101555,144.73485085324,17.0,85.090620777833,,1,,0.34,0.07,-0.13,,18.0,,,4.0,4.0,2.0,2.0,22.144681851446,22.947753179778,1.0,,1.0,,,,1.0,0.0713,,2.0,0.0,,,4.0,2.0,1.0,,3.0,2.0,1.0,,,,,,,
15237887,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,18andrecarrillo,115182,EUR,676857600,M,19,19,False,36.0,34.0,5.0,5.0,0.0,18.0,19.0,17.0,2.0,2.0,,,1.0,,,,,,63.0,45.0,7.1,2.0,0.0114662,49.859445580744,10.0,7.1466397591993,,0,,0.18,0.01,-0.08,,16.0,,,5.0,1.0,3.0,2.0,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,
15237887,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,7,7,False,32.0,27.0,1.0,,0.0,7.0,8.0,24.0,3.0,4.0,,,1.0,,,,,,78.0,46.0,8.2,5.0,0.0983519,90.88338292562,10.0,44.398775772633,,2,,0.29,0.13,-0.06,,20.0,1.0,1.0,8.0,1.0,2.0,1.0,19.444325265733,23.744578854972,1.0,,1.0,,1.0,,1.0,0.5311,0.7601,1.0,0.5,,,1.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,
15237887,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,M,21,21,False,45.0,36.0,5.0,,0.0,18.0,22.0,23.0,4.0,13.0,1.0,,,,,,,,90.0,75.0,7.1,17.0,0.273356,140.0789860053,17.0,75.085449517855,,2,,0.32,0.22,0.27,,18.0,,,3.0,4.0,,,22.929299364574,26.780947257332,1.0,,1.0,,1.0,1.0,1.0,0.0756,0.1604,1.0,-0.08,,,1.0,1.0,1.0,2.0,5.0,1.0,1.0,,,3.0,,,,
15237887,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,F,8,8,False,41.0,33.0,8.0,7.0,1.0,8.0,12.0,29.0,1.0,2.0,1.0,,,,,,,,63.0,59.0,7.6,15.0,0.106373,100.87420459408,11.0,43.77101040204,,3,,0.39,0.14,-0.04,,25.0,,,4.0,,,,23.998561277245,24.806949348922,1.0,,,1.0,1.0,,1.0,0.1775,0.4191,2.0,-0.12,,,2.0,1.0,1.0,3.0,3.0,1.0,,,,,1.0,,,
15237887,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,17.0,13.0,,,0.0,2.0,2.0,15.0,5.0,1.0,2.0,,,,,,,,78.0,24.0,5.7,9.0,0.1447,44.381802965973,5.0,15.337174697354,,1,,-0.53,-0.27,-0.01,,11.0,3.0,,,,,,,,,,,1.0,,,,0.3527,,3.0,-0.53,,,,,,,1.0,,1.0,,,2.0,,1.0,,
15237887,home,Corinthians,Memphis Depay,memphis-depay,M. Depay,F,10,176,75964,M,Memphis,138833,EUR,761097600,F,10,10,False,29.0,21.0,2.0,1.0,0.0,4.0,5.0,24.0,6.0,1.0,2.0,,1.0,,,,,,63.0,42.0,6.6,16.0,0.166058,59.10830113443,9.0,28.948795714667,,2,,0.31,0.12,-0.02,,17.0,1.0,,2.0,,,,11.17611823527,14.86853873116,1.0,,,,1.0,,,0.5384,0.5176,2.0,-0.09,,,3.0,1.0,1.0,1.0,2.0,,,,,2.0,1.0,1.0,,
15237887,home,Corinthians,Matheus Pereira,pereira-matheus,M. Pereira,M,23,181,3434,M,,795268,EUR,888364800,M,23,23,True,37.0,27.0,5.0,3.0,0.0,7.0,7.0,30.0,2.0,3.0,,,1.0,,,,,,27.0,41.0,6.6,12.0,0.0227364,157.08245527533,20.0,68.050375923084,,0,,0.0,0.11,-0.01,,20.0,,1.0,1.0,1.0,,,22.776370855533,30.975871658438,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
15237887,home,Corinthians,André Luiz,andre-luiz,A. Luiz,M,49,181,2342,M,,1647612,EUR,1150761600,M,49,49,True,9.0,8.0,,,0.0,2.0,2.0,7.0,2.0,3.0,2.0,,,,,,,,27.0,23.0,7.1,4.0,0.0149916,23.771725432137,4.0,7.6188855803415,,0,,0.01,0.03,0.23,,6.0,1.0,,6.0,,4.0,3.0,,,,,1.0,,,,1.0,,,,,André Luiz,,1.0,1.0,,1.0,,,,,,,,,,
15237887,home,Corinthians,Vitinho,vitinho,Vitinho,F,11,178,3973,M,,242054,EUR,750124800,F,11,11,True,8.0,7.0,,,0.0,1.0,1.0,7.0,1.0,,2.0,,1.0,,,,,,27.0,15.0,6.6,3.0,0.0410749,31.195426318709,5.0,5.6518002290147,,1,,0.05,0.07,0.0,,6.0,,,1.0,,,,,,,,,,,,1.0,0.016,,,-0.12,,,,,1.0,1.0,1.0,1.0,,,,,,,,
15237887,home,Corinthians,Pedro Raul,pedro-raul,P. Raul,F,18,191,7083,M,,866911,EUR,847152000,F,18,18,True,4.0,2.0,,,0.0,,,4.0,,,1.0,,,,,,,,12.0,7.0,6.5,3.0,0.00600516,8.2068346223741,2.0,-7.9231556363472,,1,,-0.23,-0.02,-0.01,,2.0,,1.0,1.0,,,,,,,,,,,,,0.0321,,,-0.02,,,,,1.0,,,,,,,,,,,
15237887,home,Corinthians,Gui Negão,guilherme-silva-inacio,G. Negão,F,56,179,6638,M,,1922597,EUR,1170720000,F,56,56,True,1.0,1.0,,,0.0,,,1.0,1.0,3.0,2.0,,,,,,,,12.0,6.0,6.5,3.0,0.0188791,18.908788510258,4.0,4.3051076011472,,0,,0.11,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,
15237887,home,Corinthians,Felipe Longo,felipe-longo,F. Longo,G,40,189,2226,M,,1485272,EUR,1109980800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
