match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_errorLeadToAGoal,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_penaltyConceded,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_goals
14025232,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192.0,4016,M,252669,EUR,727228800,G,1,1,False,27.0,18.0,16.0,7.0,0.0,14.0,14.0,4.0,13.0,1.0,1.0,1.0,2.0,1.0,7.0,2.0,4.0,4.0,1.0,1.0,90.0,38.0,7.7,9.0,0.00075443,45.94193765878,7.0,17.22,6.3,0.9529,0,-0.2729,0.0,0.0,-0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025232,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182.0,1449,M,143047,EUR,695520000,D,2,2,False,35.0,27.0,5.0,,0.0,16.0,19.0,11.0,16.0,1.0,3.0,2.0,6.0,3.0,6.0,1.0,,,,,89.0,49.0,7.0,10.0,0.0486672,66.091212111669,9.0,3.78,10.815,,2,,0.24,0.08,-0.26,,True,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0187,1.0,-0.04,,,,,,,,,,,,,,,,,,,,,,,,
14025232,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1175,M,846308,EUR,910569600,D,4,4,False,36.0,31.0,4.0,2.0,0.0,28.0,29.0,3.0,7.0,,3.0,2.0,7.0,8.0,2.0,,,,,,90.0,51.0,6.8,5.0,0.00101967,63.24652813066,11.0,31.08,11.445,,0,,0.03,0.18,-0.12,,,,,,1.0,4.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025232,home,Wolverhampton,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191.0,2172,M,856250,EUR,924566400,D,37,37,False,48.0,41.0,11.0,5.0,0.0,29.0,30.0,12.0,18.0,2.0,,2.0,3.0,7.0,6.0,2.0,,,,,90.0,62.0,6.3,7.0,0.00928438,114.92505033574,17.0,31.92,15.54,,0,,0.19,0.1,-0.43,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14025232,home,Wolverhampton,Ki-Jana Hoever,ki-jana-hoever,K. Hoever,D,12,180.0,945,M,954044,EUR,1011312000,M,26,26,False,27.0,19.0,3.0,1.0,0.0,8.0,10.0,11.0,17.0,3.0,,4.0,5.0,6.0,4.0,1.0,,,,,81.0,57.0,6.8,14.0,0.0334341,62.459610846748,7.0,39.795,18.27,,0,,0.1,0.07,0.18,,,3.0,,,1.0,3.0,2.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,18.342745814081,1.0,,,,,,,,,,,,,,,,
14025232,home,Wolverhampton,Fer López,fer-lopez,F. López,M,8,186.0,973,M,1526628,EUR,1085356800,M,28,28,False,17.0,9.0,,,0.0,2.0,3.0,7.0,14.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,,,,,65.0,29.0,6.5,16.0,0.00385929,95.420457252995,10.0,30.345,14.28,,0,,-0.26,0.07,-0.05,,,,,,,,,5.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
14025232,home,Wolverhampton,André,andre,André,M,7,176.0,9098,M,1035996,EUR,995241600,M,7,7,False,34.0,28.0,4.0,3.0,0.0,12.0,14.0,16.0,20.0,2.0,,3.0,3.0,2.0,5.0,1.0,,,,,90.0,53.0,6.7,14.0,0.0135535,98.888760451939,10.0,29.82,15.015,,1,,0.02,0.13,-0.07,,,6.0,,1.0,2.0,2.0,1.0,1.0,,,0.0906,,0.03,,,1.0,,,,,,,André,,Andre7,,,,,,,,,,,,
14025232,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176.0,14959,M,1015267,EUR,981936000,M,8,8,False,41.0,38.0,1.0,1.0,0.0,13.0,13.0,25.0,28.0,1.0,,6.0,5.0,1.0,6.0,2.0,,,,,90.0,60.0,6.7,9.0,0.037414,234.86420971668,18.0,121.8,22.05,,0,,0.26,0.27,-0.07,,,1.0,,,2.0,,,2.0,3.0,,,,,,,4.0,3.0,,,78.192144540249,4.0,1.0,,,joaogomes.01,,,,,,,,,,,,
14025232,home,Wolverhampton,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185.0,951,M,1031283,EUR,1019520000,M,6,6,False,30.0,26.0,2.0,1.0,0.0,8.0,8.0,18.0,22.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,,,,,90.0,49.0,6.7,12.0,0.0510392,109.66616114723,13.0,95.13,15.75,,2,,0.09,0.16,-0.14,,,4.0,,1.0,1.0,,,2.0,1.0,,0.0758,,-0.25,1.0,,1.0,1.0,,,15.303966838699,1.0,,,,,1.0,,,,,,,,,,,
14025232,home,Wolverhampton,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193.0,4810,M,876599,EUR,949795200,F,9,9,False,22.0,16.0,1.0,1.0,0.0,6.0,7.0,10.0,15.0,4.0,5.0,10.0,6.0,5.0,1.0,,,,,,90.0,38.0,5.9,12.0,0.0064385,26.525079992516,6.0,-3.465,4.41,,2,,0.01,0.03,0.18,,,,,1.0,,1.0,1.0,4.0,3.0,,0.8246,,-0.91,1.0,,2.0,,,1.0,,,,,,,,1.0,1.0,0.6888,1.0,,,,,,,
