match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_wasFouled,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_challengeLost,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12421101,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,37.0,28.0,20.0,11.0,0.0,27.0,28.0,1.0,9.0,1.0,10.0,1.0,1.0,90.0,47.0,6.4,9.0,0.00029405,0,-0.4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Manuel Osifo,Manuel Osifo,,manuel-osifo,M. Osifo,D,25,182.0,65,M,1122524,EUR,1059609600,D,25,25,False,35.0,31.0,4.0,3.0,0.0,18.0,19.0,13.0,16.0,,,,,75.0,52.0,6.7,8.0,0.0155465,1,,1.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0708,,,,,,,,,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Hasan Kuruçay,,,kurucay-hassan,H. Kuruçay,D,4,187.0,204,M,852096,EUR,872985600,D,58,58,False,62.0,57.0,9.0,6.0,0.0,49.0,50.0,8.0,12.0,5.0,2.0,,,90.0,70.0,6.8,5.0,0.00878045,0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,53.0,47.0,7.0,4.0,0.0,41.0,43.0,6.0,10.0,2.0,7.0,,,90.0,61.0,6.9,7.0,0.00232045,2,,,2.0,2.0,,,,1.0,,2.0,2.0,2.0,0.1228,,1.0,1.0,,,,,,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,41.0,35.0,2.0,,0.0,23.0,28.0,12.0,14.0,3.0,4.0,,,90.0,54.0,6.8,8.0,0.0117159,0,,1.0,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171.0,119,M,192268,EUR,766454400,M,4,4,False,35.0,35.0,3.0,3.0,0.0,20.0,20.0,17.0,22.0,2.0,2.0,,,90.0,57.0,7.5,5.0,0.0732815,3,,1.0,2.0,7.0,,,,,3.0,2.0,1.0,,0.1859,4.0,3.0,,7.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Ezechiel Banzuzi,Ezechiel Banzuzi,,ezechiel-banzuzi,E. Banzuzi,M,6,191.0,1087,M,1155383,EUR,1108512000,M,6,6,False,43.0,41.0,4.0,4.0,1.0,24.0,25.0,17.0,18.0,,12.0,,,90.0,56.0,7.5,4.0,0.191792,1,,2.0,8.0,7.0,,2.0,1.0,,,4.0,2.0,3.0,0.1212,1.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.2188,,,,,,,,
12421101,home,Oud-Heverlee Leuven,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,M,21,21,False,20.0,18.0,,,0.0,10.0,12.0,8.0,13.0,,3.0,,,75.0,39.0,6.7,14.0,0.228522,0,,,4.0,4.0,1.0,6.0,3.0,,1.0,,,,,1.0,,3.0,5.0,,,,1.0,,,,,,1.0,,,,,,,
12421101,home,Oud-Heverlee Leuven,Mathieu Maertens,,,mathieu-maertens,M. Maertens,F,33,182.0,86,M,360652,EUR,796262400,M,33,33,False,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,1.0,,,21.0,9.0,6.4,4.0,0.00023229,1,,,1.0,,,,,,,,,1.0,0.0341,,1.0,2.0,,,,,,,,,,,,True,,,,,,
12421101,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,M,10,10,False,18.0,13.0,3.0,3.0,0.0,4.0,6.0,9.0,15.0,,1.0,,,45.0,29.0,6.7,11.0,0.0283867,1,,,3.0,2.0,1.0,2.0,1.0,1.0,,,,,0.1105,1.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195.0,417,M,1143547,EUR,996969600,F,19,19,False,20.0,14.0,1.0,1.0,0.0,6.0,8.0,8.0,13.0,,1.0,,,84.0,32.0,6.9,14.0,0.267307,1,,4.0,11.0,4.0,2.0,1.0,,,,1.0,1.0,4.0,0.0295,1.0,1.0,4.0,1.0,,2.0,,3.0,1.0,,,,,,,,,,,,
12421101,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174.0,435,M,978327,EUR,972604800,F,11,11,True,15.0,9.0,1.0,,0.0,1.0,3.0,9.0,16.0,,1.0,,,69.0,37.0,7.2,14.0,0.0685276,1,,,4.0,9.0,1.0,5.0,3.0,1.0,,2.0,1.0,1.0,0.0619,3.0,,2.0,4.0,1.0,1.0,,3.0,,,,,,1.0,,,,,,,
12421101,home,Oud-Heverlee Leuven,Stefan Mitrović,,,stefan-mitrovic,S. Mitrović,F,75,181.0,893,M,1019892,EUR,1029369600,F,23,23,True,18.0,16.0,,,0.0,6.0,6.0,10.0,13.0,,2.0,,,45.0,33.0,7.7,6.0,0.010334,3,,,3.0,4.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.301,1.0,,1.0,1.0,,,1.0,,,,2.0,,1.12,1.0,,1.0,,,,,
