match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_penaltyConceded
12437745,home,Real Betis,Francisco Vieites,francisco-vieites,F. Vieites,G,13,196,313,M,929975,EUR,926035200,G,25,25,False,28.0,18.0,18.0,8.0,0.0,13.0,14.0,5.0,14.0,8.0,1.0,2.0,90.0,34.0,6.8,10.0,0.00290074,0,-0.3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437745,home,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,23.0,18.0,1.0,,0.0,13.0,16.0,6.0,8.0,2.0,,,90.0,39.0,6.3,8.0,0.00584937,0,,,,youssouf_sabaly23,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12437745,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,38.0,28.0,15.0,7.0,0.0,22.0,24.0,6.0,14.0,7.0,,,90.0,57.0,7.0,11.0,0.00309084,1,,,,,,,,3.0,6.0,1.0,2.0,7.0,,1.0,1.0,,1.0,True,3.0,1.0,1.0,3.0,1.0,0.0148,,,,,,,,,,,,,,,,,
12437745,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,False,26.0,23.0,5.0,2.0,0.0,20.0,22.0,3.0,4.0,7.0,,,90.0,43.0,7.1,4.0,0.00366893,1,,,,,,,3.0,5.0,6.0,1.0,1.0,6.0,,2.0,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,0.1097,1.0,1.0,,,,,,,,,,,,,,,
12437745,home,Real Betis,Romain Perraud,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,False,24.0,15.0,3.0,1.0,0.0,8.0,11.0,9.0,17.0,5.0,,,72.0,45.0,6.7,14.0,0.130641,0,,,,,4.0,2.0,,5.0,5.0,2.0,1.0,,,2.0,2.0,2.0,2.0,,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,
12437745,home,Real Betis,Mateo Flores,mateo-flores,M. Flores,M,46,178,185,M,1893864,EUR,1081296000,M,46,46,False,23.0,16.0,2.0,,0.0,8.0,13.0,8.0,10.0,5.0,,,76.0,28.0,6.3,9.0,0.00239604,0,,,,,,,,3.0,,,,1.0,,,,1.0,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
12437745,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,16,16,False,34.0,30.0,5.0,3.0,0.0,19.0,19.0,11.0,16.0,1.0,,,90.0,50.0,6.8,6.0,0.0168507,1,,,,,1.0,,1.0,5.0,6.0,2.0,,,,4.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,0.8629,1.0,,,2.0,,,,,,,,,,,,,
12437745,home,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,M,9,9,False,9.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,8.0,4.0,,,90.0,23.0,6.9,5.0,0.160266,2,,,,,2.0,,1.0,7.0,5.0,3.0,1.0,2.0,,2.0,,1.0,3.0,,1.0,1.0,,,2.0,0.2317,,2.0,1.0,1.0,,0.6251,,,,,,,,,,,
12437745,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,False,40.0,29.0,5.0,4.0,0.0,14.0,16.0,17.0,32.0,4.0,,,90.0,67.0,7.8,20.0,0.0612225,2,,,,locelso_giovani,8.0,2.0,,2.0,8.0,,1.0,,,4.0,,,,,1.0,1.0,1.0,1.0,2.0,0.8144,,1.0,1.0,1.0,2.0,0.8476,1.0,1.0,,,,,,,,,
12437745,home,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,M,10,10,False,31.0,18.0,2.0,,0.0,7.0,10.0,12.0,23.0,4.0,,,86.0,45.0,6.2,18.0,0.106307,3,,,,ez_abde,2.0,1.0,1.0,5.0,4.0,1.0,1.0,,,2.0,1.0,1.0,,,1.0,1.0,2.0,,,0.8646,2.0,1.0,,2.0,3.0,0.5366,,,,,,,,,,,
