match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_dispossessed,player_sofascoreId,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,stat_blockedScoringAttempt
10407800,home,SV Zulte Waregem,Sammy Bossut,,,sammy-bossut,S. Bossut,G,38,187,36,M,18827,EUR,492566400,G,1,1,False,True,28.0,19.0,25.0,16.0,6.0,7.0,13.0,21.0,12.0,1.0,2.0,90.0,33.0,5.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407800,home,SV Zulte Waregem,Karol Fila,,,karol-fila,K. Fila,D,4,183,357,M,871041,EUR,897696000,D,19,19,False,,31.0,20.0,9.0,2.0,12.0,15.0,8.0,16.0,9.0,,,90.0,42.0,6.0,13.0,0,2.0,2.0,2.0,6.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10407800,home,SV Zulte Waregem,Timothy Derijck,,,timothy-derijck,T. Derijck,D,,185,23,M,10084,EUR,548899200,D,4,4,False,,26.0,20.0,4.0,2.0,18.0,20.0,2.0,6.0,6.0,,,90.0,32.0,6.3,6.0,1,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10407800,home,SV Zulte Waregem,Lukas Willen,,,willen-lukas,L. Willen,D,31,189,70,M,1145065,EUR,1051228800,D,31,31,False,,34.0,22.0,9.0,2.0,12.0,19.0,10.0,15.0,9.0,,,90.0,45.0,5.7,13.0,0,3.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,
10407800,home,SV Zulte Waregem,Alessandro Ciranni,,,alessandro-ciranni,A. Ciranni,D,2,172,38,M,845968,EUR,835920000,M,14,14,False,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,10.0,3.0,6.7,,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10407800,home,SV Zulte Waregem,Nicolas Rommens,,,nicolas-rommens,N. Rommens,M,8,183,22,M,328159,EUR,787622400,M,20,20,False,,19.0,12.0,,,6.0,7.0,7.0,16.0,4.0,,,58.0,25.0,7.0,11.0,0,1.0,,1.0,,1.0,,,,,,,,,,,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
10407800,home,SV Zulte Waregem,Christian Brüls,,,christian-bruls,C. Brüls,M,22,179,64,M,43432,EUR,591580800,M,12,12,False,,44.0,35.0,4.0,2.0,19.0,21.0,18.0,25.0,7.0,,,90.0,66.0,7.0,13.0,1,1.0,,4.0,8.0,2.0,,1.0,,1.0,1.0,,4.0,4.0,3.0,,2.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,
10407800,home,SV Zulte Waregem,Novatus Miroshi,,,novatus-miroshi,N. Miroshi,M,20,185,3868,M,1103597,EUR,1030924800,M,26,26,False,,37.0,18.0,8.0,2.0,12.0,19.0,7.0,24.0,7.0,,,84.0,69.0,6.1,33.0,1,,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,,,6.0,1.0,1.0,,,1.0,,novatus_40,1.0,2.0,,,,,
10407800,home,SV Zulte Waregem,Jelle Vossen,,,jelle-vossen,J. Vossen,F,9,180,294,M,45946,EUR,606528000,F,9,9,False,,21.0,11.0,1.0,,4.0,5.0,7.0,18.0,3.0,,,90.0,32.0,7.3,16.0,3,,3.0,3.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,,,2.0,,2.0,,,2.0,1.0,,2.0,1.0,,,,,
10407800,home,SV Zulte Waregem,Alieu Fadera,,,fadera-alieu,A. Fadera,M,20,181,1184,M,1031548,EUR,1004745600,F,7,7,False,,21.0,15.0,4.0,2.0,7.0,8.0,8.0,16.0,5.0,,,84.0,47.0,6.5,17.0,1,5.0,1.0,13.0,11.0,,1.0,6.0,5.0,2.0,1.0,,3.0,3.0,1.0,,3.0,,,,,3.0,1.0,,,3.0,1.0,,,,
