match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalCross,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_dispossessed,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_goalAssist
11369832,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,17.0,13.0,5.0,2.0,12.0,13.0,1.0,4.0,3.0,3.0,3.0,90.0,23.0,6.5,4.0,0.0,0.0,0.00070211,0,-0.3476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,,29.0,22.0,4.0,2.0,12.0,15.0,10.0,14.0,6.0,,,81.0,48.0,7.1,9.0,0.2095,0.0,0.00971368,3,,2.0,3.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,,33.0,31.0,6.0,5.0,18.0,20.0,13.0,13.0,8.0,,,90.0,43.0,6.8,2.0,0.111,0.0,0.0354196,2,,3.0,2.0,6.0,3.0,2.0,,,2.0,,4.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,46.0,34.0,7.0,5.0,17.0,23.0,17.0,24.0,5.0,,,90.0,64.0,7.1,15.0,0.0,0.0,0.0112701,0,,,5.0,,11.0,,,,,,,1.0,4.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Casper Terho,terho-casper,C. Terho,F,17,184,347,M,1050672,EUR,1056412800,M,17,17,False,,19.0,14.0,1.0,,2.0,4.0,12.0,16.0,3.0,,,64.0,26.0,6.7,8.0,0.219,0.1238,0.0360496,2,,1.0,,3.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,M,27,27,False,,23.0,19.0,2.0,1.0,5.0,6.0,14.0,17.0,5.0,,,70.0,34.0,6.8,8.0,0.0,0.0,0.0941424,0,,,,1.0,2.0,,,,,,,3.0,2.0,,3.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,24,24,False,,49.0,34.0,5.0,4.0,14.0,18.0,22.0,38.0,6.0,,,90.0,77.0,8.0,23.0,0.07,0.0,0.23111,1,,,3.0,2.0,8.0,,,,1.0,,2.0,2.0,4.0,3.0,2.0,1.0,1.0,,7.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,702,M,902987,EUR,827884800,M,10,10,False,,42.0,35.0,7.0,6.0,13.0,13.0,23.0,37.0,21.0,,,90.0,78.0,7.1,25.0,0.0523,0.0,0.419129,2,,,,9.0,7.0,1.0,9.0,4.0,,2.0,,1.0,3.0,1.0,3.0,,4.0,,8.0,,,,,,,3.0,1.0,,,,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4079,M,845136,EUR,889228800,F,8,8,False,,20.0,16.0,1.0,,2.0,3.0,15.0,21.0,4.0,,,90.0,47.0,8.2,14.0,0.225,0.428,0.305317,4,,,,5.0,9.0,1.0,6.0,4.0,1.0,,,1.0,1.0,1.0,2.0,,3.0,,4.0,4.0,Jean Thierry Lazare,Amani,,3.0,,2.0,1.0,jtl_amani_8,1.0,1.0,,,,,,,
11369832,home,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,F,23,23,False,,16.0,11.0,2.0,,4.0,4.0,7.0,13.0,5.0,,,64.0,38.0,7.1,15.0,0.0761,0.025,0.05772,3,,1.0,,4.0,9.0,1.0,3.0,2.0,,2.0,,,5.0,3.0,7.0,1.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,
