match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_wasFouled,captain,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10408712,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,24.0,15.0,16.0,7.0,10.0,11.0,5.0,13.0,1.0,10.0,10.0,13.0,90.0,45.0,9.0,10.0,0.0,0.0,0.00082897,0,1.2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408712,home,Almería,Chumi,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,25.0,20.0,1.0,,10.0,13.0,10.0,13.0,4.0,2.0,,,90.0,52.0,6.9,10.0,0.1672,0.0,0.0143877,1,,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10408712,home,Almería,Kaiky,kaiky,Kaiky,D,15,185,747,M,1105331,EUR,1073865600,D,2,2,False,16.0,14.0,4.0,2.0,12.0,13.0,2.0,3.0,5.0,3.0,,,81.0,32.0,7.0,3.0,0.0,0.0,0.00017296,0,,,,2.0,4.0,1.0,,,,,,2.0,2.0,1.0,Kaiky,,2.0,3.0,1.0,,,,,,,,,,,,,,,
10408712,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,16.0,12.0,4.0,1.0,12.0,13.0,,3.0,9.0,4.0,,,90.0,35.0,7.2,4.0,0.043,0.0502,0.00015241,1,,,,2.0,2.0,,,,,,3.0,1.0,1.0,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
10408712,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,35.0,34.0,4.0,3.0,24.0,25.0,10.0,10.0,1.0,2.0,,,90.0,39.0,6.6,1.0,0.0,0.0,0.0058499,0,,,,,,,,,,,,,,,,,,2.0,,,,True,,,,,,,,,,,,
10408712,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,24.0,20.0,2.0,2.0,14.0,14.0,6.0,11.0,2.0,1.0,,,90.0,38.0,6.4,6.0,0.0,0.0,0.00315609,0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
10408712,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,20.0,17.0,,,12.0,13.0,5.0,10.0,2.0,1.0,,,57.0,33.0,6.7,8.0,0.0,0.0,0.00531041,0,,3.0,,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,
10408712,home,Almería,Íñigo Eguaras,inigo-eguaras,Í. Eguaras,M,16,181,52,M,572198,EUR,699926400,M,4,4,False,41.0,36.0,4.0,3.0,24.0,27.0,12.0,14.0,3.0,8.0,,,81.0,48.0,7.5,5.0,0.0,0.0,0.174518,0,,,,,3.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
10408712,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,23,23,False,47.0,39.0,10.0,6.0,20.0,22.0,19.0,25.0,2.0,6.0,,,90.0,59.0,6.7,11.0,0.0157,0.0,0.0114943,1,,,,4.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
10408712,home,Almería,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,False,16.0,11.0,5.0,1.0,7.0,10.0,4.0,6.0,,4.0,,,71.0,25.0,7.0,7.0,0.245,0.5643,0.00512001,2,,,,4.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,2.0,2.0,1.0,,,,,1.0,,,,,,,,
