match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot,stat_totalOffside
12436894,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,True,36.0,29.0,12.0,5.0,0.0,24.0,24.0,5.0,12.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,44.0,7.1,7.0,0.00107828,0,0.7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436894,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,,47.0,40.0,3.0,2.0,0.0,16.0,19.0,24.0,29.0,,3.0,,,,,,,90.0,81.0,6.7,14.0,0.0196155,2,,1.0,1.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,0.1895,,,,,,,,,,,,,
12436894,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,,61.0,48.0,9.0,3.0,0.0,33.0,38.0,15.0,23.0,1.0,5.0,,,,,,,90.0,64.0,6.4,15.0,0.00880604,0,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
12436894,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,,75.0,68.0,10.0,5.0,0.0,41.0,41.0,27.0,34.0,,8.0,,,,,,,90.0,83.0,6.6,10.0,0.00488193,0,,,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
12436894,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,,39.0,34.0,3.0,2.0,1.0,14.0,15.0,22.0,29.0,3.0,1.0,,,,,,,90.0,71.0,7.6,14.0,0.112343,0,,5.0,,,4.0,5.0,2.0,1.0,,,,,3.0,5.0,5.0,2.0,,1.0,,,,,2.0,1.0,2.0,,,,,,,
12436894,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,,56.0,47.0,5.0,5.0,0.0,11.0,11.0,41.0,54.0,,3.0,,,,,,,86.0,81.0,8.4,19.0,0.366042,2,,9.0,,2.0,2.0,6.0,2.0,1.0,1.0,,1.0,1.0,,,,4.0,3.0,,0.0607,,,,5.0,1.0,7.0,andreaspereira,,,,,,
12436894,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,,65.0,61.0,,,0.0,24.0,25.0,37.0,40.0,,7.0,,,,,,,90.0,72.0,6.9,5.0,0.0322502,0,,,1.0,2.0,7.0,5.0,,,,,,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,1.0,,3.0,,,,,
12436894,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,11,11,False,,32.0,24.0,1.0,1.0,1.0,1.0,2.0,23.0,32.0,,2.0,,,,,,,69.0,46.0,7.6,14.0,0.504914,3,,2.0,1.0,4.0,4.0,6.0,1.0,3.0,2.0,,,2.0,1.0,,,2.0,,,0.2091,,,,,1.0,4.0,adamatrd,1.0,1.0,0.1931,,,
12436894,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,,51.0,47.0,2.0,1.0,0.0,14.0,14.0,33.0,38.0,,3.0,,,,,,,69.0,63.0,7.3,8.0,0.0285452,2,,1.0,1.0,,5.0,2.0,1.0,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,0.5254,,,,,,,esr,,1.0,0.3532,1.0,,
12436894,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,,41.0,32.0,2.0,1.0,0.0,4.0,7.0,28.0,37.0,,4.0,,,,,,,90.0,56.0,7.1,19.0,0.0461879,2,,3.0,1.0,,6.0,,1.0,3.0,,,,,,,,3.0,,1.0,0.2146,,,,,,1.0,alexanderiwobi,,2.0,0.3174,1.0,,
12436894,home,Fulham,Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,184,4470,M,1015256,EUR,988934400,F,9,9,False,,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,1.0,1.0,,,,,,,80.0,25.0,7.9,5.0,0.0126316,7,,,3.0,5.0,5.0,7.0,2.0,,,,5.0,,,,,,2.0,,0.5773,,,1.0,,,2.0,RodrigoMuniz019,,2.0,1.0204,,,
12436894,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,82566,EUR,664329600,M,10,10,True,,10.0,10.0,,,0.0,5.0,5.0,5.0,5.0,,2.0,,,,,,,21.0,13.0,6.6,,0.00333581,0,,,2.0,,4.0,3.0,,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,
