match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_interceptionWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_accurateCross,stat_goals,stat_wonContest,player_sofascoreId,stat_totalOffside,stat_goalAssist,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches
10385478,home,Leeds United,Illan Meslier,,,illan-meslier,I. Meslier,G,16,196,1694,M,906076,EUR,951955200,G,1,1,False,27.0,23.0,6.0,2.0,21.0,22.0,2.0,5.0,1.0,6.0,2.0,90.0,34.0,7.2,4.0,0.0,0.0,0.00052924,0,0.4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385478,home,Leeds United,Luke Ayling,,,luke-ayling,L. Ayling,D,12,183,334,M,102624,EUR,683078400,D,2,2,False,55.0,43.0,9.0,5.0,17.0,21.0,26.0,38.0,1.0,5.0,,90.0,87.0,7.0,22.0,0.0668,0.0,0.0633239,1,,True,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385478,home,Leeds United,Robin Koch,,,robin-koch,R. Koch,D,4,190,1826,M,581302,EUR,837561600,D,5,5,False,66.0,60.0,3.0,1.0,42.0,45.0,18.0,21.0,3.0,1.0,,90.0,75.0,7.3,6.0,0.0,0.0,0.0058447,0,,,,2.0,2.0,8.0,,,,2.0,2.0,,2.0,4.0,1.0,,,,,,,,,,,,,,,
10385478,home,Leeds United,Maximilian Wöber,,,maximilian-wober,M. Wöber,D,39,188,655,M,794962,EUR,886550400,D,39,39,False,61.0,52.0,6.0,3.0,39.0,41.0,13.0,20.0,6.0,7.0,,90.0,75.0,7.5,10.0,0.0305,0.067,0.00735288,1,,,,,3.0,5.0,,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10385478,home,Leeds United,Junior Firpo,,,junior-firpo,J. Firpo,D,23,184,2241,M,914835,EUR,840672000,D,3,3,False,47.0,41.0,1.0,,23.0,25.0,20.0,25.0,,5.0,,90.0,71.0,8.3,8.0,0.0693,0.0321,0.203671,1,,,3.0,1.0,2.0,4.0,,1.0,,2.0,1.0,,2.0,,3.0,,1.0,2.0,,1.0,2.0,1.0,,,,,,,,
10385478,home,Leeds United,Tyler Adams,,,tyler-adams,T. Adams,M,12,175,2918,M,800419,EUR,918950400,M,12,12,False,62.0,55.0,3.0,2.0,25.0,29.0,30.0,33.0,,7.0,,90.0,71.0,6.9,7.0,0.0,0.0,0.0314477,0,,,,1.0,5.0,5.0,,1.0,,3.0,3.0,,,1.0,1.0,2.0,,,3.0,,,,1.0,,,,,,,
10385478,home,Leeds United,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,881931,EUR,904262400,M,28,28,False,64.0,58.0,3.0,3.0,19.0,19.0,40.0,47.0,,8.0,,90.0,77.0,7.3,11.0,0.0717,0.0,0.0996084,1,,,2.0,1.0,4.0,4.0,,1.0,1.0,2.0,2.0,2.0,,2.0,,1.0,,,1.0,2.0,1.0,,,west.mckennie,1.0,,,,,
10385478,home,Leeds United,Jack Harrison,,,jack-harrison,J. Harrison,M,17,175,1145,M,829570,EUR,848448000,M,11,11,False,32.0,24.0,7.0,5.0,1.0,3.0,25.0,38.0,,8.0,,90.0,60.0,7.6,19.0,0.0464,0.0,0.0517388,1,,,9.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,,,2.0,2.0,2.0,,2.0,,,1.0,,,,
10385478,home,Leeds United,Brenden Aaronson,,,brenden-aaronson,B. Aaronson,M,11,178,2596,M,973431,EUR,972172800,M,7,7,False,19.0,16.0,,,3.0,3.0,13.0,20.0,,1.0,,75.0,44.0,5.9,19.0,0.1665,0.0,0.0309317,2,,,4.0,1.0,12.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,1.0,2.0,,,2.0,,,,1.0,,,
10385478,home,Leeds United,Wilfried Gnonto,,,wilfried-gnonto,W. Gnonto,M,29,170,3597,M,998951,EUR,1067990400,M,29,29,False,39.0,31.0,1.0,,8.0,11.0,24.0,31.0,,5.0,,61.0,56.0,6.5,13.0,0.0625,0.0,0.0245055,2,,,3.0,,6.0,4.0,1.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,,,3.0,,1.0,,,,1.0,,2.0,,,
