match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_errorLeadToAShot,stat_dispossessed,stat_wonContest,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_totalOffside,stat_clearanceOffLine
12513735,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,False,31.0,25.0,10.0,4.0,0.0,23.0,26.0,2.0,5.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,5.0,90.0,43.0,7.6,6.0,0.00125337,1.0,0,-0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Alex Pinto,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,False,28.0,20.0,5.0,3.0,0.0,11.0,13.0,10.0,19.0,5.0,1.0,4.0,3.0,1.0,,,,90.0,57.0,6.9,16.0,0.336179,1.0,0,,,,4.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Chico Lamba,lamba-chico,C. Lamba,D,15,187,378,M,1153110,EUR,1047254400,D,73,73,False,44.0,39.0,8.0,5.0,1.0,27.0,28.0,12.0,16.0,4.0,1.0,11.0,4.0,,,,,90.0,66.0,7.3,6.0,0.0384158,1.0,1,,,,,,2.0,3.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,0.0485,,,,,,,,,,,,,,
12513735,home,FC Arouca,Jose Fontán,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,48.0,39.0,7.0,1.0,0.0,33.0,34.0,6.0,14.0,4.0,,10.0,1.0,,,,,90.0,60.0,6.1,9.0,0.00271168,,0,,,,,,7.0,4.0,11.0,1.0,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,
12513735,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,28.0,20.0,6.0,2.0,0.0,10.0,13.0,10.0,18.0,5.0,,5.0,2.0,,,,,90.0,60.0,6.7,14.0,0.00909712,1.0,1,,,,3.0,,1.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,,,0.0121,,,1.0,1.0,1.0,,,,,,,,,
12513735,home,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,42.0,38.0,7.0,5.0,0.0,21.0,21.0,17.0,22.0,5.0,,3.0,4.0,2.0,,,,89.0,53.0,7.2,5.0,0.0164454,1.0,0,,,,1.0,,,,2.0,,1.0,,2.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,
12513735,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,54.0,44.0,4.0,3.0,0.0,28.0,31.0,16.0,25.0,4.0,,,5.0,1.0,,,,83.0,60.0,6.7,12.0,0.0307982,,0,,,,2.0,,,1.0,3.0,1.0,,1.0,2.0,1.0,,,2.0,,,,,,,True,,,,,,,,
12513735,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,22.0,18.0,2.0,1.0,0.0,5.0,6.0,13.0,18.0,1.0,,,3.0,,,,,90.0,37.0,6.5,11.0,0.313342,1.0,3,,,,2.0,,2.0,,8.0,3.0,2.0,2.0,1.0,,2.0,,,1.0827,,,1.0,,,,2.0,3.0,1.0,1.3859,,,,
12513735,home,FC Arouca,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,22,22,False,11.0,7.0,1.0,,0.0,2.0,3.0,5.0,8.0,3.0,,,,2.0,,,,45.0,20.0,6.7,7.0,0.0757914,,0,,,,,,2.0,,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,29.0,23.0,1.0,,0.0,12.0,12.0,11.0,18.0,4.0,,2.0,4.0,1.0,,,,80.0,41.0,6.5,10.0,0.0150187,,1,,,,1.0,,,,6.0,2.0,3.0,,,,1.0,1.0,2.0,0.0436,,,2.0,3.0,,,,,,,morlayesylla2,,,
12513735,home,FC Arouca,Henrique Araújo,henrique-araujo,H. Araújo,F,39,183,1642,M,998870,EUR,1011398400,F,39,39,False,11.0,10.0,,,0.0,3.0,3.0,7.0,8.0,,,,1.0,,,,,45.0,15.0,6.5,4.0,0.00871212,,0,,,,,,2.0,,4.0,,,,,,3.0,,2.0,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Jason,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,True,18.0,13.0,2.0,1.0,0.0,3.0,3.0,11.0,20.0,5.0,1.0,,2.0,2.0,,,,45.0,35.0,7.5,11.0,0.230424,1.0,2,,,,5.0,1.0,,,,,,,3.0,3.0,2.0,1.0,,0.0602,,,,,1.0,,,,,,,,,
12513735,home,FC Arouca,Dylan Nandín,dylan-nandin,D. Nandín,F,23,186,149,M,1510444,EUR,1014854400,F,23,23,True,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,5.0,,,2.0,3.0,,,,45.0,20.0,7.0,4.0,0.0253361,,3,,Dylan Alexander,Nandín Berrutti,,,3.0,,5.0,,2.0,,,,1.0,,,0.4434,,,2.0,2.0,,,2.0,3.0,1.0,0.4939,,,,
12513735,home,FC Arouca,Mamadou Loum,mamadou-loum,M. Loum,M,21,193,531,M,796059,EUR,851904000,M,31,31,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,4.0,,,,,,10.0,9.0,6.5,1.0,3.741e-05,,1,,,,,,,,4.0,,,1.0,,,,,4.0,0.0914,,,,,1.0,,,,,,,,,
12513735,home,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,18.0,5.0,6.3,1.0,0.00041782,,0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Güven Yalçın,guven-yalcin,G. Yalçın,F,10,184,349,M,826162,EUR,916617600,F,50,50,True,1.0,,,,0.0,,,,2.0,,,,,,,,,1.0,3.0,,3.0,,,0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Jakub Vinarčík,jakub-vinarcik,J. Vinarčík,G,30,202,101,M,1165190,EUR,1121040000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Brian Mansilla,brian-mansilla,B. Mansilla,M,24,176,145,M,1116649,EUR,1021334400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,Brian Mansilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513735,home,FC Arouca,Miguel Puche,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513735,away,SC Farense,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,499,M,845792,EUR,903571200,G,33,33,False,25.0,16.0,21.0,12.0,0.0,5.0,5.0,11.0,20.0,2.0,,1.0,9.0,,3.0,3.0,3.0,90.0,35.0,7.5,9.0,0.00813891,,0,-0.1202,,,,,,2.0,,,,,,,,,,,,,,,,True,,,,,,1.0,,
