match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_aerialLost,stat_goals,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_accurateCross,captain,stat_errorLeadToAShot,stat_punches,stat_clearanceOffLine,stat_penaltyMiss,stat_penaltyWon
14429546,home,Al-Nassr,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600.0,G,36,36,False,18.0,16.0,5.0,3.0,0.0,16.0,16.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,90.0,24.0,7.5,2.0,4.772e-05,0.4073,0,0.9312,0.01,0.0,0.35,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429546,home,Al-Nassr,Nawaf Boushal,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,986400,EUR,937440000.0,D,12,12,False,35.0,31.0,2.0,,0.0,10.0,12.0,23.0,1.0,6.0,,,,,,,45.0,47.0,7.0,8.0,0.0144151,,0,,0.1,-0.07,0.2,,21.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14429546,home,Al-Nassr,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,945063,EUR,957312000.0,D,3,3,False,60.0,58.0,1.0,1.0,0.0,36.0,37.0,23.0,,8.0,,,,,,,90.0,71.0,7.8,2.0,0.0121192,,2,,0.27,0.15,0.4,,22.0,,,7.0,,,,,1.0,,,3.0,,,,3.0,1.0,1.0,1.0,1.0,0.1729,0.0504,-0.37,,,,,,,,,,,,,,,,
14429546,home,Al-Nassr,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181.0,62014,M,173883,EUR,674438400.0,D,26,26,False,61.0,59.0,4.0,3.0,0.0,28.0,29.0,32.0,4.0,6.0,,,,,,,90.0,78.0,7.9,4.0,0.0238378,,1,,0.32,0.22,-0.29,,31.0,,6.0,4.0,,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,0.1118,0.6859,0.52,IñigoMartínez,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,
14429546,home,Al-Nassr,Ayman Yahya,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,1130539,EUR,989798400.0,D,23,23,False,48.0,43.0,,,0.0,11.0,11.0,37.0,,3.0,,,,,,,62.0,57.0,6.6,7.0,0.128128,,1,,-0.02,0.34,0.0,,32.0,2.0,4.0,,,,,,,,,,1.0,,,,,,,2.0,0.014,,0.0,,3.0,,,1.0,2.0,1.0,1.0,,,,,,,,
14429546,home,Al-Nassr,Kingsley Coman,kingsley-coman,K. Coman,M,21,178.0,32898,M,280441,EUR,834624000.0,M,21,21,False,48.0,40.0,1.0,1.0,1.0,9.0,9.0,39.0,,3.0,,,,,,,90.0,72.0,6.7,22.0,0.111622,,5,,-0.01,0.32,-0.04,,31.0,5.0,7.0,2.0,1.0,4.0,4.0,2.0,,,2.0,,,,,,2.0,1.0,,,0.601,0.1481,0.04,KingComan,,,,,4.0,1.0,2.0,2.0,,,,,,,
14429546,home,Al-Nassr,Marcelo Brozović,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,108800,EUR,721872000.0,M,11,11,False,88.0,86.0,2.0,2.0,1.0,30.0,31.0,57.0,,9.0,,,,,,,90.0,104.0,7.9,8.0,0.12292,,0,,0.48,0.19,0.17,,56.0,6.0,4.0,5.0,1.0,1.0,,,3.0,1.0,,,,,,2.0,,,,1.0,,,,marcelo_brozovic,,,,2.0,4.0,1.0,,,1.0,,,,,,
14429546,home,Al-Nassr,Ângelo,angelo,Ângelo,M,20,182.0,9961,M,1086455,EUR,1103587200.0,M,20,20,False,42.0,38.0,1.0,1.0,0.0,9.0,9.0,33.0,,4.0,,,,,,,72.0,63.0,7.5,16.0,0.239097,,3,,0.47,0.34,0.23,,29.0,4.0,3.0,3.0,,2.0,3.0,2.0,1.0,,5.0,,,Ângelo,,,1.0,1.0,1.0,,0.0848,0.0185,-0.07,angelogabriel,,,,,4.0,,1.0,,1.0,,,,,,
14429546,home,Al-Nassr,Sadio Mané,sadio-mane,S. Mané,M,10,175.0,169227,M,217704,EUR,702864000.0,M,10,10,False,49.0,43.0,2.0,2.0,0.0,4.0,4.0,45.0,,7.0,,,,,,,90.0,87.0,8.8,23.0,0.275166,,7,,0.64,0.57,0.14,,39.0,8.0,4.0,5.0,,1.0,5.0,2.0,1.0,1.0,6.0,2.0,,,,,4.0,1.0,,1.0,0.4327,0.8997,0.47,SadioMané,,1.0,,,3.0,,2.0,1.0,1.0,,,,,,
14429546,home,Al-Nassr,João Félix,joao-felix,J. Félix,F,79,181.0,126099,M,851671,EUR,942192000.0,F,79,79,False,29.0,24.0,4.0,2.0,0.0,6.0,6.0,23.0,,1.0,,,,,,,89.0,43.0,6.2,9.0,0.0689526,,5,,-0.06,0.24,-0.01,,18.0,2.0,5.0,3.0,,1.0,2.0,1.0,,,,2.0,,,,,2.0,2.0,,,0.5605,0.4464,-0.64,JFélix,1.0,,,2.0,2.0,,1.0,,,,,,,,
