match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_goals,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAGoal
12436573,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,20.0,16.0,5.0,1.0,0.0,15.0,15.0,1.0,5.0,10.0,2.0,2.0,3.0,90.0,34.0,7.5,4.0,0.00020862,0,0.4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436573,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,50.0,39.0,7.0,1.0,0.0,23.0,25.0,16.0,25.0,4.0,,,,90.0,62.0,7.0,11.0,0.0197274,0,,1.0,1.0,2.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436573,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,39.0,33.0,3.0,,0.0,23.0,24.0,10.0,15.0,,,,,55.0,50.0,7.3,7.0,0.0292641,0,,1.0,2.0,2.0,6.0,3.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12436573,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,56.0,46.0,4.0,3.0,1.0,29.0,34.0,17.0,22.0,3.0,,,,90.0,67.0,7.7,10.0,0.0111896,2,,1.0,2.0,3.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0809,0.1248,,,,,,,,,,,,,,
12436573,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,False,35.0,27.0,6.0,3.0,1.0,5.0,7.0,23.0,31.0,2.0,,,,90.0,60.0,7.6,15.0,0.816136,1,,1.0,,6.0,5.0,5.0,1.0,,2.0,,1.0,2.0,1.0,1.0,3.0,,,0.0269,,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,
12436573,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,40.0,35.0,3.0,2.0,0.0,12.0,13.0,23.0,28.0,5.0,,,,89.0,52.0,7.7,8.0,0.0746339,3,,1.0,,6.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,0.0986,0.2139,1.0,,,1.0,,,,True,1.0,,,,,
12436573,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,47.0,45.0,4.0,4.0,0.0,22.0,22.0,26.0,28.0,3.0,,,,90.0,61.0,8.0,4.0,0.166445,1,,1.0,,3.0,3.0,,2.0,1.0,1.0,,,1.0,,,2.0,,1.0,0.6675,0.8855,3.0,3.0,,,,,,,1.0,,,,,
12436573,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,M,21,21,False,38.0,34.0,4.0,3.0,0.0,18.0,21.0,16.0,17.0,4.0,,,,90.0,55.0,7.5,8.0,0.341273,0,,2.0,,5.0,3.0,3.0,,,1.0,,,2.0,2.0,2.0,3.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,
12436573,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,F,11,11,False,29.0,21.0,2.0,1.0,0.0,4.0,5.0,18.0,27.0,3.0,,,,90.0,51.0,6.7,19.0,0.140576,4,,1.0,,8.0,3.0,2.0,1.0,1.0,1.0,,,,,3.0,2.0,1.0,1.0,0.368,0.0705,3.0,1.0,2.0,5.0,2.0,,2.0,,,1.0,,,,
12436573,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,19.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,10.0,3.0,,,,65.0,28.0,6.7,7.0,0.0183072,0,,,1.0,3.0,4.0,,3.0,1.0,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,
