match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,player_sofascoreId,stat_wonContest,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_saves,stat_punches,stat_clearanceOffLine,stat_goals
12545095,home,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188,626,M,39427,EUR,537494400,G,34,34,False,True,27.0,13.0,21.0,7.0,0.0,6.0,10.0,7.0,17.0,1.0,7.0,2.0,1.0,1.0,90.0,33.0,6.6,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12545095,home,Al-Kholood,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,70,185,103,M,791561,EUR,656726400,D,70,70,False,,24.0,18.0,5.0,3.0,0.0,9.0,13.0,9.0,11.0,2.0,4.0,,,,90.0,35.0,7.5,7.0,0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12545095,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191,2266,M,338991,EUR,746841600,D,5,5,False,,11.0,9.0,5.0,3.0,0.0,6.0,8.0,3.0,3.0,12.0,2.0,,,,90.0,28.0,6.8,2.0,1,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
12545095,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189,303,M,224456,EUR,710121600,D,23,23,False,,19.0,16.0,3.0,1.0,0.0,11.0,12.0,5.0,7.0,2.0,4.0,,,,90.0,28.0,6.8,5.0,0,,,1.0,,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,
12545095,home,Al-Kholood,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176,23,M,1127819,EUR,823132800,M,24,24,False,,16.0,13.0,2.0,2.0,0.0,7.0,8.0,6.0,9.0,1.0,3.0,,,,61.0,29.0,6.5,8.0,0,1.0,4.0,2.0,,,,,1.0,1.0,1.0,1.0,,,Abdullah Al-Hawsawi,,,,1.0,1.0,2.0,,,,,,,,,,,
12545095,home,Al-Kholood,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176,22,M,990187,EUR,733536000,M,8,8,False,,25.0,22.0,1.0,,0.0,10.0,10.0,13.0,16.0,1.0,2.0,,,,90.0,45.0,6.8,6.0,3,,6.0,7.0,1.0,,,1.0,3.0,2.0,4.0,2.0,,1.0,,,,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
12545095,home,Al-Kholood,Aliou Dieng,aliou-dieng,A. Dieng,M,23,184,13659,M,933780,EUR,876960000,M,15,15,False,,39.0,35.0,1.0,1.0,0.0,15.0,16.0,20.0,23.0,,11.0,,,,90.0,50.0,6.7,7.0,0,,5.0,3.0,1.0,,,2.0,3.0,1.0,,2.0,,,,,,,1.0,,,,2.0,,alioudieng_18,,,,,,,
12545095,home,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176,29,M,882132,EUR,850521600,M,27,27,False,,18.0,11.0,4.0,2.0,0.0,4.0,6.0,8.0,16.0,3.0,6.0,,,,89.0,39.0,6.9,13.0,0,,5.0,4.0,4.0,,,2.0,3.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,4.0,,1.0,,,,,,,,,,
12545095,home,Al-Kholood,Alex Collado,alex-collado,A. Collado,M,8,177,1606,M,859767,EUR,924739200,F,10,10,False,,32.0,25.0,6.0,3.0,0.0,9.0,9.0,16.0,29.0,,6.0,,,,90.0,68.0,7.0,21.0,4,2.0,7.0,6.0,1.0,,,1.0,,,4.0,1.0,,,Alex,Collado,,3.0,3.0,6.0,4.0,,1.0,,,2.0,1.0,,,,,
12545095,home,Al-Kholood,Muhammad Sawan,muhammad-sawan,M. Sawan,M,70,170,23,M,1549247,EUR,965779200,F,11,11,False,,19.0,14.0,1.0,1.0,0.0,3.0,5.0,11.0,14.0,,3.0,,,,61.0,26.0,6.5,9.0,1,,6.0,1.0,1.0,,,,1.0,1.0,,2.0,,1.0,Muhammad Sawan,,,1.0,1.0,,2.0,,1.0,,,,,,,,,
