match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_outfielderBlock,stat_ownGoals,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_keyPass,stat_goalAssist,stat_goals,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves
10438081,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,32.0,19.0,22.0,9.0,13.0,18.0,6.0,14.0,1.0,6.0,1.0,1.0,3.0,2.0,90.0,40.0,6.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438081,home,FC Porto,Rodrigo Conceição,rodrigo-conceicao,R. Conceição,D,27,173,250,M,,945121,EUR,946771200,D,17,17,False,15.0,10.0,1.0,1.0,9.0,10.0,2.0,8.0,1.0,,,,,,75.0,37.0,6.5,10.0,0,,,3.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10438081,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,42.0,34.0,8.0,5.0,25.0,29.0,9.0,13.0,7.0,6.0,,,,,90.0,58.0,6.7,9.0,0,,,,,1.0,2.0,4.0,1.0,,,2.0,2.0,1.0,1.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,
10438081,home,FC Porto,David Carmo,david-carmo,D. Carmo,D,16,196,2256,M,,892235,EUR,932342400,D,4,4,False,45.0,38.0,6.0,2.0,29.0,30.0,9.0,15.0,4.0,4.0,,,,,90.0,57.0,6.6,8.0,1,,,,,1.0,2.0,5.0,,,,2.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
10438081,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,False,25.0,22.0,2.0,,14.0,15.0,9.0,14.0,,3.0,,,,,85.0,48.0,6.5,9.0,0,,,4.0,1.0,1.0,4.0,5.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,
10438081,home,FC Porto,Matheus Uribe,mateus-uribe,M. Uribe,M,8,182,1621,M,,247773,EUR,669513600,M,8,8,False,60.0,50.0,5.0,1.0,28.0,29.0,22.0,32.0,2.0,11.0,,,,,90.0,80.0,6.7,16.0,1,,,1.0,,,9.0,6.0,2.0,3.0,1.0,5.0,2.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,
10438081,home,FC Porto,Bruno Costa,bruno-costa,B. Costa,M,,174,140,M,,343619,EUR,861408000,M,28,28,False,29.0,24.0,2.0,2.0,12.0,13.0,13.0,19.0,,4.0,,,,,66.0,37.0,6.6,8.0,1,,,3.0,1.0,1.0,4.0,1.0,2.0,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,
10438081,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,46,46,False,39.0,30.0,,,19.0,22.0,11.0,18.0,,5.0,,,,,86.0,51.0,8.1,15.0,2,,,1.0,,1.0,4.0,4.0,2.0,1.0,1.0,2.0,,2.0,,,,,,,,1.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,,
10438081,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,30.0,21.0,1.0,1.0,8.0,9.0,13.0,21.0,1.0,14.0,,,,,90.0,61.0,8.6,18.0,2,,,,,1.0,3.0,12.0,1.0,2.0,1.0,4.0,4.0,5.0,6.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
10438081,home,FC Porto,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,30,30,False,21.0,16.0,2.0,2.0,7.0,7.0,9.0,14.0,2.0,2.0,,,,,75.0,34.0,7.0,9.0,2,,,,,4.0,6.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,
10438081,home,FC Porto,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,F,9,9,False,27.0,19.0,,,2.0,2.0,17.0,25.0,2.0,1.0,,,,,90.0,39.0,7.8,12.0,2,,,,,5.0,7.0,7.0,1.0,3.0,1.0,,,,1.0,,,,,3.0,,1.0,,2.0,2.0,1.0,3.0,,7.0,1.0,,,,
10438081,home,FC Porto,Otávio,otavio,Otávio,M,25,171,6972,M,otavio,244801,EUR,792288000,M,25,25,True,22.0,17.0,1.0,1.0,4.0,4.0,14.0,20.0,,3.0,,,,,24.0,26.0,7.2,6.0,0,,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,
10438081,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,True,7.0,6.0,,,2.0,2.0,4.0,5.0,,3.0,,,,,15.0,9.0,7.4,1.0,2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,
10438081,home,FC Porto,Marko Grujić,marko-grujic,M. Grujić,M,4,190,1584,M,,280835,EUR,829353600,M,16,16,True,6.0,5.0,,,1.0,1.0,4.0,5.0,1.0,,,,,,15.0,10.0,6.5,2.0,1,,,,,2.0,2.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,
10438081,home,FC Porto,Zaidu Sanusi,zaidu-sanusi,Z. Sanusi,D,12,182,2630,M,,987510,EUR,866160000,D,12,12,True,4.0,3.0,,,1.0,2.0,2.0,3.0,,1.0,,,,,12.0,8.0,6.8,2.0,1,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,
10438081,home,FC Porto,Gabriel Veron,gabriel-veron,G. Veron,M,27,176,2561,M,,1002819,EUR,1031011200,F,7,7,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,1.0,,,,,11.0,7.0,6.3,1.0,1,,,,,,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,
10438081,home,FC Porto,Cláudio Ramos,claudio-ramos,C. Ramos,G,14,183,1032,M,,116372,EUR,690249600,G,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438081,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438081,home,FC Porto,Toni Martínez,toni-martinez,T. Martínez,F,11,180,1253,M,,831253,EUR,867628800,F,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438081,home,FC Porto,Danny Namaso,danny-namaso,D. Namaso,F,19,182,4899,M,,867440,EUR,967420800,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438081,away,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,,603946,EUR,711504000,G,1,1,False,30.0,23.0,13.0,7.0,20.0,23.0,3.0,7.0,1.0,9.0,,1.0,,,84.0,43.0,6.1,8.0,0,,,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0
10438081,away,Sporting Braga,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,,1130513,EUR,952992000,D,70,70,False,18.0,10.0,6.0,4.0,7.0,9.0,5.0,12.0,2.0,2.0,,,,,45.0,37.0,6.1,11.0,0,,,3.0,2.0,,7.0,2.0,1.0,1.0,,1.0,1.0,,1.0,3.0,,,,,,,,2.0,,,,,,,,,,
10438081,away,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,,892426,EUR,820713600,D,3,3,False,52.0,42.0,6.0,1.0,31.0,35.0,11.0,17.0,3.0,3.0,,,,,90.0,63.0,6.0,12.0,0,,,,,1.0,3.0,3.0,1.0,1.0,,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,
