match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_accurateLongBalls,stat_onTargetScoringAttempt,stat_totalClearance,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_outfielderBlock,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_penaltyMiss,stat_totalOffside,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded
11408419,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,15.0,12.0,3.0,12.0,13.0,2.0,1.0,1.0,2.0,90.0,18.0,6.7,3.0,2.612e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408419,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,,850976,EUR,881625600,D,6,6,False,60.0,49.0,1.0,15.0,19.0,47.0,2.0,6.0,3.0,90.0,89.0,7.9,24.0,0.0240198,1,,,34.0,6.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.2737,,,,,,,,,,,,,,,,,,,,,,,,
11408419,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,58.0,56.0,6.0,27.0,28.0,30.0,2.0,3.0,3.0,90.0,64.0,7.5,2.0,0.12789,1,,,29.0,,3.0,3.0,,,,,,1.0,1.0,,,1.0,,0.0595,4.0,1.0,3.0,0.0781,2.0,,,,,,,,,,,,,,,,,,,
11408419,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,51.0,48.0,4.0,25.0,26.0,25.0,3.0,3.0,4.0,90.0,60.0,7.3,3.0,0.0119179,1,,,23.0,,2.0,3.0,,,,1.0,3.0,,,,,1.0,,0.0654,4.0,,1.0,,,True,,,,,,,,,,,,,,,,,,
11408419,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,D,8,8,False,46.0,43.0,7.0,17.0,17.0,29.0,,3.0,6.0,90.0,63.0,8.0,5.0,0.542106,0,,,26.0,,,1.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,6.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,
11408419,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,,855845,EUR,935020800,M,61,61,False,73.0,60.0,8.0,24.0,27.0,46.0,4.0,10.0,7.0,90.0,90.0,7.7,13.0,0.038534,3,,,36.0,,3.0,4.0,,,,3.0,2.0,6.0,3.0,,,,,0.3468,7.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11408419,home,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,81.0,74.0,5.0,22.0,23.0,60.0,1.0,13.0,10.0,90.0,106.0,8.6,16.0,0.0912394,2,,,52.0,2.0,2.0,8.0,1.0,4.0,2.0,,,6.0,6.0,3.0,4.0,1.0,,0.0356,4.0,1.0,,0.4771,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,
11408419,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,ÁDiMaría,30027,EUR,571795200,M,11,11,False,58.0,44.0,6.0,2.0,2.0,74.0,,3.0,5.0,82.0,91.0,8.8,31.0,0.777935,4,,,48.0,18.0,,1.0,,3.0,2.0,,1.0,,,4.0,1.0,,1.0,1.0536,3.0,2.0,,1.5821,6.0,,1.0,,1.0,,2.0,,1.0,6.0,1.0,,,,,,,,,
11408419,home,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,Rafa_Silva,252577,EUR,737596800,M,27,27,False,31.0,26.0,,4.0,4.0,27.0,,4.0,3.0,90.0,44.0,7.1,11.0,0.259036,3,,,22.0,,,7.0,,6.0,2.0,2.0,,,,2.0,2.0,2.0,,0.151,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,
11408419,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,davidneres,850993,EUR,857347200,M,7,7,False,36.0,33.0,3.0,8.0,8.0,32.0,,3.0,5.0,82.0,55.0,6.9,12.0,0.285403,0,,,26.0,4.0,,6.0,1.0,5.0,2.0,,,1.0,,2.0,,2.0,,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,
