match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalClearance,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_goalAssist,stat_wasFouled,player_firstName,player_lastName,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
10385583,home,Everton,Asmir Begović,asmir-begovic,A. Begović,G,31,198,823,M,,13918,EUR,551145600,G,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,home,Everton,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,,98449,EUR,730598400,D,30,30,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,home,Everton,Ishé Samuels-Smith,ishe-samuels-smith,I. Samuels-Smith,D,16,186,1185,M,,1196791,EUR,1149465600,D,59,59,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Ishé Samuels-Smith,,,,,,
10385583,home,Everton,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,yerrymina,360396,EUR,780278400,D,13,13,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,home,Everton,Mason Holgate,mason-holgate,M. Holgate,D,3,187,413,M,,781544,EUR,845942400,D,4,4,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,home,Everton,Stanley Mills,stanley-mills,S. Mills,M,17,180,59,M,,1119657,EUR,1067040000,M,56,56,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley,Mills,,,,,
10385583,away,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,17,17,False,,27.0,18.0,13.0,4.0,17.0,17.0,1.0,10.0,12.0,,6.0,,,90.0,41.0,7.6,9.0,0.0,0.0,6.59e-05,0,1.1357,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,
10385583,away,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,,45.0,31.0,5.0,3.0,14.0,22.0,20.0,30.0,7.0,,,,,90.0,77.0,7.2,24.0,0.0,0.0,0.0493687,0,,7.0,2.0,2.0,4.0,8.0,1.0,,,2.0,,,3.0,2.0,,2.0,,,2.0,,1.0,,3.0,,,2.0,,,,,,,
10385583,away,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,,57.0,43.0,12.0,6.0,29.0,34.0,14.0,23.0,5.0,,,,,90.0,73.0,7.5,14.0,0.0193,0.0,0.00880867,1,,,,8.0,1.0,9.0,,1.0,1.0,,,,1.0,1.0,,4.0,,,9.0,1.0,1.0,,,,,,,,,,,,
10385583,away,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,,118179,EUR,560390400,D,13,13,False,True,56.0,43.0,13.0,3.0,28.0,35.0,15.0,21.0,4.0,,,,,90.0,64.0,6.8,13.0,0.0,0.0,0.00506394,0,,,1.0,5.0,2.0,6.0,,,,1.0,1.0,,,,,1.0,,,4.0,1.0,1.0,,,,,,,,,,,,
10385583,away,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,,803174,EUR,870998400,D,33,33,False,,63.0,42.0,13.0,4.0,23.0,30.0,20.0,37.0,9.0,,,,,90.0,89.0,6.7,28.0,0.0,0.0,0.0906492,0,,4.0,1.0,1.0,2.0,6.0,,,,3.0,2.0,,1.0,1.0,,3.0,,,,,,,1.0,1.0,,1.0,,,,,,,
10385583,away,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,,365802,EUR,791164800,M,6,6,False,,40.0,33.0,6.0,3.0,14.0,15.0,20.0,26.0,5.0,,,,,85.0,54.0,7.5,9.0,0.2582,0.6419,0.079529,1,,1.0,1.0,1.0,6.0,6.0,1.0,,,4.0,2.0,,1.0,,1.0,,,,1.0,1.0,3.0,,1.0,2.0,,1.0,,,,1.0,,,
10385583,away,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,Palhinha,364612,EUR,805248000,M,26,26,False,,36.0,30.0,5.0,5.0,16.0,17.0,14.0,19.0,11.0,,,,,90.0,50.0,6.4,10.0,0.103,0.0,0.0190754,2,,,2.0,1.0,10.0,4.0,,1.0,,3.0,2.0,3.0,1.0,,,,,,2.0,1.0,,1.0,,6.0,,,,,,,,,1.0
10385583,away,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,,355528,EUR,858988800,M,8,8,False,,27.0,22.0,3.0,2.0,5.0,6.0,17.0,23.0,8.0,,,,,90.0,46.0,7.8,8.0,0.4661,0.8683,0.0122798,4,,2.0,,,2.0,5.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,,1.0,,,,4.0,,,1.0,1.0,,,
10385583,away,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,andreaspereira,285949,EUR,820454400,M,18,18,False,,22.0,19.0,1.0,,4.0,5.0,17.0,20.0,3.0,,,,,79.0,37.0,7.0,7.0,0.4056,0.0524,0.0221839,4,,3.0,,,4.0,3.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,3.0,,1.0,,,,,,,
10385583,away,Fulham,Willian,willian,Willian,F,88,175,9698,M,willianborges88,31417,EUR,587088000,M,20,20,False,,44.0,36.0,4.0,2.0,11.0,12.0,26.0,34.0,2.0,,,,,79.0,55.0,7.4,11.0,0.2402,0.0261,0.25074,5,,2.0,4.0,1.0,6.0,2.0,,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,,,,3.0,2.0,1.0,,1.0,,,,,,,,
10385583,away,Fulham,Daniel James,daniel-james,D. James,M,7,172,4111,M,Daniel_James97,828639,EUR,879120000,F,21,21,False,,22.0,12.0,,,,4.0,13.0,21.0,4.0,,,,,89.0,39.0,8.3,17.0,0.2841,0.8817,0.0139523,3,,3.0,6.0,,9.0,2.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,,1.0,,,,1.0,1.0,,,
10385583,away,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,,151499,EUR,728611200,F,14,14,True,,9.0,7.0,2.0,1.0,2.0,3.0,5.0,6.0,2.0,,,,,11.0,10.0,6.8,2.0,0.0,0.0,0.10249,0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10385583,away,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185,581,M,,82566,EUR,664329600,M,10,10,True,,13.0,10.0,,,1.0,2.0,9.0,11.0,4.0,,,,,11.0,15.0,6.5,4.0,0.0,0.0,0.00499905,0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,away,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,,371222,EUR,839894400,M,28,28,True,,4.0,3.0,,,2.0,3.0,1.0,1.0,,,,,,12.0,5.0,6.7,1.0,0.0486,0.1124,0.00034148,1,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10385583,away,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7091,M,,891920,EUR,796089600,F,30,30,True,,2.0,2.0,,,,,3.0,3.0,,,,,,1.0,4.0,,1.0,0.0,0.0,0.0111689,0,,1.0,4.0,,6.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
10385583,away,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,517,M,,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,away,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,,825719,EUR,852768000,D,31,31,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,away,Fulham,Shane Duffy,shane-duffy,S. Duffy,D,4,193,483,M,,55570,EUR,694224000,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,away,Fulham,Cédric Soares,cedric-soares,C. Soares,M,21,172,2806,M,,44760,EUR,683596800,D,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385583,away,Fulham,Manor Solomon,manor-solomon,M. Solomon,M,19,167,5398,M,,862223,EUR,932774400,F,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
