match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_totalOffside
14065132,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,41.0,29.0,20.0,8.0,0.0,24.0,25.0,5.0,16.0,1.0,5.0,1.0,1.0,3.0,90.0,48.0,6.6,12.0,0.00075996,0.2369,0,0.32,0.05,0.07,0.16,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065132,home,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,17,17,False,60.0,45.0,10.0,3.0,0.0,27.0,33.0,18.0,27.0,5.0,4.0,,,,89.0,84.0,7.3,18.0,0.593449,,2,,0.69,0.27,-0.11,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1603,2.0,-0.39,,,,,,,,,,,,,,,,,,,,,
14065132,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,45.0,40.0,4.0,1.0,0.0,30.0,32.0,10.0,13.0,6.0,2.0,,,,90.0,59.0,7.0,6.0,0.00236964,,0,,0.11,0.07,0.32,,,,,,3.0,4.0,1.0,,,,3.0,,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
14065132,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,39.0,38.0,2.0,1.0,0.0,33.0,33.0,5.0,6.0,9.0,1.0,,,,90.0,60.0,7.3,2.0,0.00270278,,0,,0.04,0.02,0.55,,,,,,,4.0,,,,,2.0,1.0,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14065132,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,38.0,22.0,7.0,3.0,0.0,11.0,22.0,11.0,16.0,3.0,2.0,,,,90.0,61.0,6.8,26.0,0.219875,,1,,0.29,0.35,-0.35,,,,5.0,1.0,4.0,1.0,,1.0,,,,1.0,1.0,0.2473,3.0,0.29,,1.0,,,2.0,1.0,,True,1.0,1.0,1.0,1.0,0.7054,,,,,,,,
14065132,home,RB Leipzig,Assan Ouédraogo,assan-ouedraogo,A. Ouédraogo,M,20,192,7677,M,1418623,EUR,1147132800,M,20,20,False,20.0,17.0,2.0,2.0,0.0,6.0,7.0,11.0,13.0,1.0,5.0,,,,71.0,30.0,6.8,7.0,0.034324,,2,,0.11,0.39,-0.06,,Assan Ouédraogo,,,,3.0,3.0,1.0,1.0,,,,2.0,,0.0585,1.0,-0.39,1.0,1.0,,,1.0,,2.0,,,,2.0,,0.1847,,,,,,,,
14065132,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,31.0,28.0,1.0,,0.0,19.0,22.0,9.0,9.0,3.0,3.0,,,,90.0,40.0,6.8,3.0,0.00616059,,0,,0.14,0.13,0.16,,,,,,3.0,4.0,1.0,,,,2.0,,,,,,2.0,,,2.0,,,,,2.0,,,,,3.0,,,,,,,
14065132,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,38.0,27.0,4.0,3.0,1.0,18.0,23.0,9.0,15.0,,3.0,,,,85.0,46.0,6.7,12.0,0.0317438,,1,,0.07,0.13,-0.02,,,,,,4.0,3.0,1.0,,1.0,,1.0,1.0,1.0,0.1139,1.0,-0.21,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,
14065132,home,RB Leipzig,Yan Diomande,yan-diomande,Y. Diomande,F,49,180,20986,M,2087085,EUR,1163462400,F,49,49,False,32.0,25.0,4.0,3.0,0.0,12.0,13.0,13.0,19.0,,4.0,,,,90.0,47.0,8.7,12.0,0.219018,,2,,0.3,0.41,0.16,,Yan Diomande,,,,3.0,7.0,,,,,1.0,4.0,1.0,0.1572,1.0,0.52,1.0,,,1.0,5.0,5.0,,,2.0,,2.0,,0.9449,,1.0,,,,,,
14065132,home,RB Leipzig,Rômulo,romulo,Rômulo,F,40,193,3725,M,1133743,EUR,1013126400,F,40,40,False,28.0,19.0,,,0.0,6.0,8.0,13.0,20.0,2.0,3.0,,,,89.0,49.0,7.0,16.0,0.0880896,,4,,-0.36,0.49,0.14,,Rômulo,,,,9.0,5.0,,,2.0,,1.0,4.0,1.0,1.1993,2.0,0.35,,2.0,,1.0,1.0,,4.0,,5.0,3.0,2.0,,1.2122,,1.0,,,,,,
