match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_aerialLost,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,captain,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated
12499322,home,Monza,Semuel Pizzignacco,,,semuel-pizzignacco,S. Pizzignacco,G,1,185,177,M,923820,EUR,999302400,G,21,21,False,34.0,24.0,24.0,14.0,0.0,14.0,15.0,10.0,19.0,1.0,4.0,3.0,4.0,1.0,1.0,90.0,40.0,7.5,10.0,0.00238059,0,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Armando Izzo,,,armando-izzo,A. Izzo,D,4,183,521,M,165583,EUR,699494400,D,4,4,False,46.0,38.0,8.0,5.0,0.0,27.0,30.0,11.0,18.0,1.0,1.0,,,,,90.0,65.0,7.2,12.0,0.00689462,0,,2.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,208988,EUR,746755200,D,22,22,False,36.0,34.0,7.0,5.0,0.0,29.0,29.0,5.0,7.0,5.0,4.0,,,,,90.0,50.0,6.9,3.0,0.00174771,0,,,2.0,4.0,4.0,,1.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Andrea Carboni,,,andrea-carboni,A. Carboni,D,44,185,201,M,970978,EUR,981244800,D,44,44,False,34.0,26.0,3.0,3.0,0.0,20.0,22.0,7.0,14.0,6.0,4.0,,,,,90.0,50.0,7.2,10.0,0.00876876,0,,2.0,1.0,7.0,4.0,,,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
12499322,home,Monza,Pedro Pereira,,,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,M,13,13,False,18.0,12.0,3.0,,0.0,9.0,11.0,3.0,9.0,2.0,1.0,,,,,73.0,35.0,6.2,11.0,0.00775495,0,,2.0,1.0,7.0,3.0,2.0,,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
12499322,home,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,1000366,EUR,1063584000,M,38,38,False,23.0,20.0,1.0,,0.0,12.0,14.0,8.0,9.0,,5.0,,,,,90.0,29.0,6.4,5.0,0.00379391,0,,,,5.0,2.0,1.0,,,2.0,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
12499322,home,Monza,Alessandro Bianco,,,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,17.0,11.0,,,0.0,5.0,8.0,7.0,11.0,2.0,4.0,,,,,63.0,29.0,6.8,8.0,0.072689,0,,2.0,,1.0,2.0,,,1.0,,1.0,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,
12499322,home,Monza,Georgios Kyriakopoulos,,,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,24.0,16.0,3.0,1.0,0.0,6.0,6.0,10.0,21.0,3.0,3.0,,,,,90.0,46.0,6.3,13.0,0.00793425,0,,3.0,,5.0,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,350210,EUR,861580800,F,32,32,False,29.0,23.0,3.0,2.0,0.0,18.0,19.0,5.0,10.0,2.0,4.0,,,,,90.0,48.0,6.7,14.0,0.00374176,0,,,2.0,5.0,7.0,5.0,,1.0,4.0,,,1.0,,,1.0,3.0,,,True,,,,,,,,,,,,,
12499322,home,Monza,Daniel Maldini,,,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,F,14,14,False,25.0,20.0,1.0,1.0,0.0,6.0,7.0,15.0,21.0,,3.0,,,,,88.0,45.0,6.2,15.0,0.0771734,1,,3.0,2.0,7.0,6.0,3.0,,,1.0,,1.0,3.0,1.0,1.0,,3.0,2.0,,,dani.malda,1.0,1.0,0.2914,0.1387,,,,,,,,
12499322,home,Monza,Milan Đurić,,,milan-duric,M. Đurić,F,9,199,819,M,76132,EUR,643334400,F,11,11,False,20.0,9.0,,,0.0,,2.0,9.0,18.0,1.0,,,,,,90.0,30.0,6.9,13.0,0.0424288,0,,,13.0,6.0,16.0,2.0,,,,2.0,,3.0,,2.0,,,,,,,,,,,1.0,,,,,,,
12499322,home,Monza,Dany Mota,,,dany-mota,D. Mota,F,47,180,827,M,838907,EUR,894067200,F,47,47,True,2.0,1.0,,,0.0,,,1.0,2.0,,2.0,,,,,27.0,11.0,7.2,5.0,0.00063546,1,,,,2.0,1.0,2.0,,1.0,,,,1.0,,,,2.0,,,,,,1.0,0.8172,0.9948,,1.0,,,,,,
12499322,home,Monza,Danilo D'Ambrosio,,,danilo-dambrosio,D. D'Ambrosio,D,,180,548,M,107936,EUR,589766400,D,33,33,True,2.0,,2.0,,0.0,,2.0,,,,,,,,,17.0,7.0,6.6,2.0,0.00020888,1,,,,2.0,2.0,,,,2.0,2.0,,,,,,,,,,,,1.0,0.0096,0.0534,,,,,,,,
12499322,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,148458,EUR,743990400,F,10,10,True,,,,,0.0,,,,,,,,,,,8.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12499322,home,Monza,Andrea Mazza,Andrea Mazza,,andrea-mazza,A. Mazza,G,22,190,80,M,1109940,EUR,1072915200,G,69,69,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Andrea Vailati,,,andrea-vailati,A. Vailati,G,12,193,37,M,1912980,EUR,1186185600,G,56,56,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,100565,EUR,665366400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499322,home,Monza,Mattia Valoti,,,mattia-valoti,M. Valoti,M,5,181,99,M,139397,EUR,747273600,M,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
