match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_challengeLost,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_errorLeadToAGoal
12436482,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,30.0,16.0,20.0,6.0,0.0,14.0,14.0,2.0,16.0,2.0,3.0,1.0,1.0,1.0,9.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,41.0,7.9,14.0,0.00085663,0,1.0594,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436482,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,143047,EUR,695520000,D,2,2,False,70.0,59.0,10.0,6.0,0.0,30.0,36.0,29.0,36.0,5.0,7.0,,,3.0,12.0,,,,,,,90.0,86.0,8.0,14.0,0.0354349,0,,2.0,1.0,2.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12436482,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,4,4,False,43.0,40.0,5.0,2.0,0.0,35.0,36.0,5.0,7.0,4.0,5.0,,,4.0,1.0,,,,,,,90.0,50.0,7.1,3.0,0.0027622,0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436482,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,55.0,47.0,7.0,3.0,0.0,33.0,38.0,14.0,18.0,2.0,9.0,2.0,1.0,5.0,7.0,,,,,,,90.0,74.0,7.6,11.0,0.00594441,0,,1.0,1.0,3.0,1.0,5.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12436482,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,18.0,15.0,1.0,1.0,0.0,2.0,2.0,14.0,20.0,,4.0,1.0,1.0,2.0,1.0,,,,,,,89.0,40.0,7.1,8.0,0.102695,1,,4.0,1.0,2.0,,2.0,2.0,,1.0,1.0,1.0,nelsonsemedo50,True,1.0,1.0,0.01,1.0,,,,,,,,,,,
12436482,home,Wolverhampton,André,andre,André,M,7,176,9098,M,1035996,EUR,995241600,M,7,7,False,62.0,59.0,2.0,2.0,0.0,28.0,29.0,31.0,33.0,,7.0,2.0,2.0,1.0,8.0,,,,,,,90.0,81.0,7.8,6.0,0.0186507,0,,,,1.0,2.0,4.0,4.0,1.0,,,1.0,Andre7,,,,,1.0,André,,2.0,,,,,,,,
12436482,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,48.0,43.0,4.0,3.0,0.0,13.0,13.0,30.0,35.0,,1.0,,,2.0,1.0,,,,,,,73.0,60.0,6.6,7.0,0.0131685,0,,,2.0,11.0,2.0,1.0,,5.0,2.0,1.0,,joaogomes.01,,,,,1.0,,,,2.0,,,,,,,
12436482,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,23.0,19.0,,,0.0,5.0,6.0,14.0,21.0,1.0,3.0,,,,4.0,,,,,,,87.0,44.0,6.8,12.0,0.0264111,1,,4.0,1.0,3.0,,1.0,1.0,,2.0,,1.0,r_aitnouri,,,1.0,0.0735,,,,2.0,,,,,,,,
12436482,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,29,29,False,26.0,21.0,3.0,2.0,0.0,6.0,7.0,15.0,20.0,,4.0,2.0,,,4.0,,,,,,,74.0,44.0,6.5,16.0,0.0344955,1,,1.0,,9.0,,2.0,1.0,3.0,4.0,,2.0,,,,,0.038,,,,4.0,,1.0,,,,,,
12436482,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,10,10,False,58.0,50.0,6.0,4.0,1.0,21.0,23.0,30.0,37.0,1.0,14.0,6.0,4.0,,6.0,,,,,,,90.0,93.0,8.9,20.0,0.374298,2,,2.0,,9.0,1.0,4.0,1.0,,6.0,,5.0,Cunha,,1.0,,0.0411,1.0,,,3.0,1.0,,1.0,2.0,1.0,0.2055,,
