match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_hitWoodwork
10411525,home,Atalanta,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192,1322,M,176301,EUR,705456000,G,57,57,False,36.0,29.0,10.0,3.0,27.0,27.0,2.0,9.0,11.0,1.0,2.0,1.0,1.0,90.0,46.0,6.8,7.0,0.0,0.0,0.00090677,0,-0.4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411525,home,Atalanta,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,45.0,36.0,2.0,2.0,18.0,25.0,18.0,20.0,6.0,,,,,90.0,57.0,7.0,10.0,0.0298,0.0,0.0119265,1,,,,2.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411525,home,Atalanta,Merih Demiral,merih-demiral,M. Demiral,D,28,190,4108,M,806968,EUR,889056000,D,28,28,False,40.0,32.0,1.0,1.0,28.0,32.0,4.0,8.0,6.0,,,,,90.0,52.0,7.3,8.0,0.0249,0.0,0.0010421,1,,,,7.0,10.0,1.0,3.0,1.0,,,merihdemiral,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411525,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,False,62.0,51.0,10.0,5.0,28.0,29.0,23.0,33.0,8.0,,,,,90.0,79.0,7.0,15.0,0.078,0.0,0.0129611,1,,,,,5.0,1.0,1.0,2.0,1.0,,,5.0,,4.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
10411525,home,Atalanta,Brandon Soppy,brandon-soppy,B. Soppy,M,2,181,434,M,963211,EUR,1014249600,M,93,93,False,27.0,22.0,2.0,1.0,8.0,10.0,15.0,19.0,4.0,,,,,82.0,46.0,8.0,10.0,0.0,0.0,0.763087,0,,,,,2.0,,,1.0,,2.0,,1.0,,,,,,1.0,,2.0,2.0,1.0,2.0,5.0,,,,,,,,,,
10411525,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,72.0,58.0,8.0,4.0,34.0,35.0,24.0,38.0,8.0,,,,,90.0,81.0,6.8,16.0,0.0408,0.0,0.0379712,1,,,,3.0,6.0,1.0,1.0,,1.0,,,5.0,,3.0,2.0,2.0,2.0,,,,1.0,,,,True,1.0,,,,,,,,
10411525,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,803033,EUR,888624000,M,7,7,False,53.0,44.0,5.0,,23.0,27.0,23.0,30.0,6.0,,,,,90.0,76.0,6.5,17.0,0.0962,0.0,0.102441,2,,,,,,1.0,,3.0,2.0,,teunkoopmeiners,5.0,1.0,,,,,3.0,,,4.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,
10411525,home,Atalanta,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1471,M,842364,EUR,864086400,M,3,3,False,43.0,37.0,2.0,1.0,10.0,10.0,28.0,36.0,7.0,,,,,81.0,69.0,7.0,12.0,0.0326,0.0,0.249094,1,,,,,2.0,1.0,1.0,1.0,2.0,,,3.0,,2.0,,,,2.0,,,3.0,1.0,,2.0,,1.0,,,,,,,,
10411525,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,F,88,88,False,21.0,18.0,1.0,,3.0,3.0,15.0,18.0,4.0,,,,,66.0,32.0,7.2,5.0,1.4195,1.621,0.0475155,4,,,,2.0,3.0,1.0,1.0,,1.0,,pasalicmario,3.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,,,
10411525,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,16.0,13.0,,,4.0,5.0,10.0,12.0,3.0,,,,,69.0,25.0,7.7,5.0,0.354,0.7642,0.465814,2,,,,,2.0,1.0,,,1.0,1.0,molalookman,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,
