match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,captain,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_ownGoals,stat_bigChanceMissed,player_lastName,player_gender,stat_goodHighClaim,player_height,stat_hitWoodwork
12134251,home,AS Frenzi,Biel Cespedes,Biel Cespedes,biel-cespedes,B. Cespedes,G,1,0,1824087,EUR,1157932800.0,G,1,1,False,22.0,13.0,12.0,3.0,10.0,14.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,90.0,32.0,6.3,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134251,home,AS Frenzi,Ryan Heron,Ryan Heron,ryan-heron,R. Heron,F,5,0,1824082,EUR,1142553600.0,D,5,5,False,27.0,17.0,6.0,1.0,12.0,17.0,6.0,12.0,1.0,,2.0,2.0,2.0,6.0,,,,,90.0,47.0,6.5,13.0,0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12134251,home,AS Frenzi,Owen Armor,Owen Armor,owen-armor,O. Armor,D,15,0,1824170,EUR,1037145600.0,D,15,15,False,28.0,24.0,8.0,5.0,23.0,24.0,1.0,4.0,,2.0,2.0,7.0,2.0,4.0,1.0,,,,90.0,44.0,6.4,7.0,0,,,,,,,1.0,2.0,,True,4.0,1.0,2.0,,,,,,,,,,,,,,,
12134251,home,AS Frenzi,Justin Dorman,Justin Dorman,justin-dorman,J. Dorman,D,3,0,1824163,EUR,1052352000.0,D,3,3,False,22.0,17.0,6.0,4.0,12.0,15.0,5.0,7.0,1.0,1.0,4.0,2.0,2.0,,,,,,53.0,31.0,5.6,8.0,0,,,,,,,2.0,2.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12134251,home,AS Frenzi,Tristan Strubbe,Tristan Strubbe,tristan-strubbe,T. Strubbe,D,4,1,1824083,EUR,1161734400.0,D,4,4,False,26.0,17.0,7.0,2.0,12.0,13.0,5.0,14.0,1.0,2.0,9.0,8.0,5.0,2.0,1.0,,,,89.0,48.0,6.2,14.0,0,,1.0,,3.0,1.0,,,,,,4.0,4.0,,5.0,1.0,1.0,,,,,,,,,,,,
12134251,home,AS Frenzi,Haytham Abdalla,Haytham Abdalla,haytham-abdalla,H. Abdalla,M,6,0,1824071,EUR,1138579200.0,M,6,6,False,32.0,25.0,8.0,4.0,21.0,21.0,5.0,12.0,,,3.0,3.0,1.0,4.0,,,,,90.0,43.0,6.6,8.0,2,,1.0,1.0,,,,1.0,1.0,,,3.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,
12134251,home,AS Frenzi,Blair Dorman,Blair Dorman,blair-dorman,B. Dorman,F,9,0,1824119,EUR,1115337600.0,M,9,9,False,20.0,15.0,8.0,6.0,10.0,12.0,5.0,9.0,1.0,1.0,5.0,6.0,2.0,2.0,4.0,,,,70.0,34.0,6.7,10.0,0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,,,
12134251,home,AS Frenzi,Alexander Dollard,Alexander Dollard,alexander-dollard,A. Dollard,F,11,0,1824065,EUR,1153094400.0,M,11,11,False,11.0,10.0,,,5.0,5.0,6.0,9.0,,1.0,6.0,7.0,3.0,1.0,3.0,,,,90.0,38.0,6.8,12.0,1,1.0,3.0,1.0,8.0,3.0,,2.0,4.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,
12134251,home,AS Frenzi,Steele Norton,Steele Norton,steele-norton,S. Norton,F,13,0,1824176,EUR,1001635200.0,M,13,13,False,8.0,4.0,,,2.0,4.0,2.0,6.0,,,2.0,2.0,,,1.0,,,,45.0,13.0,6.3,7.0,0,,2.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12134251,home,AS Frenzi,Kevin Miranda,Kevin Miranda,kevin-miranda,K. Miranda,M,22,0,1824079,EUR,1069459200.0,M,22,22,False,7.0,5.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,,3.0,4.0,,2.0,,,,,57.0,17.0,6.9,4.0,1,,,,,,,,1.0,,,4.0,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,
