match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_outfielderBlock
11391401,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,20.0,17.0,7.0,4.0,17.0,19.0,1.0,3.0,90.0,22.0,6.7,3.0,8.887e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,False,63.0,56.0,4.0,3.0,22.0,24.0,43.0,5.0,90.0,97.0,7.8,14.0,0.0370815,2,1.0,35.0,4.0,1.0,1.0,8.0,11.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,0.0442,2.0,,,,,,,,,,,,,,,,
11391401,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,75.0,74.0,4.0,3.0,49.0,49.0,26.0,6.0,90.0,81.0,7.2,2.0,0.0114489,1,,25.0,,,,2.0,2.0,,,,,1.0,,,3.0,,,1.0,2.0,0.069,,YL15,1.0,1.0,,,,,,,,,,,,,
11391401,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,103.0,94.0,12.0,5.0,52.0,53.0,50.0,8.0,90.0,110.0,7.3,10.0,0.174417,1,,42.0,,,,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,0.0075,1.0,,1.0,1.0,,,,,,,,,,,,,
11391401,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,67.0,61.0,1.0,1.0,15.0,17.0,52.0,6.0,90.0,96.0,7.7,11.0,0.146853,1,,48.0,2.0,2.0,,3.0,3.0,1.0,,3.0,1.0,,,,1.0,2.0,2.0,,,0.0135,2.0,,,2.0,1.0,0.0417,,,,,,,,,,,
11391401,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,90.0,82.0,7.0,7.0,25.0,26.0,68.0,7.0,90.0,107.0,7.8,15.0,0.0698701,0,,57.0,4.0,,1.0,7.0,9.0,2.0,,1.0,,,,,1.0,2.0,,3.0,4.0,,3.0,,4.0,,,,True,,,,,,,,,,
11391401,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,99.0,89.0,11.0,7.0,30.0,30.0,72.0,7.0,90.0,116.0,8.6,12.0,0.318157,4,1.0,60.0,3.0,1.0,1.0,1.0,5.0,,,,,1.0,2.0,1.0,,3.0,2.0,2.0,1.0,0.1061,2.0,,,,1.0,0.2698,,1.0,,,,,,,,,
11391401,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,M,23,23,False,32.0,29.0,,,3.0,3.0,38.0,5.0,90.0,65.0,8.4,18.0,0.125306,6,,28.0,9.0,2.0,,5.0,5.0,1.0,3.0,5.0,4.0,1.0,2.0,,1.0,,,1.0,,0.3128,1.0,edonzhegrova10,,3.0,3.0,0.6053,,,1.0,1.0,,,,,,,
11391401,home,Lille,Yusuf Yazıcı,,,yusuf-yazici,Y. Yazıcı,M,97,183,2263,M,827804,EUR,854496000,M,12,12,False,20.0,11.0,,,3.0,4.0,16.0,2.0,77.0,35.0,6.9,15.0,0.00653099,5,,8.0,,,,3.0,3.0,,3.0,,,1.0,2.0,,1.0,2.0,,,,0.3568,,,1.0,3.0,2.0,0.9013,,,,,,,,,,,
11391401,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,5,5,False,25.0,22.0,,,5.0,5.0,22.0,5.0,90.0,36.0,6.7,9.0,0.516491,0,,17.0,2.0,,2.0,7.0,2.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,,1.0,,,1.0,,,,1.0,,2.0,,,,,,,
11391401,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,24.0,20.0,,,4.0,4.0,20.0,2.0,90.0,41.0,6.7,12.0,0.0276502,3,,16.0,,,1.0,5.0,3.0,1.0,2.0,1.0,,1.0,,,2.0,,,1.0,,0.8904,1.0,jodavid,2.0,4.0,2.0,1.4921,,,1.0,,2.0,,,,,,
11391401,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,True,7.0,7.0,1.0,1.0,1.0,1.0,6.0,1.0,13.0,10.0,7.6,,0.0359867,1,,6.0,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,0.8549,,,,,1.0,0.9945,,,1.0,,,,,,,,
11391401,home,Lille,Vito Mannone,,,vito-mannone,V. Mannone,G,,189,191,M,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Samuel Umtiti,,,samuel-umtiti,S. Umtiti,D,,182,3972,M,96547,EUR,753235200,D,14,14,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,samumtiti,,,,,,,,,,,,,,,
11391401,home,Lille,Akim Zedadka,,,akim-zedadka,A. Zedadka,D,80,173,1095,M,558524,EUR,801792000,D,13,13,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Ayyoub Bouaddi,Ayyoub Bouaddi,,bouaddi-ayyoub,A. Bouaddi,M,32,185,5410,M,1564180,EUR,1191283200,M,32,32,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,M,7,7,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Ignacio Miramón,,,ignacio-miramon,I. Miramón,M,5,179,823,M,1090319,EUR,1055376000,M,20,20,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Aaron Malouda,Aaron,Malouda,malouda-aaron,A. Malouda,F,19,183,388,M,1513467,EUR,1133308800,F,34,34,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391401,home,Lille,Amine Messoussa,,,messoussa-amine,A. Messoussa,F,29,180,348,M,1142132,EUR,1097539200,F,37,37,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
