match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_clearanceOffLine,stat_interceptionWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,captain,stat_errorLeadToAShot,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_ownGoals,stat_bigChanceCreated,stat_hitWoodwork
14025037,home,Burnley,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,False,37.0,18.0,27.0,8.0,0.0,11.0,12.0,7.0,25.0,1.0,1.0,1.0,11.0,1.0,6.0,6.0,1.0,90.0,52.0,7.7,19.0,0.00138933,30.299587377679,5.0,2.94,5.25,0.8689,0,0.3985,0.05,-0.02,-0.15,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025037,home,Burnley,Josh Laurent,,,josh-laurent,J. Laurent,M,29,188,191,M,552036,EUR,799718400,D,29,29,False,39.0,30.0,9.0,4.0,0.0,13.0,14.0,17.0,25.0,,6.0,2.0,6.0,,,,,90.0,53.0,6.8,11.0,0.00693866,142.14645874046,16.0,57.435,24.675,,0,,0.13,0.08,-0.07,,2.0,3.0,1.0,1.0,5.0,3.0,1.0,51.837502853159,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025037,home,Burnley,Maxime Estève,Maxime Estève,,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,5,5,False,21.0,18.0,2.0,1.0,0.0,14.0,15.0,4.0,6.0,2.0,5.0,5.0,6.0,,,,,90.0,36.0,7.9,4.0,0.00072835,59.239914535261,4.0,-5.145,19.005,,0,,-0.02,0.02,0.72,,2.0,2.0,,3.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14025037,home,Burnley,Bashir Humphreys,,,bashir-humphreys,B. Humphreys,D,12,186,1285,M,996910,EUR,1047686400,D,12,12,False,34.0,30.0,5.0,3.0,0.0,19.0,20.0,11.0,14.0,,2.0,8.0,3.0,,,,,90.0,54.0,7.0,8.0,0.00977936,177.77468100437,15.0,109.41,55.44,,0,,0.06,0.28,-0.01,,3.0,7.0,1.0,1.0,1.0,,,114.19883464505,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14025037,home,Burnley,Kyle Walker,,,kyle-walker,K. Walker,D,2,183,26779,M,44614,EUR,643852800,M,2,2,False,23.0,16.0,4.0,2.0,0.0,9.0,12.0,7.0,11.0,1.0,2.0,2.0,,,,,,90.0,48.0,6.4,15.0,0.0119362,37.630989112727,5.0,3.255,6.825,,0,,-0.07,0.03,-0.05,,2.0,3.0,,1.0,,,1.0,,,,,1.0,,,,3.0,1.0,,KyleWalker2,True,1.0,,,,,,,,,,,,,
14025037,home,Burnley,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,1048916,EUR,1080259200,M,8,8,False,22.0,19.0,1.0,1.0,0.0,12.0,13.0,7.0,9.0,,2.0,1.0,10.0,,,,,90.0,37.0,6.4,9.0,0.00598944,74.023846019936,10.0,15.225,11.445,,0,,0.05,-0.36,0.32,,3.0,9.0,1.0,3.0,1.0,1.0,,,,,,2.0,,4.0,1.0,1.0,2.0,,l.ugochukwu8,,,,,,,,,,,,,,,
14025037,home,Burnley,Florentino Luís,,,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,16,16,False,35.0,25.0,4.0,,0.0,16.0,20.0,9.0,15.0,,,2.0,3.0,,,,,90.0,47.0,6.0,12.0,0.00796513,39.246511580928,6.0,4.935,13.44,,0,,0.04,0.04,-0.17,,1.0,6.0,,,,,,14.657172442187,1.0,,,3.0,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,
14025037,home,Burnley,Lucas Pires,,,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,M,23,23,False,26.0,21.0,2.0,,0.0,6.0,7.0,15.0,19.0,1.0,4.0,1.0,6.0,,,,,90.0,44.0,6.2,12.0,0.00945259,138.75658038471,12.0,89.67,28.875,,1,,-0.06,0.21,-0.27,,2.0,8.0,,,1.0,,,61.220310580267,3.0,2.0,,,4.0,3.0,2.0,2.0,1.0,,,,,1.0,0.0289,-0.24,,,,,,,,,,
14025037,home,Burnley,Marcus Edwards,,,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,30.0,26.0,,,1.0,5.0,7.0,21.0,23.0,,6.0,1.0,3.0,,,,,89.0,42.0,7.0,7.0,0.0336801,181.14892922671,17.0,79.8,22.26,,2,,0.25,0.27,-0.24,,1.0,9.0,,,1.0,,2.0,70.940439110575,4.0,,,,6.0,5.0,3.0,1.0,,3.0,,,,,0.0919,-0.09,2.0,,,,,,,,,
14025037,home,Burnley,Hannibal Mejbri,,,hannibal-mejbri,H. Mejbri,M,28,182,23655,M,1009386,EUR,1043107200,F,28,28,False,18.0,12.0,1.0,1.0,0.0,,2.0,12.0,16.0,,1.0,1.0,1.0,,,,,58.0,34.0,6.4,13.0,0.0227642,66.42685865023,6.0,39.585,17.85,,1,,0.04,0.18,-0.05,,,4.0,3.0,,,,1.0,39.474958676929,3.0,1.0,,,1.0,,,3.0,1.0,1.0,hannibal_mj,,,,0.0281,-0.09,1.0,,,,,,,,,
