match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_accurateCross,stat_aerialWon,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_outfielderBlock
14053639,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185.0,3729,M,986395,EUR,1042070400,F,9,9,False,22.0,17.0,,,1.0,4.0,5.0,13.0,17.0,1.0,2.0,,,90.0,42.0,7.6,12.0,0.376683,24.127044744795,6.0,6.51,5.25,,5,,-0.24,0.29,-0.08,,,,1.0,7.0,4.0,2.0,2.0,3.0,1.0,1.0,,,3.0,0.5827,0.7059,0.46,,2.0,,,,,3.0,1.0,2.0,2.0,1.0,1.0,,1.0,
14053639,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184.0,450,M,825838,EUR,920592000,D,4,4,True,26.0,23.0,2.0,2.0,0.0,10.0,10.0,13.0,16.0,2.0,2.0,,,45.0,29.0,6.9,3.0,0.0100527,120.69933384983,11.0,43.575,29.085,,0,,0.03,0.17,0.17,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14053639,home,PSV Eindhoven,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175.0,4625,M,1047395,EUR,1019001600,F,11,11,True,21.0,20.0,2.0,2.0,0.0,4.0,4.0,16.0,17.0,,2.0,,,29.0,30.0,6.6,5.0,0.0143805,102.61029369983,13.0,51.765,22.575,,0,,-0.13,0.09,0.17,,,2.0,,3.0,3.0,,,2.0,1.0,,2.0,2.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,
14053639,home,PSV Eindhoven,Myron Boadu,,,myron-boadu,M. Boadu,F,21,183.0,1727,M,856744,EUR,979430400,F,21,21,True,6.0,5.0,1.0,,0.0,1.0,1.0,4.0,5.0,,2.0,,,28.0,10.0,6.3,4.0,0.00273423,4.352,1.0,0.0,0.0,,0,,-0.13,0.01,0.0,,,,,3.0,1.0,,1.0,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,
14053639,home,PSV Eindhoven,Kiliann Sildillia,,,kiliann-sildillia,K. Sildillia,D,25,186.0,666,M,1014222,EUR,1021507200,D,25,25,True,11.0,10.0,2.0,1.0,0.0,3.0,4.0,7.0,7.0,,3.0,,,17.0,17.0,6.8,3.0,0.00469213,120.03872556763,8.0,68.46,43.365,,0,,0.05,0.12,0.2,,,1.0,,2.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,2.0,,,,,,,,,,
14053639,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186.0,1614,M,1046960,EUR,1041292800,D,6,6,True,20.0,18.0,,,0.0,1.0,1.0,17.0,19.0,1.0,1.0,,,17.0,25.0,7.1,4.0,0.0825143,50.332735528121,6.0,26.355,10.395,,1,,0.37,0.18,0.14,,,1.0,,1.0,1.0,,1.0,,,,,,,0.0276,,-0.14,,1.0,,,,,1.0,,1.0,,,,,,
14053639,home,PSV Eindhoven,Niek Schiks,,,niek-schiks,N. Schiks,G,24,188.0,223,M,1134720,EUR,1075766400,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,home,PSV Eindhoven,Nick Olij,,,nick-olij,N. Olij,G,1,185.0,555,M,227192,EUR,807235200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,home,PSV Eindhoven,Adamo Nagalo,Adamo Nagalo,,adamo-nagalo,A. Nagalo,D,39,185.0,3457,M,1108094,EUR,1032652800,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,home,PSV Eindhoven,Dennis Man,,,dennis-man,D. Man,M,27,182.0,10450,M,812145,EUR,904089600,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,dennisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,home,PSV Eindhoven,Noah Fernandez,Noah Fernandez,,noah-fernandez,N. Fernandez,M,6,170.0,797,M,1886213,EUR,1199836800,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Kayne van Oevelen,Kayne van Oevelen,,kayne-van-oevelen,K. v. Oevelen,G,1,199.0,269,M,1393970,EUR,1060300800,G,1,1,False,46.0,30.0,23.0,8.0,0.0,27.0,28.0,3.0,18.0,,7.0,4.0,5.0,90.0,54.0,6.4,17.0,0.00215832,108.0165507603,15.0,-68.88,5.04,0.3664,0,-0.5155,0.08,0.02,-0.27,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,2,2,False,35.0,30.0,2.0,1.0,0.0,18.0,19.0,12.0,16.0,2.0,4.0,,,85.0,54.0,6.8,9.0,0.0295896,118.52140334363,11.0,-70.455,4.515,,0,,0.1,0.1,0.15,,,,1.0,5.0,6.0,,1.0,5.0,2.0,,3.0,3.0,,,,,,,,1.0,,,,,,,,,,,
14053639,away,FC Volendam,Mawouna Amevor,Mawouna,Amevor,mawouna-amevor,M. Amevor,D,3,191.0,225,M,106154,EUR,692841600,D,3,3,False,39.0,35.0,2.0,1.0,0.0,32.0,34.0,3.0,5.0,13.0,5.0,,,90.0,63.0,7.5,6.0,0.00160124,128.96974851855,11.0,-54.6,8.4,,0,,-0.08,0.03,0.46,,,,1.0,1.0,9.0,,,,,,5.0,1.0,2.0,,,,,,1.0,,,,4.0,,,,,,,,1.0
14053639,away,FC Volendam,Nick Verschuren,Nick Verschuren,,nick-verschuren,N. Verschuren,D,20,180.0,198,M,1523582,EUR,1105574400,D,20,20,False,41.0,39.0,4.0,4.0,0.0,30.0,31.0,9.0,10.0,4.0,4.0,,,90.0,51.0,7.1,3.0,0.0156084,77.530574148218,6.0,-51.87,3.99,,0,,-0.06,0.2,0.4,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,4.0
14053639,away,FC Volendam,Aaron Meijers,Aaron,Meijers,aaron-meijers,A. Meijers,D,14,176.0,30,M,32386,EUR,562377600,D,14,14,False,30.0,24.0,5.0,1.0,0.0,15.0,16.0,9.0,14.0,2.0,4.0,,,90.0,50.0,6.3,8.0,0.0165296,41.674914028007,5.0,-23.52,3.99,,0,,0.05,0.08,-0.46,,,1.0,1.0,3.0,6.0,1.0,,,,,2.0,1.0,,,,,,,,4.0,2.0,,,,,,,,,,
14053639,away,FC Volendam,Brandley Kuwas,Brandley,Kuwas,brandley-kuwas,B. Kuwas,M,10,181.0,116,M,252885,EUR,716860800,M,10,10,False,21.0,15.0,2.0,1.0,0.0,6.0,7.0,9.0,14.0,,5.0,,,61.0,40.0,6.2,13.0,0.14622,70.614287955168,9.0,-41.37,4.62,,2,,0.1,0.06,-0.17,,,3.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,,2.0,1.0,1.0,0.0834,,-0.52,,2.0,,,,1.0,,,2.0,,,,,,
14053639,away,FC Volendam,Nordin Bukala,Nordin Bukala,,nordin-bukala,N. Bukala,M,18,184.0,73,M,1511723,EUR,1127001600,M,18,18,False,39.0,33.0,2.0,,0.0,22.0,25.0,11.0,14.0,2.0,3.0,,,90.0,57.0,7.0,7.0,0.0336948,124.97417084051,13.0,-47.775,9.555,,0,,0.04,0.12,-0.06,,,1.0,,2.0,7.0,1.0,,2.0,2.0,,3.0,2.0,1.0,,,,,,3.0,2.0,1.0,1.0,,,,,,,,,
14053639,away,FC Volendam,Gibson Yah,Gibson Yah,,gibson-yah,G. Yah,M,8,178.0,170,M,1095753,EUR,1064620800,M,8,8,False,37.0,34.0,1.0,1.0,0.0,26.0,27.0,8.0,10.0,2.0,3.0,,,72.0,54.0,6.7,8.0,0.00662721,71.716936069325,10.0,-19.005,5.88,,0,,-0.11,0.03,-0.05,,,,,3.0,4.0,,3.0,,,,3.0,3.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,
14053639,away,FC Volendam,Yannick Leliendal,Yannick,Leliendal,yannick-leliendal,Y. Leliendal,D,32,168.0,172,M,996982,EUR,1019520000,M,32,32,False,36.0,29.0,3.0,2.0,0.0,15.0,18.0,14.0,18.0,,7.0,,,90.0,57.0,6.3,14.0,0.0319702,160.19478353147,17.0,-68.775,6.3,,2,,-0.18,0.3,-0.2,,,1.0,1.0,7.0,6.0,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,0.1639,,-0.35,,2.0,2.0,3.0,,,1.0,,2.0,,,,,,
14053639,away,FC Volendam,Henk Veerman,Henk,Veerman,henk-veerman,H. Veerman,F,9,201.0,406,M,313264,EUR,667526400,F,9,9,False,15.0,12.0,2.0,2.0,0.0,10.0,11.0,2.0,4.0,,2.0,,,72.0,22.0,6.7,5.0,0.00158164,22.190862013089,4.0,14.28,6.72,,2,,0.11,0.08,0.18,,,,,2.0,1.0,,,3.0,1.0,1.0,,,,0.0677,0.0578,-0.07,True,1.0,,,,,,,,,,,,1.0,
14053639,away,FC Volendam,Anthony Descotte,,,descotte-anthony,A. Descotte,F,99,179.0,246,M,1008697,EUR,1059868800,F,99,99,False,13.0,7.0,,,0.0,3.0,4.0,4.0,9.0,,,,,61.0,18.0,6.4,8.0,0.105387,123.4596840546,8.0,-90.615,2.625,,0,,-0.29,0.27,-0.03,,,,1.0,3.0,2.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,
14053639,away,FC Volendam,Ozan Kökçü,Ozan,Kökçü,ozan-kokcu,O. Kökçü,M,7,176.0,832,M,1100399,EUR,903398400,F,7,7,True,18.0,16.0,1.0,1.0,0.0,6.0,6.0,10.0,12.0,,,,,29.0,20.0,6.5,2.0,0.0585492,66.475654636581,7.0,-22.26,11.55,,1,,0.01,0.03,-0.03,,,,,,,,,,,,,,,0.0958,,-0.32,,1.0,1.0,,,,,,1.0,,,,,,
14053639,away,FC Volendam,Robert Mühren,,,robert-muhren,R. Mühren,M,21,187.0,188,M,156676,EUR,611452800,F,21,21,True,5.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,,1.0,,,29.0,10.0,6.3,4.0,0.0125393,12.577497539351,2.0,-7.98,-2.625,,1,,-0.11,0.18,-0.04,,,,,2.0,,1.0,1.0,,,,,,1.0,0.0276,,-0.21,,1.0,,,,,,,,,,,,,
14053639,away,FC Volendam,Xavier Mbuyamba,,,xavier-mbuyamba,X. Mbuyamba,D,3,195.0,632,M,974020,EUR,1009756800,D,4,4,True,8.0,7.0,2.0,2.0,0.0,3.0,4.0,4.0,4.0,1.0,1.0,,,18.0,10.0,6.8,1.0,0.0274738,4.5277836741611,1.0,4.515,4.515,,0,,0.03,0.0,-0.08,,,,1.0,3.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
14053639,away,FC Volendam,Aurelio Oehlers,Aurelio Oehlers,,aurelio-oehlers,A. Oehlers,M,11,177.0,68,M,1095406,EUR,1075939200,F,11,11,True,9.0,7.0,,,0.0,1.0,1.0,6.0,8.0,,2.0,,,18.0,15.0,6.6,5.0,0.0850906,84.887125166104,7.0,-40.635,6.405,,2,,-0.09,0.27,0.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,0.089,0.0458,-0.21,,1.0,,,,,,,1.0,,,,,,
14053639,away,FC Volendam,Precious Ugwu,,,precious-ugwu,P. Ugwu,D,5,192.0,256,M,1481354,EUR,1139356800,D,5,5,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,1.0,,,5.0,8.0,,1.0,0.0490437,38.100032308798,5.0,1.89,8.295,,0,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,
14053639,away,FC Volendam,Roy Steur,Roy Steur,,roy-steur,R. Steur,G,16,192.0,39,M,1403023,EUR,1107216000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Dion Vlak,Dion Vlak,,dion-vlak,D. Vlak,G,22,,6,M,1065542,EUR,993686400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Alex Plat,Alex,Plat,alex-plat,A. Plat,M,6,178.0,13,M,860161,EUR,886550400,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Kiano Dyer,Kiano Dyer,,dyer-kiano,K. Dyer,M,33,178.0,1511,M,1402736,EUR,1164067200,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Robin van Cruijsen,Robin,van Cruijsen,van-cruijsen-robin,R. v. Cruijsen,M,40,,90,M,2216656,EUR,1140393600,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053639,away,FC Volendam,Joel Ideho,Joel,Ideho,joel-ideho,J. Ideho,M,17,176.0,191,M,1049063,EUR,1058400000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
