match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_interceptionWon,stat_fouls,stat_totalCross,stat_dispossessed,stat_unsuccessfulTouch,stat_accurateCross,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalContest,stat_keyPass,stat_bigChanceCreated,stat_wonContest,stat_blockedScoringAttempt,captain,stat_totalOffside,player_sofascoreId
10411500,home,Spezia,Bartłomiej Drągowski,bartlomiej-dragowski,B. Drągowski,G,1,191,2915,M,329519,EUR,871948800,G,69,69,False,36.0,20.0,26.0,11.0,11.0,13.0,9.0,23.0,9.0,1.0,3.0,90.0,43.0,7.3,16.0,0.0,0.0,0.0114105,0,0.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411500,home,Spezia,Przemysław Wiśniewski,przemyslaw-wisniewski,P. Wiśniewski,D,25,195,1284,M,931266,EUR,901497600,D,55,55,False,21.0,17.0,2.0,2.0,12.0,15.0,5.0,6.0,3.0,,,90.0,41.0,8.3,4.0,0.7701,0.694,0.00268488,1,,8.0,1.0,10.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10411500,home,Spezia,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,D,4,4,False,25.0,15.0,4.0,1.0,13.0,18.0,2.0,7.0,6.0,,,90.0,34.0,6.9,10.0,0.0,0.0,0.00200004,0,,1.0,2.0,4.0,,,,3.0,,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,
10411500,home,Spezia,Dimitrios Nikolaou,dimitris-nikolaou,D. Nikolaou,D,43,188,244,M,788185,EUR,902966400,D,43,43,False,22.0,19.0,4.0,2.0,10.0,10.0,9.0,16.0,1.0,,,90.0,38.0,6.9,9.0,0.0,0.0,0.0152028,0,,1.0,3.0,2.0,2.0,,,5.0,1.0,1.0,1.0,,,,2.0,,4.0,1.0,1.0,,,,,,,,,,,,,
10411500,home,Spezia,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,M,27,27,False,22.0,15.0,4.0,1.0,4.0,6.0,12.0,20.0,3.0,,,90.0,53.0,7.0,15.0,0.5091,0.0,0.0491722,2,,1.0,2.0,3.0,,,,6.0,1.0,2.0,1.0,,,,,1.0,4.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
10411500,home,Spezia,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,404,M,98003,EUR,681523200,M,6,6,False,17.0,14.0,4.0,3.0,5.0,5.0,9.0,12.0,1.0,,,64.0,26.0,6.7,5.0,0.0968,0.0,0.0191348,2,,,2.0,1.0,,,,2.0,,,,1.0,,,,1.0,,,,,,,2.0,,2.0,1.0,,,,,,
10411500,home,Spezia,Salvatore Esposito,salvatore-esposito,S. Esposito,M,5,178,1888,M,931267,EUR,970876800,M,25,25,False,32.0,24.0,5.0,3.0,10.0,15.0,17.0,26.0,5.0,,,90.0,51.0,7.9,15.0,0.0585,0.4486,0.380265,1,,1.0,4.0,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,9.0,,,3.0,,,,,,3.0,1.0,,,,,
10411500,home,Spezia,Albin Ekdal,albin-ekdal,A. Ekdal,M,8,186,177,M,21992,EUR,617587200,M,8,8,False,28.0,17.0,3.0,,4.0,6.0,13.0,22.0,6.0,,,90.0,39.0,7.0,14.0,0.2198,0.05,0.0208949,2,,2.0,4.0,4.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,2.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,
10411500,home,Spezia,Arkadiusz Reca,arkadiusz-reca,A. Reca,M,13,187,1086,M,580638,EUR,803347200,M,13,13,False,22.0,13.0,3.0,,7.0,10.0,10.0,18.0,5.0,,,90.0,63.0,7.4,17.0,0.174,0.0,0.161683,3,,4.0,5.0,10.0,1.0,,,4.0,,2.0,1.0,2.0,,,1.0,,6.0,,2.0,4.0,1.0,,,,5.0,4.0,,2.0,3.0,,,
10411500,home,Spezia,M'Bala Nzola,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,18,18,False,23.0,19.0,1.0,1.0,3.0,3.0,16.0,21.0,5.0,,,90.0,39.0,6.7,12.0,0.2855,0.139,0.0316388,3,,1.0,7.0,4.0,,1.0,,,1.0,,,2.0,,,,3.0,1.0,2.0,4.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,,
