match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_ownGoals,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_expectedGoalsOnTarget,captain,stat_goals,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_penaltyConceded,stat_hitWoodwork
14082865,home,Levante UD,Pablo Cuñat,pablo-cunat,P. Cuñat,G,1,188,281,M,1085579,EUR,1019952000,G,1,1,False,22.0,8.0,21.0,7.0,0.0,2.0,2.0,6.0,20.0,3.0,17.0,4.0,9.0,2.0,90.0,44.0,8.3,14.0,0.0018533,0.6574,0,-0.4715,0.08,0.0,-0.15,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,18.0,7.0,7.0,1.0,1.0,5.0,11.0,2.0,7.0,3.0,,,,,86.0,40.0,5.9,17.0,0.161335,,0,,-0.01,0.01,-0.38,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,False,21.0,13.0,7.0,3.0,0.0,8.0,10.0,5.0,11.0,9.0,2.0,,,,90.0,46.0,7.2,11.0,0.0106921,,1,,0.09,0.03,0.38,,1.0,2.0,3.0,,,1.0,,,,4.0,8.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0513,-0.24,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Unai Elgezabal,unai-elguezabal,U. Elguezabal,D,5,185,200,M,813574,EUR,735696000,D,5,5,False,8.0,6.0,1.0,,0.0,5.0,5.0,1.0,3.0,6.0,,,,,90.0,22.0,6.0,2.0,0.00233587,,0,,-0.05,0.08,-0.62,,,,1.0,,,1.0,,,,2.0,3.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Jorge Cabello,jorge-cabello,J. Cabello,D,15,180,78,M,1807070,EUR,1082851200,D,14,14,False,5.0,4.0,,,0.0,3.0,4.0,1.0,1.0,7.0,1.0,,,,90.0,20.0,6.3,1.0,0.0012266,,0,,0.02,0.0,-0.25,,,,1.0,,,,,Jorge Cabello,,,2.0,,,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,7.0,4.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,2.0,,,,75.0,30.0,6.6,7.0,0.0808998,,0,,0.18,0.07,-0.42,,2.0,,8.0,1.0,,,1.0,,,,9.0,,,,1.0,9.0,4.0,,,,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,
14082865,home,Levante UD,Roger Brugué,roger-brugue,R. Brugué,M,7,173,193,M,909554,EUR,847065600,M,7,7,False,2.0,1.0,,,0.0,1.0,2.0,,,2.0,2.0,,,,75.0,17.0,6.5,4.0,3.7e-07,,3,,-0.04,0.8,-0.19,,,2.0,6.0,,1.0,,1.0,,,,4.0,2.0,,,,2.0,,0.7735,-0.76,,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0307,,,,,,,,
14082865,home,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182,306,M,927066,EUR,888105600,M,10,10,False,22.0,15.0,9.0,3.0,0.0,10.0,12.0,5.0,10.0,7.0,3.0,,,,90.0,44.0,7.0,8.0,0.072478,,0,,0.2,0.07,0.3,,,,3.0,1.0,,2.0,1.0,,,,6.0,,,2.0,2.0,5.0,2.0,,,,,,1.0,1.0,1.0,,,,,,True,,,,,,,
14082865,home,Levante UD,Oriol Rey,rey-oriol,O. Rey,M,20,175,383,M,859769,EUR,888364800,M,20,20,False,16.0,13.0,2.0,1.0,0.0,10.0,13.0,3.0,3.0,3.0,4.0,,,,90.0,33.0,7.0,5.0,0.00195819,,0,,0.07,0.07,0.14,,,1.0,1.0,,2.0,,,,,,6.0,,,1.0,1.0,5.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,
14082865,home,Levante UD,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,344129,EUR,553996800,M,11,11,False,6.0,5.0,,,0.0,2.0,3.0,3.0,3.0,1.0,1.0,,,,59.0,17.0,7.2,4.0,0.0077043,,3,,0.12,0.85,-0.12,,,,3.0,,2.0,1.0,,,,,3.0,1.0,,,1.0,,,1.0863,0.28,,1.0,,,3.0,2.0,2.0,1.0,1.0,2.0,1.0138,,1.0,,,,,,
14082865,home,Levante UD,Iván Romero,ivan-romero,I. Romero,F,9,172,1322,M,1014042,EUR,986860800,F,9,9,False,9.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,5.0,1.0,2.0,,,,75.0,18.0,8.3,4.0,0.0287426,,1,,0.23,0.26,-0.06,,,1.0,5.0,1.0,1.0,1.0,2.0,,,2.0,7.0,,,,,,,0.2247,0.52,,2.0,,1.0,2.0,2.0,1.0,,3.0,2.0,0.6481,,1.0,,,,,,
14082865,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,True,7.0,2.0,1.0,1.0,0.0,2.0,3.0,,4.0,,2.0,,,,31.0,15.0,6.4,8.0,5.688e-05,,0,,-0.1,-0.14,0.16,,,1.0,4.0,,,1.0,,,,,2.0,,,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,
14082865,home,Levante UD,Diego Pampín,diego-pampin,D. Pampín,D,6,173,127,M,855837,EUR,953078400,D,6,6,True,5.0,1.0,1.0,,0.0,,3.0,1.0,2.0,,1.0,,,,15.0,9.0,6.2,5.0,0.00053081,,0,,0.02,,-0.17,,1.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Iker Losada,iker-losada,I. Losada,M,18,175,443,M,992331,EUR,996624000,F,18,18,True,7.0,3.0,2.0,,0.0,1.0,4.0,2.0,3.0,,2.0,,,,15.0,9.0,6.4,4.0,0.00379179,,0,,-0.03,0.0,-0.05,,,1.0,2.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
14082865,home,Levante UD,Carlos Espí,espi-carlos,C. Espí,F,19,194,328,M,1649918,EUR,1122163200,F,19,19,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,1.0,,,,15.0,5.0,6.3,1.0,0.00017506,,0,,0.0,0.02,0.14,,,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
14082865,home,Levante UD,Víctor García,victor-garcia,V. García,M,17,177,108,M,952222,EUR,852076800,D,17,17,True,2.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,,,,,12.0,5.0,6.3,2.0,0.00218546,,0,,-0.05,0.08,-0.19,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14082865,home,Levante UD,Alejandro Primo,alejandro-primo,A. Primo,G,32,185,34,M,1215079,EUR,1089417600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Alejandro Primo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Nacho Pérez,nacho-perez,N. Pérez,D,29,175,60,M,2049311,EUR,1220227200,D,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Nacho Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Matias Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Sergio Lozano,sergio-lozano,S. Lozano,M,21,175,165,M,914749,EUR,922233600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,home,Levante UD,Paco Cortés,paco-cortes,P. Cortés,F,27,178,91,M,1869106,EUR,1186790400,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Paco Cortés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082865,away,Barcelona,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,13,13,False,15.0,14.0,3.0,2.0,0.0,13.0,14.0,1.0,1.0,2.0,8.0,3.0,3.0,,90.0,27.0,7.1,1.0,0.00024803,0.3922,0,0.6926,0.08,0.0,-0.1,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,
14082865,away,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,24,24,False,82.0,80.0,1.0,1.0,0.0,9.0,9.0,71.0,73.0,,3.0,,,,85.0,100.0,6.6,6.0,0.0883466,,1,,0.36,0.1,-0.33,,4.0,,1.0,,,1.0,3.0,,,,2.0,,,,2.0,1.0,,0.1206,-0.47,,,,,,,1.0,,1.0,,0.0615,,,,,,ericgm3,,
14082865,away,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,925097,EUR,920764800,D,4,4,False,60.0,58.0,,,0.0,20.0,20.0,38.0,40.0,2.0,3.0,,,,76.0,64.0,6.3,2.0,0.0185788,,0,,0.15,0.08,-0.3,,,4.0,5.0,,,1.0,,,,3.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,RAraújo,,
14082865,away,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,1402913,EUR,1169424000,D,5,5,False,92.0,84.0,3.0,1.0,0.0,32.0,33.0,52.0,59.0,4.0,3.0,,,,90.0,105.0,6.3,8.0,0.0358019,,1,,0.3,0.18,-0.4,,,2.0,5.0,,,1.0,,Pau Cubarsí,,,1.0,,,,,1.0,1.0,0.0292,0.01,,2.0,,,,,,1.0,,,,,,,,,PauCubarsí,,
14082865,away,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,997035,EUR,1066435200,D,3,3,False,67.0,63.0,,,0.0,13.0,13.0,50.0,54.0,1.0,5.0,,,,76.0,87.0,6.8,9.0,0.570069,,1,,0.29,-0.07,-0.06,,3.0,,4.0,,,1.0,3.0,,,2.0,4.0,,,1.0,,1.0,,0.0745,-0.03,,1.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,AlejandroBalde,1.0,
14082865,away,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,1000483,EUR,1063497600,M,17,17,False,52.0,48.0,2.0,1.0,0.0,13.0,13.0,35.0,39.0,,1.0,,,,45.0,61.0,6.7,5.0,0.047451,,0,,0.18,0.16,-0.15,,,,2.0,,1.0,2.0,,,,1.0,3.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,marccasado,,
14082865,away,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,992587,EUR,1038182400,M,8,8,False,127.0,118.0,6.0,3.0,0.0,20.0,22.0,98.0,105.0,,10.0,,,,90.0,145.0,8.4,15.0,0.449633,,2,,0.35,0.57,-0.12,,1.0,,6.0,1.0,,,2.0,,,1.0,3.0,,,,1.0,1.0,1.0,0.0822,0.54,,1.0,,5.0,,,2.0,,1.0,,0.3903,,1.0,,,,Pedri,,
14082865,away,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,1402912,EUR,1184284800,M,10,10,False,57.0,49.0,,,1.0,3.0,3.0,46.0,54.0,,,,,,90.0,104.0,6.8,27.0,0.274477,,8,,-0.28,0.61,-0.19,,6.0,,12.0,,1.0,,2.0,,,,12.0,,2.0,,,1.0,,0.2647,-0.54,,1.0,1.0,1.0,19.0,9.0,2.0,4.0,2.0,,0.1195,,,,,,Lamiyamal,,
14082865,away,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,831005,EUR,850521600,M,11,11,False,50.0,41.0,5.0,,1.0,12.0,12.0,29.0,38.0,,2.0,,,,90.0,70.0,7.5,14.0,0.695813,,4,,0.65,0.27,-0.18,,8.0,,3.0,2.0,,1.0,4.0,,,1.0,4.0,,3.0,,,2.0,,0.2139,-0.13,,1.0,4.0,,2.0,1.0,,1.0,,,,,,,,,Raphinha,,
