match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_interceptionWon,stat_wonTackle,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_goalAssist,stat_goals,stat_goodHighClaim
11409104,home,Famalicão,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,34.0,28.0,12.0,6.0,24.0,27.0,4.0,7.0,1.0,8.0,1.0,1.0,2.0,90.0,45.0,6.9,6.0,0.00566194,32.200976048754,7.0,1.89,1.68,0,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409104,home,Famalicão,Nathan,,,nathan,Nathan,D,22,183,482,M,1016912,EUR,999648000,D,22,22,False,22.0,15.0,4.0,3.0,9.0,11.0,6.0,12.0,3.0,1.0,,,,67.0,46.0,6.6,14.0,0.0109223,116.09185648124,12.0,47.145,27.825,0,,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,19.867355158652,1.0,,,,,,,,,,,,,,,,,,,,
11409104,home,Famalicão,Enea Mihaj,,,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,48.0,44.0,11.0,8.0,36.0,37.0,8.0,11.0,1.0,3.0,1.0,,,77.0,62.0,7.3,6.0,0.00241261,86.684049530314,14.0,26.46,16.59,0,,,,1.0,,,3.0,4.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11409104,home,Famalicão,Justin De Haas,,,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,85.0,78.0,17.0,11.0,70.0,74.0,8.0,11.0,1.0,4.0,1.0,,,90.0,94.0,6.7,8.0,0.0047877,166.64211914747,22.0,23.52,13.335,1,,,,5.0,,,4.0,,1.0,,,,,1.0,1.0,2.0,3.0,1.0,0.0371,,,,,,,,,,,,,,
11409104,home,Famalicão,Francisco Moura,,,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,46.0,41.0,13.0,9.0,19.0,22.0,24.0,29.0,1.0,7.0,,,,90.0,74.0,7.4,13.0,0.300509,204.2130766427,15.0,91.56,41.37,0,,5.0,,2.0,,,,,4.0,1.0,,112.38002323074,4.0,,,1.0,,,,2.0,2.0,1.0,4.0,,,,,,,,,,
11409104,home,Famalicão,Mirko Topić,,,mirko-topic,M. Topić,M,22,190,486,M,980797,EUR,981331200,M,8,8,False,52.0,49.0,12.0,10.0,30.0,30.0,19.0,22.0,3.0,7.0,3.0,,,90.0,61.0,7.4,3.0,0.0130089,144.56013927035,17.0,66.57,18.585,1,,,,,,,2.0,,,,,19.057200240329,1.0,2.0,2.0,,,,0.0135,,,,,1.0,,,,,,,,,
11409104,home,Famalicão,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183,570,M,862194,EUR,931651200,M,28,28,False,49.0,42.0,18.0,11.0,30.0,30.0,12.0,20.0,5.0,2.0,1.0,,,90.0,58.0,7.4,8.0,0.029512,153.55010713004,16.0,-27.3,9.24,1,,1.0,,2.0,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,,,,0.0351,,,3.0,,,1.0,0.1052,,,,,,,
11409104,home,Famalicão,Théo Fonseca,Théo Fonseca,,theo-fonseca,T. Fonseca,F,95,178,41,M,1161023,EUR,960681600,M,95,95,False,7.0,5.0,,,2.0,3.0,3.0,6.0,2.0,1.0,,,,64.0,19.0,6.0,8.0,0.00169314,35.60816457082,4.0,23.1,17.325,3,,2.0,,4.0,3.0,2.0,,,,,2.0,21.450583418639,1.0,1.0,,,,,0.7514,,,,,3.0,,,3.0,2.0,1.0,,,,
11409104,home,Famalicão,Gustavo Sá,,,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,25.0,18.0,1.0,1.0,3.0,3.0,15.0,23.0,11.0,,4.0,,,90.0,49.0,7.0,13.0,0.0254269,65.930002690332,6.0,29.925,16.59,1,,1.0,2.0,7.0,4.0,1.0,1.0,2.0,,1.0,,25.88099989676,2.0,1.0,1.0,,1.0,,0.0269,,,4.0,1.0,1.0,,,2.0,,,True,1.0,,
11409104,home,Famalicão,Chiquinho,,,chiquinho,Chiquinho,M,10,179,454,M,1015826,EUR,949708800,M,10,10,False,5.0,4.0,,,2.0,2.0,2.0,3.0,5.0,1.0,,,,67.0,19.0,6.3,7.0,0.00214271,58.039171663737,8.0,46.2,18.165,0,,,1.0,6.0,2.0,,,,2.0,1.0,,,,,,1.0,,,,,,4.0,,,,,2.0,,,,,,
