match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalClearance,stat_lastManTackle,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_outfielderBlock
12764064,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36456,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,26.0,23.0,9.0,6.0,0.0,20.0,22.0,3.0,4.0,5.0,1.0,1.0,90.0,29.0,6.9,3.0,0.00069566,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7458,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,75.0,70.0,1.0,,0.0,17.0,18.0,54.0,59.0,4.0,,,90.0,104.0,7.9,10.0,0.191629,2,2.0,1.0,3.0,2.0,10.0,5.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0881,1.0,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14151,M,Upamecano,798583,EUR,909446400,D,2,2,False,,89.0,86.0,1.0,1.0,0.0,38.0,39.0,48.0,50.0,7.0,,,90.0,96.0,7.5,3.0,0.0333183,0,,,1.0,3.0,4.0,6.0,2.0,1.0,1.0,,1.0,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,14996,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,113.0,113.0,4.0,4.0,0.0,42.0,42.0,71.0,71.0,4.0,,,90.0,126.0,8.1,,0.0834246,0,,,2.0,1.0,3.0,8.0,1.0,,,,1.0,7.0,5.0,,,,,3.0,1.0,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29592,M,ADavies19,843665,EUR,973123200,D,19,19,False,,110.0,100.0,,,0.0,27.0,27.0,73.0,84.0,7.0,,,90.0,129.0,7.9,16.0,0.114642,0,1.0,,,,2.0,5.0,,3.0,2.0,,,1.0,1.0,4.0,1.0,,3.0,,,2.0,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42451,M,Jok_32,259117,EUR,792201600,M,6,6,False,,129.0,124.0,2.0,2.0,0.0,43.0,44.0,83.0,94.0,8.0,,,90.0,148.0,7.7,12.0,0.0859488,2,9.0,2.0,,,,1.0,,,,1.0,2.0,1.0,1.0,,,0.1043,2.0,,,,,,1.0,,,,,,,,,,,
12764064,home,FC Bayern München,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16474,M,Palhinha,364612,EUR,805248000,M,16,16,False,,96.0,92.0,1.0,1.0,0.0,28.0,28.0,64.0,68.0,6.0,,,90.0,108.0,7.2,5.0,0.0713074,2,,,3.0,,6.0,3.0,2.0,1.0,,1.0,1.0,3.0,1.0,,,0.1423,,,,,,,1.0,,,,,,,,,,,
12764064,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79615,M,MOlise,978838,EUR,1008115200,M,17,17,False,,39.0,35.0,,,0.0,5.0,5.0,31.0,38.0,1.0,,,56.0,51.0,7.0,12.0,0.131641,2,4.0,1.0,,1.0,5.0,1.0,,1.0,,,1.0,,,1.0,1.0,0.1204,,,,,,,1.0,3.0,1.0,0.2929,,,,,,,,
12764064,home,FC Bayern München,Jamal Musiala,jamal-musiala,J. Musiala,M,10,184,116490,M,Bambi,1010231,EUR,1046217600,M,42,42,False,,59.0,53.0,1.0,,0.0,8.0,9.0,45.0,50.0,3.0,,,89.0,86.0,7.7,18.0,0.243269,4,,,1.0,1.0,12.0,9.0,1.0,6.0,1.0,1.0,,4.0,2.0,2.0,1.0,0.3228,2.0,,,3.0,,,1.0,4.0,2.0,0.6177,1.0,,,,,,,
12764064,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19175,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,47.0,42.0,,,0.0,10.0,10.0,32.0,42.0,5.0,,,72.0,60.0,7.1,13.0,0.0283363,1,5.0,,,,3.0,2.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,0.0691,,,,,,,,,1.0,0.073,,1.0,,,,,,
12764064,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299780,M,HurriKane,108579,EUR,743817600,F,9,9,False,,32.0,26.0,4.0,4.0,1.0,4.0,4.0,22.0,29.0,2.0,,,90.0,48.0,8.5,10.0,0.0542921,8,1.0,,2.0,2.0,5.0,4.0,,3.0,1.0,4.0,2.0,,,1.0,1.0,0.5099,5.0,,,1.0,,,1.0,,3.0,0.5135,,,1.0,,,,,
12764064,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41260,M,LeroySane,293519,EUR,821318400,F,10,10,True,,34.0,27.0,1.0,,0.0,2.0,3.0,25.0,36.0,2.0,,,34.0,46.0,7.2,15.0,0.0988827,2,5.0,,,,2.0,,,,,,,,,2.0,1.0,0.0707,2.0,,,,,,,1.0,2.0,0.1004,,,,,,,,
12764064,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32898,M,KingComan,280441,EUR,834624000,F,11,11,True,,18.0,17.0,1.0,1.0,0.0,2.0,3.0,15.0,17.0,2.0,,,18.0,27.0,6.8,8.0,0.0695116,1,2.0,,1.0,,5.0,1.0,,4.0,1.0,,,,,1.0,,0.0219,1.0,,,,,,,1.0,1.0,0.019,,,,,,,,
12764064,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37439,M,esmuellert,35166,EUR,621648000,F,25,25,True,,3.0,2.0,,,0.0,,,2.0,3.0,,,,1.0,3.0,,1.0,0.00046284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Daniel Peretz,daniel-peretz,D. Peretz,G,41,190,3552,M,,1048265,EUR,963187200,G,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Max Schmitt,schmitt-max,M. Schmitt,G,1,189,474,M,,1426208,EUR,1137542400,G,35,35,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4301,M,ericdier,146101,EUR,758592000,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7876,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12146,M,leon_goretzka,184661,EUR,792028800,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2946,M,,1142248,EUR,1134259200,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,home,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11292,M,m.tel14,1048888,EUR,1114560000,F,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764064,away,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9685,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,,23.0,17.0,9.0,3.0,0.0,14.0,16.0,3.0,7.0,8.0,,,90.0,42.0,8.7,6.0,0.00024935,0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,9.0,4.0,0.6165,
12764064,away,Benfica,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16686,M,issa_kabore_29,1006189,EUR,989625600,D,28,28,False,,6.0,2.0,1.0,,0.0,2.0,6.0,,,3.0,,,45.0,17.0,6.1,6.0,1.292e-05,0,,,,,4.0,2.0,1.0,1.0,,,,2.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,
12764064,away,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2798,M,,983542,EUR,1021507200,D,44,44,False,,30.0,24.0,8.0,5.0,0.0,17.0,21.0,7.0,9.0,5.0,,,90.0,51.0,7.2,8.0,0.00811797,0,,,,4.0,2.0,12.0,,,,,3.0,8.0,2.0,1.0,1.0,,,7.0,,,,,,1.0,,,,,,,,,,
12764064,away,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,18023,M,Notamendi30,74915,EUR,571622400,D,30,30,False,True,24.0,23.0,3.0,3.0,0.0,18.0,18.0,5.0,6.0,3.0,,,90.0,42.0,7.4,1.0,0.00374837,0,,,1.0,2.0,2.0,5.0,1.0,,,,2.0,3.0,1.0,,,,,9.0,,,,,,,,,,,,,,,,2.0
