match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_ownGoals
14065163,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,37.0,30.0,12.0,5.0,0.0,24.0,26.0,6.0,11.0,1.0,7.0,3.0,4.0,2.0,2.0,90.0,45.0,7.5,7.0,0.00199292,43.488620201458,9.0,24.15,4.83,0.2732,0,0.8741,0.09,0.01,0.32,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065163,home,TSG Hoffenheim,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1730,M,138024,EUR,714441600,D,34,34,False,,61.0,49.0,4.0,1.0,0.0,21.0,23.0,28.0,38.0,4.0,8.0,,,,,90.0,93.0,7.1,24.0,0.208567,138.00844555655,19.0,9.87,26.565,,0,,0.26,0.0,-0.01,,,,7.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
14065163,home,TSG Hoffenheim,Robin Hranáč,robin-hranac,R. Hranáč,D,2,189,292,M,957615,EUR,949104000,D,2,2,False,,66.0,62.0,4.0,3.0,0.0,42.0,43.0,20.0,23.0,5.0,4.0,,,,,90.0,82.0,7.6,5.0,0.0158491,107.55981730015,18.0,7.14,9.345,,0,,0.13,0.11,0.39,,,,1.0,,5.0,8.0,,,,1.0,2.0,,,,3.0,1.0,,4.0,5.0,,,,,,,,,,,,,,,
14065163,home,TSG Hoffenheim,Albian Hajdari,albian-hajdari,A. Hajdari,D,21,189,835,M,1000269,EUR,1053216000,D,21,21,False,,60.0,48.0,12.0,6.0,0.0,26.0,28.0,22.0,32.0,7.0,4.0,,,,,90.0,72.0,7.9,12.0,0.0402026,96.403087458555,18.0,25.305,7.14,,0,,0.42,0.06,0.0,,,,,,4.0,9.0,2.0,,,,1.0,3.0,2.0,,,2.0,,1.0,6.0,,,,,,,,,,,,,,,
14065163,home,TSG Hoffenheim,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,13,13,False,,43.0,39.0,3.0,2.0,0.0,16.0,17.0,23.0,26.0,1.0,4.0,,,,,72.0,61.0,7.6,6.0,0.122079,103.29399398674,17.0,42.84,16.485,,0,,0.38,0.06,0.33,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
14065163,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,49.0,38.0,5.0,2.0,0.0,15.0,18.0,23.0,31.0,,4.0,,,,,72.0,59.0,6.4,13.0,0.100584,75.509371632854,10.0,32.655,18.795,,2,,-0.4,0.29,0.13,,,,,,5.0,2.0,1.0,1.0,,1.0,,,,,1.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.2042,0.0385,-0.53,,,,,,
14065163,home,TSG Hoffenheim,Leon Avdullahu,avdullahu-leon,L. Avdullahu,M,7,185,842,M,1493305,EUR,1077494400,M,7,7,False,,77.0,73.0,4.0,4.0,0.0,34.0,36.0,39.0,41.0,3.0,5.0,,,,,90.0,90.0,7.7,6.0,0.121376,214.50116775422,22.0,20.16,14.7,,1,,0.57,0.27,0.23,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,1.0,,,,,0.0744,,-0.04,1.0,,,,,
14065163,home,TSG Hoffenheim,Wouter Burger,wouter-burger,W. Burger,M,18,190,820,M,916946,EUR,982281600,M,18,18,False,,78.0,62.0,6.0,2.0,1.0,22.0,27.0,40.0,51.0,4.0,7.0,,,,,90.0,102.0,8.3,20.0,0.31825,144.50959113135,24.0,67.935,12.075,,2,,0.61,0.3,0.39,,,,4.0,2.0,7.0,5.0,,,1.0,,3.0,1.0,1.0,,,5.0,3.0,2.0,4.0,,,,,,1.0,0.6463,0.824,0.31,1.0,1.0,,,,
14065163,home,TSG Hoffenheim,Fisnik Asllani,fisnik-asllani,F. Asllani,F,11,186,3700,M,1010117,EUR,1028764800,M,11,11,False,,21.0,17.0,,,0.0,6.0,8.0,11.0,13.0,,1.0,,,,,59.0,39.0,6.2,10.0,0.0302471,85.587653189748,13.0,-2.31,7.875,,6,,-0.3,0.08,-0.04,,,,,,5.0,5.0,,2.0,,,,,,4.0,2.0,2.0,,2.0,2.0,1.0,1.0,,,3.0,,0.6915,,-0.65,3.0,,,,,
14065163,home,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,F,29,29,False,,27.0,23.0,1.0,1.0,0.0,5.0,5.0,18.0,22.0,,3.0,,,,,60.0,40.0,8.3,7.0,0.106705,284.83925592381,20.0,186.69,40.425,,3,,0.28,0.37,0.14,,Bazoumana Touré,,3.0,2.0,2.0,2.0,,,,,,1.0,1.0,2.0,,,2.0,2.0,,1.0,1.0,,,,1.0,0.4009,0.2993,0.48,2.0,1.0,,,,
