match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_fouls,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_bigChanceCreated,stat_goals,player_sofascoreId
11779980,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,15.0,12.0,8.0,5.0,9.0,10.0,3.0,5.0,2.0,1.0,90.0,17.0,6.3,3.0,0.00032386,0,-0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11779980,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,45.0,33.0,3.0,,15.0,19.0,18.0,33.0,4.0,,90.0,72.0,7.2,23.0,0.0235826,1,,True,7.0,2.0,6.0,3.0,12.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.1466,2.0,,,,,,,,,,,,,,,,,,
11779980,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,30.0,23.0,6.0,1.0,15.0,16.0,8.0,14.0,6.0,,90.0,42.0,6.9,7.0,0.00276486,1,,,,1.0,1.0,3.0,4.0,,,,1.0,4.0,2.0,2.0,2.0,1.0,0.027,,3.0,,,,,,,,,,,,,,,,,
11779980,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,30.0,23.0,4.0,1.0,15.0,19.0,8.0,11.0,5.0,,87.0,34.0,6.4,8.0,0.00197253,0,,,,,5.0,4.0,6.0,1.0,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,
11779980,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,34.0,29.0,5.0,3.0,7.0,8.0,23.0,29.0,4.0,,90.0,56.0,7.2,9.0,0.158225,1,,,3.0,1.0,3.0,5.0,9.0,1.0,1.0,,,1.0,1.0,2.0,2.0,4.0,0.0237,2.0,2.0,,1.0,1.0,0.0171,,,,,,,,,,,,,
11779980,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,32.0,30.0,2.0,1.0,11.0,11.0,19.0,22.0,7.0,,70.0,39.0,6.5,4.0,0.0281542,1,,,1.0,1.0,1.0,4.0,3.0,1.0,,,,1.0,,2.0,1.0,,0.0155,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
11779980,home,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,False,50.0,42.0,8.0,6.0,12.0,16.0,30.0,36.0,7.0,,87.0,63.0,7.0,10.0,0.082979,2,,,2.0,1.0,,5.0,4.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,0.1109,1.0,2.0,,,,,,,1.0,,,,,,,,,,
11779980,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,24.0,20.0,,,5.0,7.0,16.0,22.0,5.0,,90.0,39.0,6.8,11.0,0.26847,1,,,5.0,,,4.0,3.0,1.0,1.0,,,,1.0,,,3.0,0.0367,2.0,1.0,1.0,1.0,1.0,0.0955,,,,,,,,,,,,,
11779980,home,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,27,27,False,14.0,11.0,,,2.0,3.0,9.0,13.0,4.0,,69.0,32.0,6.9,12.0,0.0200811,3,,,2.0,,,2.0,5.0,1.0,3.0,3.0,1.0,,,1.0,,1.0,0.1432,1.0,,1.0,,1.0,0.0538,Calebe,,1.0,2.0,,,,,,,,,
11779980,home,Fortaleza,Imanol Machuca,imanol-machuca,I. Machuca,F,7,169,1281,M,974698,EUR,947894400,M,39,39,False,16.0,10.0,,,3.0,5.0,7.0,14.0,2.0,,78.0,34.0,7.1,11.0,0.0132699,1,,,3.0,1.0,1.0,6.0,9.0,3.0,2.0,2.0,,,,5.0,3.0,1.0,0.0682,,2.0,,,1.0,0.0433,,,,1.0,3.0,,,,,,,,
