match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_totalTackle,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_dispossessed,stat_wonTackle,player_firstName,player_lastName,stat_accurateCross,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_goals,stat_goalAssist
10388502,home,VfB Stuttgart,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,1,1,False,22.0,18.0,10.0,6.0,16.0,17.0,2.0,5.0,2.0,12.0,1.0,1.0,1.0,90.0,34.0,6.2,5.0,0.0,0.0,0.00078658,0,-0.4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388502,home,VfB Stuttgart,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,50.0,38.0,2.0,,20.0,23.0,18.0,29.0,2.0,5.0,,,,90.0,81.0,6.4,21.0,0.1391,0.0239,0.0172765,2,,2.0,2.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10388502,home,VfB Stuttgart,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2692,M,829022,EUR,881798400,D,5,5,False,76.0,67.0,9.0,6.0,47.0,52.0,20.0,25.0,1.0,11.0,,,,90.0,89.0,6.9,12.0,0.0592,0.0,0.0223942,2,,1.0,1.0,3.0,3.0,5.0,,1.0,,1.0,,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10388502,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,80.0,66.0,14.0,6.0,45.0,49.0,21.0,33.0,1.0,7.0,,,,90.0,91.0,6.5,16.0,0.0,0.0,0.0543568,0,,2.0,4.0,1.0,7.0,3.0,3.0,,,,,1.0,,2.0,,,,1.0,hiroki_ito38,2.0,,,,,,,,,,,,,
10388502,home,VfB Stuttgart,Nikolas Nartey,nartey-nikolas,N. Nartey,M,28,185,699,M,861981,EUR,951177600,D,28,28,False,27.0,24.0,2.0,,12.0,12.0,12.0,18.0,,6.0,,,,71.0,51.0,6.4,9.0,0.0293,0.0,0.00824496,1,,3.0,1.0,,5.0,5.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,
10388502,home,VfB Stuttgart,Genki Haraguchi,genki-haraguchi,G. Haraguchi,M,78,177,395,M,48243,EUR,673747200,M,17,17,False,47.0,40.0,3.0,3.0,12.0,14.0,29.0,35.0,,6.0,,,,90.0,63.0,7.1,10.0,0.0423,0.0,0.0353314,1,,2.0,,1.0,3.0,10.0,2.0,,,,,1.0,,7.0,,1.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,
10388502,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,64.0,59.0,6.0,4.0,27.0,29.0,32.0,35.0,1.0,9.0,,,,90.0,77.0,6.9,8.0,0.0,0.0,0.083938,0,,,4.0,3.0,9.0,8.0,2.0,3.0,2.0,,,,1.0,,1.0,,3.0,2.0,,,1.0,3.0,,,,,,,,,,,
10388502,home,VfB Stuttgart,Wataru Endo,wataru-endo,W. Endo,M,3,178,19849,M,143040,EUR,729216000,M,3,3,False,55.0,50.0,7.0,5.0,23.0,23.0,27.0,33.0,,3.0,,,,90.0,74.0,6.6,11.0,0.0846,0.0,0.0571642,2,,1.0,,,7.0,6.0,2.0,5.0,4.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,endowataru,1.0,3.0,,,,,True,,,,,,,
10388502,home,VfB Stuttgart,Juan José Perea,juan-jose-perea,J. J. Perea,F,9,184,380,M,945145,EUR,951264000,F,11,11,False,6.0,5.0,,,1.0,1.0,4.0,6.0,1.0,2.0,,,,45.0,19.0,6.5,10.0,0.0,0.0,0.0024649,0,,1.0,1.0,1.0,6.0,3.0,,2.0,1.0,,,,3.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,,,,
10388502,home,VfB Stuttgart,Serhou Guirassy,serhou-guirassy,S. Guirassy,F,9,187,50480,M,328027,EUR,826588800,F,9,9,False,3.0,3.0,,,,,3.0,3.0,1.0,2.0,,,,25.0,11.0,6.5,2.0,0.058,0.5175,0.00478205,2,,,,,1.0,2.0,,,,,2.0,,1.0,2.0,,,,,guirassy19off,,1.0,,,,,,1.0,,,,,,
