match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_bigChanceCreated,stat_lastManTackle,stat_errorLeadToAShot
15237899,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195.0,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,14.0,14.0,1.0,1.0,0.0,13.0,13.0,1.0,1.0,1.0,1.0,2.0,90.0,16.0,6.1,0.00010882,4.8787220662792,1.0,-1.8442865174613,0,-0.0504,0.02,-0.01,-0.21,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237899,home,Cruzeiro,William,william,William,D,12,176.0,2476,M,,604274,EUR,796867200,D,12,12,False,30.0,27.0,,,0.0,9.0,9.0,18.0,21.0,7.0,2.0,,59.0,51.0,6.2,0.0140991,28.518909423279,4.0,22.144041013776,0,,0.01,0.04,-0.42,,,,7.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
15237899,home,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192.0,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,93.0,83.0,5.0,5.0,0.0,31.0,35.0,52.0,58.0,2.0,1.0,4.0,90.0,104.0,7.5,0.0323082,233.75760874766,29.0,109.18520743377,2,,0.45,0.16,-0.22,,,,,1.0,8.0,,,,3.0,3.0,2.0,1.0,1.0,,11.0,4.0,1.0,1.0,0.0365,10.914071289908,21.073782977909,1.0,-0.08,,,,,,,,,,,,,,,,
15237899,home,Cruzeiro,João Marcelo,joao-marcelo,J. Marcelo,D,43,189.0,1606,M,,978638,EUR,960854400,D,43,43,False,78.0,76.0,2.0,,0.0,33.0,34.0,43.0,44.0,,,4.0,90.0,87.0,6.7,0.0169079,339.54852561272,33.0,220.99397689,0,,0.19,0.21,-0.15,,,,,,1.0,,,,7.0,,,,,,2.0,1.0,,,,29.398848068077,107.86324277861,4.0,,1.0,1.0,,,,,,,,,,,,,,
15237899,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172.0,2601,M,,1112484,EUR,1047081600,D,6,6,False,37.0,34.0,,,0.0,13.0,14.0,21.0,23.0,1.0,,3.0,83.0,52.0,7.2,0.162889,191.88747858699,17.0,106.59058824612,1,,0.4,0.15,-0.22,,Kaiki,,2.0,,4.0,,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,6.0,1.0,,1.0,0.0771,30.419453362848,95.795512959687,3.0,0.01,,1.0,1.0,2.0,,,,,,,,,,,,
15237899,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167.0,2727,M,,263477,EUR,766627200,M,29,29,False,38.0,34.0,3.0,1.0,1.0,9.0,9.0,25.0,29.0,,,1.0,59.0,45.0,7.0,0.0503056,151.34617852327,14.0,78.328558390644,0,,0.28,0.19,-0.11,,,,1.0,,3.0,,,,,2.0,1.0,2.0,,,7.0,1.0,,,,25.915504408982,45.984483515583,2.0,,,,,3.0,True,,,,,,,,,,,
15237899,home,Cruzeiro,Gerson,gerson,Gerson,M,11,185.0,29672,M,gerson_santos,611876,EUR,864086400,M,11,11,False,52.0,51.0,2.0,2.0,0.0,17.0,17.0,34.0,35.0,1.0,1.0,3.0,78.0,64.0,7.0,0.0350249,142.84187612318,18.0,53.947570230815,0,,0.17,0.23,-0.14,,,,1.0,,3.0,,1.0,1.0,1.0,,,3.0,2.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15237899,home,Cruzeiro,Keny Arroyo,arroyo-keny,K. Arroyo,M,99,176.0,6018,M,,1482431,EUR,1139875200,M,99,99,False,15.0,13.0,1.0,,0.0,2.0,2.0,11.0,13.0,1.0,,1.0,45.0,25.0,6.4,0.00366974,94.523759202954,7.0,59.747444097119,2,,-0.14,0.29,-0.05,,Keny Arroyo,,3.0,,4.0,,2.0,2.0,,1.0,,1.0,,1.0,6.0,1.0,,2.0,0.0626,18.603134482034,68.054611227103,4.0,-0.46,,,,,,,,,,,,,,,,
15237899,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175.0,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,49.0,40.0,3.0,2.0,0.0,7.0,8.0,33.0,41.0,4.0,,2.0,90.0,75.0,8.1,0.139152,224.50711497705,20.0,71.283984359111,5,,0.18,0.28,-0.11,,,,8.0,2.0,8.0,,3.0,1.0,,1.0,,1.0,4.0,2.0,20.0,2.0,2.0,1.0,0.3007,13.967319719629,30.754645153448,2.0,0.48,1.0,,1.0,4.0,,2.0,1.0,0.6473,,,,,,,,
15237899,home,Cruzeiro,Christian,christian,Christian,M,88,178.0,1761,M,,981733,EUR,977184000,M,88,88,False,34.0,26.0,,,0.0,6.0,8.0,20.0,26.0,6.0,,3.0,90.0,51.0,6.1,0.0301564,47.820920047383,8.0,31.026306948834,2,,-0.24,0.1,-0.14,,,,2.0,2.0,4.0,2.0,2.0,1.0,,,,3.0,3.0,1.0,16.0,,2.0,,0.0473,,,,-0.42,,,,1.0,,,,,,,,,,,,
