match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalContest,stat_wonContest,stat_interceptionWon,player_firstName,player_lastName,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_keyPass,stat_totalCross,stat_dispossessed,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_lastManTackle,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_clearanceOffLine,stat_bigChanceMissed
11369960,home,RC Sporting Charleroi,Pierre Patron,pierre-patron,P. Patron,G,1,191,33,M,942837,EUR,872035200,G,1,1,False,30.0,22.0,14.0,6.0,19.0,20.0,3.0,10.0,1.0,1.0,3.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,90.0,41.0,6.6,8.0,0.00050531,0,-0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175,87,M,888605,EUR,943488000,D,29,29,False,27.0,24.0,2.0,,12.0,13.0,12.0,14.0,1.0,,2.0,,2.0,,,,,,,70.0,36.0,6.1,4.0,0.00759554,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Jules Van Cleemput,jules-van-cleemput,J. Van Cleemput,D,2,182,37,M,799163,EUR,878601600,D,4,4,False,44.0,36.0,10.0,4.0,24.0,26.0,12.0,18.0,3.0,3.0,5.0,,2.0,1.0,,,,,,90.0,54.0,6.6,8.0,0.00532887,0,,,,2.0,,,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Stelios Andreou,andreou-stelios,S. Andreou,D,5,187,339,M,994282,EUR,1027468800,D,21,21,False,41.0,38.0,3.0,2.0,29.0,31.0,9.0,10.0,2.0,2.0,3.0,,2.0,,,,,,,90.0,58.0,6.6,5.0,0.00657148,0,,1.0,,4.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,548640,EUR,760492800,D,15,15,False,29.0,22.0,4.0,2.0,14.0,18.0,8.0,12.0,,2.0,2.0,1.0,5.0,,,,,,,45.0,50.0,6.5,10.0,0.00984051,0,,2.0,2.0,1.0,,,,3.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,M,28,28,False,21.0,18.0,,,5.0,5.0,14.0,19.0,,7.0,8.0,,1.0,3.0,,,,,,71.0,48.0,6.5,14.0,0.0949505,1,,6.0,2.0,,,,1.0,,,3.0,2.0,1.0,3.0,,4.0,1.0,1.0,2.0,0.0242,,,,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,109376,EUR,671414400,M,44,44,False,58.0,48.0,4.0,1.0,25.0,27.0,23.0,32.0,2.0,5.0,8.0,2.0,9.0,1.0,,,,,,90.0,79.0,7.6,13.0,0.0242466,2,,1.0,1.0,3.0,,,,3.0,1.0,4.0,2.0,,1.0,1.0,1.0,,,3.0,0.0416,True,2.0,0.0216,,,,,,,,,,
11369960,home,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,95.0,78.0,9.0,3.0,31.0,34.0,48.0,67.0,,7.0,3.0,3.0,12.0,1.0,,,,,,90.0,114.0,7.0,26.0,0.170152,1,,2.0,2.0,1.0,,,1.0,,,,,3.0,6.0,3.0,1.0,1.0,1.0,,0.1128,,,,AdemZorgane,,,,,,,,,
11369960,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,141,M,789000,EUR,826243200,M,7,7,False,33.0,29.0,1.0,1.0,10.0,11.0,20.0,24.0,,1.0,,,2.0,,,,,,,71.0,42.0,6.7,6.0,0.0271678,4,,,,1.0,,,,,,,,,2.0,1.0,,1.0,,,0.138,,1.0,0.1007,,3.0,,,,,,,,
11369960,home,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,F,18,18,False,43.0,31.0,1.0,,14.0,17.0,17.0,28.0,1.0,3.0,3.0,,2.0,1.0,,,,,,90.0,56.0,7.3,15.0,0.0154955,2,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,0.26,,1.0,0.2898,,,1.0,1.0,,,,,,
