match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_aerialLost,stat_dispossessed,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_goals,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14109755,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,137,M,105974,EUR,626227200,G,1,1,False,20.0,17.0,10.0,7.0,0.0,16.0,17.0,1.0,3.0,1.0,1.0,1.0,12.0,3.0,2.0,3.0,90.0,38.0,8.1,4.0,0.0003676,24.437129503397,5.0,7.77,4.83,0.506,0,0.2806,0.14,-0.02,0.31,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109755,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184.0,123,M,1133301,EUR,984700800,D,3,3,False,71.0,65.0,4.0,,0.0,37.0,37.0,28.0,34.0,3.0,4.0,3.0,,,,,90.0,81.0,7.2,7.0,0.00946994,223.78074128956,31.0,154.98,23.835,,0,,0.26,0.12,0.23,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109755,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182.0,320,M,385296,EUR,749606400,D,5,5,False,37.0,35.0,4.0,3.0,0.0,23.0,24.0,12.0,13.0,,2.0,4.0,2.0,,,,90.0,46.0,7.1,2.0,0.00234625,75.220659399094,13.0,34.44,7.98,,0,,0.13,0.04,0.24,,2.0,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14109755,home,Alanyaspor,Ümit Akdağ,Umit Akdag,,umit-akdag,Ü. Akdağ,D,50,192.0,604,M,1215071,EUR,1065398400,D,50,50,False,56.0,47.0,6.0,2.0,0.0,31.0,35.0,16.0,21.0,,2.0,8.0,3.0,,,,90.0,73.0,6.9,11.0,0.0117628,116.73045128042,18.0,24.465,9.345,,0,,0.14,0.18,0.22,,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,14.91775482437,1.0,,,,,,,,,,,,,,,,,,
14109755,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,M,94,94,False,43.0,35.0,4.0,,0.0,19.0,19.0,16.0,24.0,,1.0,2.0,2.0,,,,90.0,63.0,6.8,13.0,0.0338697,47.310375203182,8.0,24.255,8.925,,1,,0.25,-0.53,0.19,,1.0,,,,,,,,,,,,,3.0,2.0,1.0,1.0,0.023,0.1156,0.0,,,,,,,,,,,
14109755,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189.0,69,M,827922,EUR,878774400,M,20,20,False,33.0,25.0,1.0,,0.0,13.0,15.0,12.0,18.0,2.0,4.0,3.0,2.0,,,,90.0,44.0,6.6,10.0,0.0091327,29.267666223914,6.0,5.88,3.885,,2,,0.09,0.12,0.0,,5.0,,1.0,1.0,,1.0,3.0,,1.0,,1.0,,,,,,1.0,0.1134,0.1584,-0.08,1.0,1.0,,,,,,,,,
14109755,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171.0,91,M,802150,EUR,902793600,M,17,17,False,53.0,48.0,9.0,6.0,0.0,29.0,30.0,19.0,23.0,1.0,3.0,1.0,3.0,,,,90.0,62.0,7.2,7.0,0.0532006,100.26247262216,14.0,56.91,19.32,,1,,0.25,0.27,0.17,,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,5.9798113682624,1.0,3.0,,,,0.0927,,-0.35,,,1.0,1.0,,,,,,,
14109755,home,Alanyaspor,Ruan,,,ruan,Ruan,M,11,172.0,179,M,1400494,EUR,1115078400,M,11,11,False,29.0,21.0,3.0,1.0,0.0,9.0,12.0,12.0,17.0,1.0,10.0,2.0,6.0,,,,89.0,61.0,7.8,16.0,0.0108472,193.48290575336,22.0,87.465,29.505,,3,,-0.22,0.41,0.19,,3.0,,1.0,1.0,1.0,2.0,1.0,,,,1.0,62.497372885162,3.0,1.0,2.0,1.0,2.0,0.1615,0.8991,0.27,1.0,7.0,,,,,,,,,
14109755,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166.0,109,M,60510,EUR,627177600,F,7,7,False,22.0,21.0,,,0.0,10.0,10.0,11.0,12.0,,6.0,,5.0,,,,68.0,34.0,6.4,5.0,0.0105747,81.620555538001,10.0,18.48,29.085,,0,,-0.08,-0.02,-0.03,,4.0,,,,,1.0,2.0,,,1.0,1.0,29.245526581,1.0,2.0,2.0,2.0,,,,,,4.0,,,True,,,,,,
14109755,home,Alanyaspor,Güven Yalçın,,,guven-yalcin,G. Yalçın,F,10,184.0,385,M,826162,EUR,916617600,F,10,10,False,16.0,13.0,4.0,2.0,0.0,3.0,3.0,10.0,13.0,,,,4.0,,,,68.0,24.0,7.3,7.0,0.0115526,69.006382371659,6.0,-23.31,5.67,,2,,0.06,0.0,-0.01,,6.0,,,,,1.0,4.0,,,,1.0,,,1.0,1.0,,1.0,0.1764,0.2937,0.53,1.0,,,,,1.0,1.0,,,,
