match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,player_height,stat_aerialWon,stat_blockedScoringAttempt,stat_totalOffside,stat_totalContest,stat_wonContest,stat_wonTackle,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_keyPass,captain,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,player_sofascoreId,stat_errorLeadToAShot
11807966,home,USV Hercules,Pepijn Vonk,Pepijn Vonk,,pepijn-vonk,P. Vonk,G,1,6,M,1411067,EUR,965520000.0,G,18,18,False,38.0,16.0,33.0,11.0,7.0,9.0,9.0,29.0,1.0,13.0,6.0,6.0,90.0,49.0,7.4,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Shanon Carmelia,Shanon,Carmelia,shanon-carmelia,S. Carmelia,D,20,15,M,865150,EUR,606355200.0,D,20,20,False,16.0,6.0,6.0,,3.0,4.0,3.0,12.0,3.0,3.0,,,90.0,30.0,7.2,13.0,0,6.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Valentijn Beck,Valentijn Beck,,valentijn-beck,V. Beck,D,3,3,M,1411093,EUR,1013385600.0,D,3,3,False,15.0,10.0,4.0,1.0,9.0,10.0,1.0,5.0,7.0,4.0,,,90.0,26.0,6.4,5.0,0,2.0,2.0,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Mitchell Zwart,Mitchell Zwart,,mitchell-zwart,M. Zwart,D,3,2,M,1411055,EUR,788659200.0,D,14,14,False,12.0,7.0,3.0,1.0,6.0,8.0,1.0,4.0,13.0,1.0,,,90.0,30.0,7.0,5.0,1,,2.0,,,,2.0,1.0,,,,,198.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Deveron Fonville,Deveron Fonville,,deveron-fonville,D. Fonville,D,24,80,M,1177177,EUR,1053043200.0,D,15,15,False,10.0,5.0,2.0,,3.0,6.0,2.0,4.0,6.0,8.0,,,90.0,27.0,6.6,7.0,0,4.0,4.0,,,,2.0,1.0,2.0,,3.0,,178.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,
11807966,home,USV Hercules,Oussama Lahri,Oussama Lahri,,oussama-lahri,O. Lahri,M,8,4,M,1411065,EUR,909273600.0,M,10,10,False,24.0,8.0,8.0,4.0,2.0,6.0,7.0,23.0,,7.0,,,85.0,38.0,7.0,21.0,4,4.0,5.0,3.0,,,,1.0,1.0,,,,176.0,2.0,1.0,,2.0,1.0,,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,,,,,,
11807966,home,USV Hercules,Christiaan van Hussen,Christiaan,van Hussen,christiaan-van-hussen,C. v. Hussen,M,21,1,M,865132,EUR,700012800.0,M,8,8,False,21.0,17.0,,,10.0,12.0,7.0,9.0,2.0,4.0,,,72.0,29.0,6.7,4.0,0,2.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
11807966,home,USV Hercules,Nathan Bijl,Nathan,Bijl,nathan-bijl,N. Bijl,M,6,1,M,907844,EUR,650332800.0,M,6,6,False,22.0,15.0,3.0,1.0,9.0,11.0,6.0,11.0,2.0,7.0,,,90.0,29.0,6.0,9.0,0,9.0,1.0,3.0,1.0,,,,,1.0,4.0,1.0,,,,,,,,,,,,,1.0,,True,,,,,,
11807966,home,USV Hercules,Tim Pieters,Tim Pieters,,tim-pieters,T. Pieters,F,9,54,M,1048944,EUR,999475200.0,M,7,7,False,13.0,7.0,3.0,,3.0,4.0,6.0,15.0,2.0,6.0,,,72.0,31.0,8.8,12.0,2,1.0,4.0,,1.0,,1.0,1.0,3.0,1.0,,,177.0,,,,1.0,1.0,2.0,,6.0,2.0,,2.0,,2.0,,2.0,,,,,
11807966,home,USV Hercules,Jordi Paulina,Jordi Paulina,,jordi-paulina,J. Paulina,F,27,311,M,1548802,EUR,1095897600.0,F,22,22,False,14.0,10.0,3.0,2.0,1.0,3.0,9.0,11.0,3.0,3.0,,,90.0,29.0,8.0,9.0,1,5.0,5.0,1.0,1.0,,,,1.0,3.0,2.0,2.0,191.0,,,,3.0,3.0,1.0,1.0,,,1.0,,1.0,3.0,,,2.0,,,,
11807966,home,USV Hercules,Lars Vermeulen,Lars Vermeulen,,lars-vermeulen,L. Vermeulen,F,21,6,M,1411045,EUR,982627200.0,F,9,9,False,19.0,12.0,1.0,1.0,5.0,6.0,7.0,14.0,,4.0,,,80.0,36.0,6.5,16.0,2,13.0,7.0,3.0,1.0,,,1.0,,3.0,,7.0,,5.0,2.0,,2.0,,,,1.0,,,,2.0,,,,,,,,
11807966,home,USV Hercules,Max  Fichtinger,Max  Fichtinger,,max-fichtinger,M. Fichtinger,M,8,3,M,2170012,EUR,1041206400.0,M,21,21,True,9.0,7.0,,,1.0,2.0,6.0,8.0,2.0,3.0,,,18.0,14.0,6.7,4.0,0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,,
11807966,home,USV Hercules,Franslyn Nsingi,Franslyn Nsingi,,franslyn-nsingi,F. Nsingi,F,19,775,M,1172919,EUR,987120000.0,F,17,17,True,2.0,1.0,1.0,,1.0,1.0,,1.0,3.0,,,,18.0,9.0,6.4,2.0,1,,2.0,,,,,,,1.0,,,186.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,
11807966,home,USV Hercules,Storm Streng,Storm,Steng,storm-streng,S. Streng,F,,1,M,1594371,EUR,1073865600.0,M,16,16,True,8.0,4.0,,,2.0,4.0,2.0,4.0,,1.0,,,10.0,12.0,6.6,5.0,2,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
11807966,home,USV Hercules,Mats Grotenbreg,,,mats-grotenbreg,M. Grotenbreg,D,,3,M,894386,EUR,885340800.0,D,4,4,True,,,,,,,,,3.0,,,,12.0,4.0,7.3,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
11807966,home,USV Hercules,Stilanos Damkalis,Stilanos Damkalis,,stilanos-damkalis,S. Damkalis,G,1,6,M,1411083,EUR,1062460800.0,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Mats Heus,Mats,Heus,mats-heus,M. Heus,G,,1,M,1594369,EUR,1058918400.0,G,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Mees Homoet,Mees,Homoet,mees-homoet,M. Homoet,D,2,2,M,1594370,EUR,1095638400.0,D,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Youssef El Bouaazzati,Youssef El Bouaazzati,,youssef-el-bouaazzati,Y. E. Bouaazzati,D,2,1,M,1411096,EUR,1014336000.0,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Finn Kluiver,Finn Kluiver,,finn-kluiver,F. Kluiver,D,,1,M,1154723,EUR,990835200.0,D,5,5,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Jasper Goene,Jasper,Goene,jasper-goene,J. Goene,M,,3,M,1594368,EUR,1059004800.0,F,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Max van Hees,Max van Hees,,max-van-hees,M. v. Hees,M,11,6,M,1069362,EUR,1035936000.0,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,
11807966,home,USV Hercules,Casper van Rietbergen,Casper van Rietbergen,,casper-van-rietbergen,C. v. Rietbergen,M,,2,M,1411012,EUR,,M,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807966,away,AFC Ajax,Diant Ramaj,,,ramaj-diant,D. Ramaj,G,41,933,M,981562,EUR,1000857600.0,G,40,40,False,21.0,18.0,8.0,5.0,17.0,18.0,1.0,3.0,,11.0,1.0,4.0,90.0,34.0,7.0,3.0,0,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,2.0,,
11807966,away,AFC Ajax,Tristan Gooijer,Tristan,Gooijer,tristan-gooijer,T. Gooijer,D,6,451,M,1142572,EUR,1094083200.0,D,47,47,False,78.0,75.0,3.0,2.0,16.0,16.0,59.0,63.0,1.0,3.0,,,60.0,93.0,7.3,5.0,1,1.0,4.0,1.0,,,,2.0,1.0,1.0,,,185.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,
11807966,away,AFC Ajax,Josip Šutalo,,,josip-sutalo,J. Šutalo,D,37,4307,M,954836,EUR,951696000.0,D,37,37,False,96.0,88.0,2.0,1.0,28.0,31.0,60.0,65.0,3.0,13.0,,,90.0,111.0,6.8,9.0,0,4.0,6.0,,1.0,,1.0,2.0,2.0,,,3.0,190.0,3.0,,,1.0,1.0,,,,,,,,1.0,,,,,,josip.sutalo,1.0
