match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_ownGoals,stat_unsuccessfulTouch,stat_challengeLost,captain,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,player_sofascoreId,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
10407023,home,Club Brugge KV,Noa Lang,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,F,10,10,False,43.0,26.0,6.0,,7.0,10.0,19.0,35.0,7.0,,,90.0,68.0,7.8,27.0,4,,,2.0,,7.0,8.0,1.0,6.0,1.0,,1.0,,,5.0,1.0,2.0,1.0,1.0,,2.0,,,,,3.0,noano,2.0,,,1.0,1.0,,,,,,,
10407023,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,F,7,7,True,17.0,10.0,,,1.0,1.0,10.0,22.0,2.0,,,45.0,40.0,7.5,16.0,4,,,6.0,1.0,5.0,3.0,2.0,3.0,2.0,,2.0,,,2.0,,1.0,,,,,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,
10407023,home,Club Brugge KV,Mats Rits,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,26,26,True,11.0,7.0,1.0,1.0,1.0,2.0,7.0,10.0,2.0,,,26.0,17.0,6.9,7.0,0,,,1.0,1.0,1.0,3.0,1.0,,,1.0,,1.0,,,,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,
10407023,home,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3732,M,949962,EUR,917827200,F,9,9,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,10.0,5.0,6.7,1.0,1,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10407023,home,Club Brugge KV,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179,840,M,927440,EUR,947376000,F,19,19,True,2.0,2.0,,,,,2.0,2.0,,,,9.0,2.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,home,Club Brugge KV,Josef Bursik,josef-bursik,J. Bursik,G,26,187,179,M,877996,EUR,963360000,G,21,21,True,,,,,,,,,,,,,,,,0,Josef,Bursik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,home,Club Brugge KV,Clinton Mata,clinton-mata,C. Mata,D,22,180,1323,M,152813,EUR,721094400,D,77,77,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,home,Club Brugge KV,Abakar Sylla,abakar-sylla,A. Sylla,D,4,188,880,M,1170197,EUR,1040774400,D,94,94,True,,,,,,,,,,,,,,,,0,Abakar Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,867299,EUR,845424000,G,16,16,False,28.0,17.0,23.0,12.0,7.0,10.0,10.0,18.0,13.0,2.0,4.0,90.0,42.0,6.8,11.0,0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,HKoffi,,,,,,,,1.0,1.0,1.0,1.0,
10407023,away,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,541350,EUR,837648000,D,2,2,False,33.0,28.0,2.0,1.0,12.0,13.0,16.0,20.0,7.0,,,90.0,42.0,6.8,5.0,0,,,,,2.0,4.0,,,,3.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183,29,M,51622,EUR,597542400,D,25,25,False,24.0,19.0,3.0,,13.0,16.0,6.0,8.0,3.0,,,90.0,34.0,6.3,5.0,0,,,,,4.0,3.0,,,,3.0,2.0,2.0,2.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0
10407023,away,RC Sporting Charleroi,Mehdi Boukamir,mehdi-boukamir,M. Boukamir,D,32,188,1014,M,1131463,EUR,1075075200,D,32,32,False,24.0,21.0,4.0,2.0,19.0,21.0,2.0,3.0,5.0,,,74.0,30.0,5.9,5.0,0,Mehdi Boukamir,,,,4.0,2.0,,,,,1.0,1.0,,,1.0,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,M,28,28,False,16.0,12.0,1.0,1.0,2.0,2.0,10.0,17.0,7.0,,,71.0,43.0,6.9,16.0,1,,,3.0,,5.0,9.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,,,1.0,,6.0,,,,,,,3.0,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,51.0,40.0,2.0,1.0,16.0,17.0,24.0,35.0,5.0,,,90.0,67.0,6.9,14.0,0,,,1.0,,5.0,5.0,,,,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,358198,EUR,806716800,M,26,26,False,64.0,53.0,6.0,6.0,26.0,30.0,27.0,35.0,8.0,,,90.0,83.0,7.0,19.0,1,,,1.0,,2.0,3.0,1.0,1.0,1.0,,2.0,3.0,1.0,,,1.0,,,,3.0,,True,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,73.0,60.0,12.0,9.0,35.0,38.0,25.0,36.0,12.0,,,90.0,97.0,7.0,19.0,0,,,1.0,,10.0,9.0,2.0,4.0,,3.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,3.0,,,,,AdemZorgane,2.0,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,M,12,12,False,49.0,39.0,4.0,2.0,17.0,23.0,22.0,27.0,9.0,,,90.0,74.0,7.6,13.0,1,,,1.0,,6.0,9.0,1.0,3.0,,,1.0,6.0,5.0,,3.0,,,1.0,,,1.0,,,,1.0,joriskayembe23,2.0,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Youssouph Badji,youssouph-badji,Y. Badji,F,25,192,351,M,982334,EUR,1008806400,F,10,10,False,13.0,9.0,1.0,1.0,4.0,5.0,5.0,8.0,,,,61.0,27.0,7.4,11.0,4,,,,,6.0,5.0,3.0,,2.0,,,,,1.0,,,3.0,4.0,,4.0,,,,,2.0,,,,,1.0,,,,,,,,
10407023,away,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188,141,M,789000,EUR,826243200,F,7,7,False,32.0,25.0,2.0,1.0,14.0,17.0,14.0,23.0,4.0,,,71.0,44.0,7.2,15.0,0,,,8.0,3.0,1.0,,,1.0,,1.0,,,,,,3.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Anthony Descotte,descotte-anthony,A. Descotte,F,99,179,246,M,1008697,EUR,1059868800,F,15,15,True,5.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,29.0,13.0,6.7,6.0,1,,,,,2.0,2.0,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Jules Van Cleemput,jules-van-cleemput,J. Van Cleemput,D,2,182,37,M,799163,EUR,878601600,D,4,4,True,6.0,5.0,,,,,5.0,7.0,,,,19.0,14.0,6.4,4.0,0,,,1.0,,2.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2215,M,1096210,EUR,1000425600,M,38,38,True,4.0,4.0,,,1.0,1.0,3.0,3.0,1.0,,,19.0,14.0,6.7,1.0,1,,,,,1.0,3.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
10407023,away,RC Sporting Charleroi,Pierre Patron,pierre-patron,P. Patron,G,1,191,33,M,942837,EUR,872035200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Stefan Knežević,stefan-knezevic,S. Knežević,D,5,187,77,M,842160,EUR,846633600,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Ryota Morioka,ryota-morioka,R. Morioka,M,,180,229,M,109376,EUR,671414400,M,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407023,away,RC Sporting Charleroi,Amirhossein Hosseinzadeh,amirhossein-hosseinzadeh,A. Hosseinzadeh,F,99,176,873,M,905472,EUR,972864000,M,99,99,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
