match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_goals,stat_errorLeadToAShot,captain,stat_goalAssist,stat_clearanceOffLine,stat_totalOffside
11352412,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,34.0,31.0,2.0,31.0,33.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,90.0,43.0,6.8,3.0,0.0001411,0,-0.3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352412,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,69.0,56.0,10.0,29.0,32.0,39.0,3.0,9.0,,,,,90.0,93.0,7.1,17.0,0.221431,2,,3.0,29.0,2.0,2.0,2.0,9.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0222,0.2629,2.0,,,,,,,,,,,,,
11352412,home,Aston Villa,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,,604232,EUR,732153600,D,3,3,False,75.0,63.0,8.0,39.0,41.0,34.0,1.0,5.0,,,,,90.0,81.0,6.7,12.0,0.00906632,0,,2.0,24.0,,,4.0,5.0,1.0,1.0,,,,,,,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,
11352412,home,Aston Villa,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,17,17,False,47.0,41.0,3.0,21.0,23.0,25.0,1.0,1.0,,,,,90.0,54.0,6.6,7.0,0.0269589,1,,1.0,20.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,0.3566,0.2928,,,,,1.0,,,,,,,,,
11352412,home,Aston Villa,Álex Moreno,alex-moreno,Á. Moreno,D,24,179,1206,M,,294593,EUR,739497600,D,15,15,False,30.0,24.0,,8.0,9.0,23.0,3.0,2.0,,,,,87.0,56.0,7.4,12.0,0.0354746,1,,,16.0,2.0,,,2.0,5.0,,,4.0,3.0,,,,1.0,2.0,2.0,,1.0,0.0356,,3.0,,,,,1.0,1.0,2.0,,,,,,
11352412,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,36.0,34.0,1.0,13.0,13.0,23.0,1.0,5.0,,,,,65.0,46.0,7.2,3.0,0.0394587,0,,,21.0,,,3.0,4.0,4.0,,,3.0,3.0,,,,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,
11352412,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,54.0,51.0,3.0,16.0,17.0,43.0,1.0,5.0,,,,,90.0,73.0,7.7,12.0,0.0688853,3,,3.0,35.0,6.0,,,6.0,6.0,2.0,2.0,3.0,2.0,,2.0,1.0,,1.0,2.0,,1.0,0.729,1.1407,1.0,,,2.0,,,2.0,,1.0,1.0,,,,
11352412,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,24.0,21.0,1.0,10.0,10.0,17.0,,5.0,,,,,73.0,37.0,7.5,8.0,0.460046,2,,,12.0,3.0,1.0,,1.0,5.0,,1.0,3.0,3.0,,,1.0,,,,1.0,,0.0656,,2.0,,,1.0,,1.0,,2.0,,,,,,
11352412,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,26.0,24.0,1.0,3.0,3.0,28.0,,3.0,,,,,87.0,49.0,7.7,15.0,0.230974,4,,1.0,21.0,5.0,,1.0,6.0,4.0,,5.0,,,1.0,2.0,1.0,,,2.0,2.0,,0.235,0.3604,3.0,,,,,1.0,2.0,2.0,,,True,,,
11352412,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,35.0,30.0,,5.0,5.0,31.0,1.0,3.0,,,,,90.0,51.0,6.9,11.0,0.0598496,5,,,25.0,1.0,,,4.0,2.0,1.0,3.0,,,,1.0,2.0,,,,1.0,,0.3207,,,,,1.0,,2.0,,2.0,,,,,,
