match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_goals,stat_outfielderBlock,stat_aerialLost,stat_wonContest,stat_bigChanceMissed,stat_totalCross,stat_accurateCross,stat_hitWoodwork,stat_unsuccessfulTouch,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11391089,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,47.0,37.0,15.0,5.0,34.0,36.0,3.0,11.0,10.0,3.0,4.0,90.0,55.0,6.7,10.0,0.0,0.0,0.00641985,0,-0.6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391089,home,Clermont Foot,Alidu Seidu,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,False,51.0,49.0,3.0,2.0,37.0,37.0,12.0,14.0,7.0,,,90.0,76.0,7.1,9.0,0.0154,0.1862,0.0794566,1,,Alidu Seidu,,1.0,3.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391089,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,78.0,66.0,9.0,2.0,48.0,52.0,18.0,26.0,9.0,,,90.0,96.0,7.5,13.0,0.054,0.0679,0.0154571,2,,,,,2.0,5.0,,1.0,,1.0,5.0,4.0,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11391089,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,69.0,61.0,3.0,2.0,47.0,51.0,14.0,18.0,6.0,,,90.0,76.0,6.5,9.0,0.247,0.26,0.288918,1,,,,,2.0,4.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11391089,home,Clermont Foot,Mehdi Zeffane,mehdi-zeffane,M. Zeffane,M,,176,821,M,217770,EUR,706233600,M,2,2,False,24.0,20.0,4.0,1.0,12.0,13.0,9.0,14.0,8.0,,,80.0,44.0,6.5,11.0,0.3492,0.0,0.0754218,3,,,,,4.0,1.0,1.0,1.0,,,3.0,2.0,,,,,2.0,1.0,1.0,3.0,,1.0,1.0,,1.0,3.0,1.0,1.0,3.0,,,,,,,,,
11391089,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,35.0,30.0,4.0,2.0,18.0,18.0,12.0,17.0,7.0,,,80.0,45.0,6.4,9.0,0.0,0.0,0.00708689,0,,,,,5.0,3.0,2.0,2.0,,,,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,True,,,,,,,,
11391089,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,72.0,64.0,6.0,5.0,25.0,27.0,39.0,45.0,9.0,,,90.0,82.0,6.8,10.0,0.0,0.0,0.0765176,0,,,,,5.0,4.0,1.0,1.0,,,,2.0,1.0,,3.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11391089,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,38.0,31.0,1.0,,16.0,18.0,17.0,26.0,4.0,,,90.0,60.0,6.5,14.0,0.0,0.0,0.211445,0,,,,,4.0,,1.0,1.0,1.0,,2.0,2.0,,,,,1.0,,1.0,,,,1.0,,,6.0,2.0,,1.0,,1.0,,,,,,,
11391089,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,10,10,False,44.0,39.0,2.0,1.0,19.0,19.0,22.0,30.0,2.0,,,87.0,68.0,8.2,18.0,0.5438,0.7397,0.087779,2,,,,1.0,6.0,2.0,2.0,3.0,1.0,2.0,,,1.0,1.0,,1.0,2.0,,,,1.0,,2.0,1.0,,5.0,2.0,,5.0,,,,,,,,,
11391089,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,F,11,11,False,27.0,20.0,1.0,1.0,9.0,10.0,11.0,20.0,4.0,,,76.0,42.0,7.0,15.0,0.0271,0.0,0.0196769,1,,,,,4.0,5.0,2.0,2.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,2.0,2.0,,3.0,,,3.0,,,,,,,,,
11391089,home,Clermont Foot,Grejohn Kyei,grejohn-kyei,G. Kyei,F,95,187,241,M,581146,EUR,808185600,F,95,95,False,21.0,17.0,1.0,1.0,8.0,8.0,9.0,13.0,1.0,,,76.0,30.0,6.7,8.0,0.0482,0.0407,0.161925,1,,,,,3.0,6.0,,1.0,,1.0,,,1.0,,2.0,2.0,,3.0,,,,,,,,,,,2.0,,1.0,,,,,,,
11391089,home,Clermont Foot,Jérémie Bela,jeremie-bela,J. Bela,M,,173,189,M,282917,EUR,734227200,F,91,91,True,5.0,4.0,,,1.0,1.0,3.0,5.0,,,,14.0,7.0,6.7,2.0,0.0173,0.1039,0.00635839,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11391089,home,Clermont Foot,Komnen Andrić,komnen-andric,K. Andrić,F,17,189,318,M,314138,EUR,804556800,F,9,9,True,7.0,6.0,,,1.0,1.0,5.0,6.0,,,,14.0,11.0,6.6,3.0,0.0376,0.0,0.00712643,1,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,1.0,,,,,,,
