match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_totalOffside,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_errorLeadToAShot
12625043,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,28,28,False,15.0,13.0,4.0,2.0,0.0,13.0,13.0,2.0,1.0,1.0,4.0,11.0,1.0,1.0,2.0,2.0,2.0,2.0,90.0,31.0,7.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,36.0,30.0,1.0,1.0,0.0,8.0,9.0,28.0,,1.0,1.0,2.0,,,,,,,90.0,49.0,7.2,11.0,0,23.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Damion Lowe,,,damion-lowe,D. Lowe,D,,190.0,195,M,539948,EUR,736560000,D,17,17,False,35.0,28.0,11.0,8.0,0.0,17.0,18.0,18.0,1.0,3.0,5.0,6.0,,,,,,,90.0,49.0,6.9,11.0,1,11.0,1.0,,,2.0,1.0,,3.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,44.0,38.0,8.0,3.0,0.0,32.0,34.0,10.0,2.0,9.0,4.0,6.0,,,,,,,90.0,63.0,7.7,8.0,1,6.0,,,1.0,3.0,,,2.0,1.0,,,,6.0,2.0,,True,1.0,1.0,1.0,1.0,3.0,,,,,,,
12625043,home,Al-Okhdood,Mohanad Alqaydhi,,,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,37.0,26.0,5.0,1.0,0.0,7.0,12.0,25.0,1.0,3.0,2.0,2.0,,,,,,,76.0,54.0,6.9,13.0,0,19.0,,,1.0,3.0,1.0,,1.0,,,,3.0,2.0,,,,,,,,2.0,1.0,,,,,,
12625043,home,Al-Okhdood,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,66,66,False,71.0,64.0,3.0,2.0,0.0,19.0,21.0,50.0,,2.0,1.0,6.0,,,,,,,90.0,79.0,7.0,9.0,0,45.0,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,,,
12625043,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,54.0,50.0,3.0,2.0,0.0,19.0,21.0,43.0,1.0,6.0,2.0,4.0,,,,,,,90.0,80.0,8.2,13.0,1,36.0,10.0,5.0,,6.0,1.0,3.0,3.0,2.0,6.0,1.0,1.0,3.0,4.0,,,,,,,1.0,1.0,,,,,,
12625043,home,Al-Okhdood,Christian Bassogog,,,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,36.0,31.0,1.0,,0.0,9.0,10.0,32.0,1.0,7.0,1.0,4.0,,,,,,,89.0,65.0,6.9,18.0,2,24.0,6.0,2.0,,8.0,,,,,1.0,1.0,,,,,,,,,,,1.0,13.0,6.0,1.0,,,
12625043,home,Al-Okhdood,Knowledge Musona,,,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,M,11,11,False,23.0,21.0,1.0,1.0,0.0,3.0,3.0,23.0,,3.0,1.0,,,,,,,,90.0,47.0,7.0,13.0,3,18.0,3.0,,2.0,7.0,,,4.0,,,2.0,,2.0,2.0,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,
12625043,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,M,10,10,False,17.0,12.0,2.0,1.0,0.0,5.0,5.0,14.0,,2.0,,2.0,,,,,,,45.0,32.0,6.4,13.0,0,7.0,2.0,,,5.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,6.0,2.0,,,,
12625043,home,Al-Okhdood,Ibrahima Kone,,,ibrahima-kone,I. Kone,F,9,190.0,808,M,873630,EUR,929491200,F,9,9,False,15.0,11.0,2.0,1.0,0.0,4.0,4.0,11.0,1.0,3.0,2.0,4.0,,,,,,,83.0,31.0,6.6,11.0,3,7.0,,,1.0,4.0,,,5.0,,1.0,2.0,,2.0,2.0,,,1.0,1.0,,,,1.0,1.0,,,,,
12625043,home,Al-Okhdood,Mohammed Al Jahif,Mohammed Al Jahif,,mohammed-al-jahif,M. A. Jahif,M,10,175.0,11,M,1521471,EUR,912297600,M,21,21,True,10.0,7.0,,,0.0,2.0,2.0,9.0,,1.0,,3.0,,,,,,,45.0,18.0,6.5,6.0,2,5.0,1.0,,,2.0,,,1.0,1.0,,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,
12625043,home,Al-Okhdood,Saleh Al-Harthi,Saleh Al-Harthi,,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,20,20,True,9.0,6.0,2.0,1.0,0.0,4.0,5.0,5.0,,2.0,,1.0,,,,,,,14.0,19.0,6.7,4.0,1,3.0,1.0,1.0,,1.0,1.0,,,,,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,
12625043,home,Al-Okhdood,Abdulaziz Al Hatila,Abdulaziz Al Hatila,,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,1.0,1.0,,,0.0,,,1.0,,1.0,,,,,,,,,17.0,4.0,6.8,1.0,1,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,
12625043,home,Al-Okhdood,Naif Assery,Naif Assery,,naif-assery,N. Assery,D,15,181.0,16,M,1394760,EUR,982454400,D,15,15,True,,,,,0.0,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Rakan Najjar,,,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Ghassan Hawsawi,Ghassan,,ghassan,G. Hawsawi,D,87,,9,M,1917845,EUR,1044403200,D,87,87,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Saud Salem,Saud Salem,,saud-salem,S. Salem,M,19,166.0,6,M,1525046,EUR,1123977600,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,away,Al-Qadsiah,Koen Casteels,,,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,32.0,19.0,15.0,2.0,0.0,18.0,21.0,11.0,,,1.0,9.0,,4.0,4.0,,2.0,2.0,90.0,41.0,7.8,13.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625043,away,Al-Qadsiah,Mohammed Abu Al-Shamat,Mohammed Waheeb Abu Al-Shamat,,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,D,2,2,False,41.0,24.0,5.0,1.0,0.0,11.0,16.0,28.0,,8.0,5.0,3.0,,,,,,,90.0,78.0,7.6,25.0,0,13.0,3.0,,,2.0,,,3.0,,,,,7.0,1.0,,,,,,,6.0,1.0,1.0,1.0,,,,
12625043,away,Al-Qadsiah,Jehad Thakri,,,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,49.0,40.0,8.0,3.0,0.0,34.0,37.0,12.0,3.0,5.0,6.0,3.0,,,,,,,90.0,60.0,7.3,9.0,2,6.0,,,1.0,3.0,2.0,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,
12625043,away,Al-Qadsiah,Nacho Fernández,,,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,48.0,45.0,2.0,,0.0,34.0,35.0,13.0,,2.0,6.0,5.0,,,,,,,90.0,63.0,7.0,4.0,0,11.0,,,2.0,3.0,,,,2.0,,,3.0,,,,True,,,1.0,,,1.0,,,,,nachofdez90,1.0
12625043,away,Al-Qadsiah,Gastón Álvarez,,,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,26.0,21.0,3.0,1.0,0.0,13.0,15.0,12.0,2.0,5.0,4.0,1.0,,,,,,,90.0,41.0,7.0,6.0,0,8.0,1.0,,1.0,2.0,1.0,,,,1.0,,,3.0,,,,,,,,1.0,,,,,,,
12625043,away,Al-Qadsiah,Nahitan Nández,,,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,M,8,8,False,44.0,32.0,4.0,1.0,0.0,13.0,16.0,31.0,,4.0,1.0,8.0,,,,,,,89.0,59.0,7.1,18.0,0,19.0,3.0,,,3.0,,,1.0,2.0,1.0,,3.0,2.0,4.0,,,,,,,,1.0,,,,,,
12625043,away,Al-Qadsiah,Ezequiel Fernández,,,ezequiel-fernandez,E. Fernández,M,6,178.0,5873,M,1003012,EUR,1027555200,M,5,5,False,45.0,40.0,2.0,2.0,0.0,27.0,27.0,18.0,,5.0,,6.0,,,,,,,77.0,56.0,6.9,8.0,1,13.0,,,,4.0,1.0,,,2.0,1.0,1.0,,2.0,,,,,,,,1.0,2.0,2.0,1.0,,,equifernandez,
12625043,away,Al-Qadsiah,Turki Al-Ammar,,,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,False,13.0,12.0,,,0.0,4.0,5.0,10.0,,,,1.0,,,,,,,45.0,22.0,6.3,9.0,0,8.0,2.0,,,4.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,
12625043,away,Al-Qadsiah,Cameron Puertas,,,cameron-puertas,C. Puertas,M,18,178.0,1147,M,916176,EUR,903398400,M,88,88,False,19.0,13.0,1.0,,0.0,8.0,10.0,12.0,1.0,5.0,,1.0,,,,,,,55.0,34.0,7.3,12.0,1,7.0,3.0,2.0,,2.0,1.0,,4.0,1.0,2.0,,1.0,3.0,1.0,,,,,,,3.0,,,,1.0,,,
12625043,away,Al-Qadsiah,Julián Quiñones,,,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,M,33,33,False,6.0,5.0,1.0,,0.0,2.0,2.0,5.0,,3.0,,2.0,,,,,,,45.0,15.0,5.8,5.0,1,3.0,1.0,,,4.0,,,1.0,1.0,,,,1.0,2.0,,,,1.0,,,1.0,1.0,2.0,1.0,,,julianquinones33,
12625043,away,Al-Qadsiah,Pierre-Emerick Aubameyang,,,pierre-emerick-aubameyang,P. Aubameyang,F,17,187.0,49593,M,51498,EUR,614131200,F,10,10,False,13.0,12.0,1.0,1.0,0.0,5.0,5.0,8.0,,1.0,,,,,,,,,77.0,20.0,6.8,4.0,1,7.0,,,2.0,4.0,,,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,Auba,
12625043,away,Al-Qadsiah,Mohammed Qassem,,,mohammed-qassem,M. Qassem,D,24,176.0,146,M,540426,EUR,790473600,D,24,24,True,4.0,2.0,1.0,,0.0,,,7.0,,2.0,3.0,1.0,,,,,,,45.0,16.0,6.6,8.0,0,2.0,3.0,,,2.0,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,
12625043,away,Al-Qadsiah,Husain Al-Qahtani,,,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,True,15.0,13.0,1.0,1.0,0.0,7.0,7.0,15.0,1.0,5.0,,2.0,,,,,,,35.0,32.0,6.8,12.0,0,6.0,7.0,,1.0,6.0,3.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,2.0,2.0,2.0,,,,
12625043,away,Al-Qadsiah,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,True,7.0,6.0,1.0,,0.0,2.0,2.0,5.0,,,,3.0,,,,,,,13.0,12.0,6.1,4.0,0,4.0,,,,3.0,,,,,,,,,,,,,,1.0,,,3.0,,,,,,1.0
12625043,away,Al-Qadsiah,Abdulaziz Al-Othman,Abdulaziz Al-Othman,,abdulaziz-al-othman,A. Al-Othman,F,91,182.0,92,M,1884430,EUR,1073001600,F,66,66,True,3.0,1.0,,,0.0,,,3.0,1.0,1.0,,,,,,,,,13.0,5.0,6.5,3.0,0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,
12625043,away,Al-Qadsiah,Abdulrahman Al Dosari,,,abdulrahman-al-dosari,A. A. Dosari,M,39,178.0,33,M,832313,EUR,875145600,M,39,39,True,,,,,0.0,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
