match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_wasFouled,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceCreated,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_hitWoodwork
11392814,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,True,25.0,16.0,15.0,6.0,14.0,17.0,2.0,8.0,12.0,1.0,2.0,2.0,90.0,38.0,7.3,9.0,0.00071317,0,0.3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392814,home,RC Strasbourg,Marvin Senaya,marvin-senaya,M. Senaya,D,29,179,213,M,1087805,EUR,980640000,D,28,28,False,,30.0,25.0,2.0,1.0,11.0,13.0,16.0,20.0,3.0,,,,76.0,51.0,6.9,9.0,0.0805772,0,,Marvin Senaya,,3.0,2.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,
11392814,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,,53.0,49.0,6.0,5.0,38.0,41.0,11.0,12.0,6.0,,,,90.0,65.0,7.3,4.0,0.00360987,2,,,,,,3.0,4.0,,,,5.0,,,2.0,2.0,2.0,,1.0,2.0,2.0,0.1246,,,,,,,,,,,,
11392814,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,,52.0,50.0,8.0,7.0,30.0,31.0,20.0,21.0,6.0,,,,90.0,66.0,7.5,2.0,0.0466547,1,,,,,,4.0,5.0,1.0,,,7.0,,,4.0,3.0,1.0,,2.0,,,0.018,1.0,1.0,,,,,,,,,,
11392814,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,2,2,False,,42.0,34.0,1.0,,20.0,21.0,15.0,24.0,7.0,,,,90.0,69.0,7.7,16.0,0.0728584,1,,,,3.0,1.0,4.0,9.0,2.0,,2.0,3.0,,,6.0,3.0,,3.0,2.0,,1.0,0.0298,,1.0,2.0,,,,,,,,,
11392814,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,M,29,29,False,,40.0,35.0,3.0,3.0,25.0,27.0,10.0,13.0,8.0,,,,90.0,56.0,7.2,8.0,0.0162206,1,,Ismael Doukoure,,,,3.0,7.0,1.0,1.0,2.0,,,1.0,3.0,2.0,,,1.0,1.0,1.0,0.0163,,1.0,2.0,1.0,,,,,,,,
11392814,home,RC Strasbourg,Junior Mwanga,junior-mwanga,J. Mwanga,M,18,184,472,M,1197153,EUR,1052611200,M,18,18,False,,35.0,32.0,6.0,6.0,15.0,16.0,17.0,20.0,5.0,,,,90.0,55.0,8.2,7.0,0.14408,2,,,,1.0,,3.0,9.0,1.0,2.0,4.0,,,3.0,3.0,1.0,,2.0,,,1.0,0.1302,1.0,2.0,4.0,1.0,1.0,,,,,,,
11392814,home,RC Strasbourg,Ângelo,angelo,Ângelo,M,20,182,9953,M,1086455,EUR,1103587200,M,23,23,False,,21.0,14.0,2.0,2.0,4.0,6.0,12.0,18.0,4.0,,,,68.0,44.0,7.3,14.0,0.144096,1,,Ângelo,,3.0,2.0,9.0,9.0,3.0,1.0,6.0,,,2.0,6.0,2.0,1.0,2.0,1.0,,,0.021,,,3.0,1.0,,angelogabriel,1.0,0.1614,,,,
11392814,home,RC Strasbourg,Dion Moise Sahi,dion-moise-sahi,D. M. Sahi,F,80,175,418,M,1113031,EUR,1008806400,M,11,11,False,,16.0,13.0,1.0,1.0,6.0,7.0,7.0,10.0,5.0,,,,68.0,28.0,6.9,5.0,0.00659537,2,,Dion Moise Sahi,,1.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,1.0,0.0877,1.0,,,1.0,,,,,,,,
11392814,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,963298,EUR,1030320000,M,26,26,False,,11.0,9.0,1.0,1.0,3.0,4.0,8.0,10.0,1.0,,,,45.0,21.0,6.5,8.0,0.0397518,0,,,,3.0,2.0,4.0,1.0,,2.0,3.0,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,
