match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_hitWoodwork,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_penaltyConceded,stat_totalOffside,stat_goodHighClaim,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
10385705,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,28.0,14.0,16.0,2.0,14.0,15.0,13.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,90.0,34.0,7.8,14.0,0.0,0.0,6.58e-05,0,1.3134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Jonny Otto,jonny-otto,J. Otto,D,17,175,572,M,235648,EUR,762652800,D,19,19,False,53.0,46.0,2.0,2.0,21.0,23.0,31.0,,4.0,,,,,,90.0,81.0,7.3,10.0,0.0,0.0,0.0169712,0,,25.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,57.0,50.0,7.0,3.0,33.0,37.0,20.0,6.0,6.0,,,,,,90.0,69.0,7.2,8.0,0.0913,0.0,0.00842537,1,,17.0,,2.0,4.0,5.0,,,,,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,55.0,49.0,6.0,4.0,33.0,36.0,19.0,9.0,5.0,,,,,,90.0,69.0,7.3,7.0,0.0,0.0,0.0138255,0,,16.0,,1.0,3.0,3.0,,,,,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,D,3,3,False,20.0,17.0,1.0,1.0,8.0,10.0,12.0,,5.0,,,,,,89.0,42.0,7.1,8.0,0.104,0.0,0.00909238,2,,9.0,2.0,1.0,2.0,5.0,,,,1.0,2.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,r_aitnouri,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,67.0,54.0,11.0,4.0,26.0,27.0,41.0,1.0,6.0,,,,,,90.0,82.0,7.5,17.0,0.7993,1.0209,0.037608,2,,28.0,1.0,2.0,7.0,6.0,2.0,2.0,,1.0,3.0,,2.0,1.0,1.0,,,,1.0,,rubenneves,True,2.0,2.0,1.0,,,,,,,,,,
10385705,home,Wolverhampton,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,58.0,53.0,3.0,1.0,27.0,28.0,36.0,1.0,5.0,,,,,,82.0,75.0,7.0,13.0,0.0,0.0,0.0395426,0,,27.0,6.0,1.0,6.0,3.0,,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,,,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,
10385705,home,Wolverhampton,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,37,37,False,20.0,18.0,,,2.0,2.0,27.0,2.0,3.0,,,,,,85.0,43.0,7.3,9.0,0.2567,0.0,0.1628,3,,20.0,9.0,1.0,2.0,4.0,,2.0,,,,2.0,,1.0,,2.0,,,1.0,2.0,adamatrd,,1.0,,,4.0,1.0,,,,,,,,
10385705,home,Wolverhampton,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,M,27,27,False,22.0,12.0,,,,3.0,20.0,,1.0,,,,,,89.0,31.0,6.3,15.0,0.0,0.0,0.0168879,0,,12.0,1.0,,6.0,3.0,2.0,,,1.0,2.0,1.0,3.0,,1.0,,,1.0,2.0,1.0,matheusnunes,,,,,,,,,1.0,,,,,
10385705,home,Wolverhampton,Daniel Podence,daniel-podence,D. Podence,F,56,165,3017,M,308764,EUR,814233600,M,10,10,False,34.0,26.0,,,9.0,10.0,26.0,,5.0,,,,,,90.0,57.0,6.2,20.0,0.0,0.0,0.0435324,0,,17.0,2.0,,9.0,5.0,3.0,4.0,,,3.0,2.0,1.0,,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Diego Costa,diego-costa,Diego Costa,F,,187,4469,,21212,EUR,592185600,F,29,29,False,7.0,6.0,,,1.0,1.0,6.0,1.0,1.0,,,,,,82.0,12.0,6.5,2.0,0.0686,0.0,0.0133154,1,,5.0,,3.0,5.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,diego.costa,,,,,,1.0,,,,2.0,,,,
10385705,home,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183,1011,M,982613,EUR,998265600,M,6,6,True,6.0,4.0,1.0,,3.0,3.0,3.0,,4.0,,,,,,8.0,6.0,6.3,2.0,0.0,0.0,0.00052866,0,,1.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,True,3.0,2.0,,,,,3.0,,,,,,,,8.0,5.0,6.4,3.0,0.0,0.0,0.00106554,0,,2.0,,3.0,4.0,,,,,,,,1.0,,,,,,2.0,,Hwangso,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,True,2.0,2.0,,,2.0,2.0,,,1.0,,,,,,16.0,4.0,6.5,1.0,0.0,0.0,0.00017823,0,,,,,,,,,,,,,,,,,,,1.0,,nelsonsemedo50,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,D,64,64,True,,,,,,,,2.0,,,,,,,9.0,2.0,6.6,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Joe Hodge,hodge-joe,J. Hodge,M,10,172,268,M,988882,EUR,1031961600,M,59,59,True,3.0,2.0,,,,,3.0,,,,,,,,9.0,3.0,6.4,1.0,0.0,0.0,0.00178369,0,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Matija Šarkić,matija-sarkic,M. Šarkić,G,,192,167,M,862812,EUR,869616000,G,13,13,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,1014835,EUR,988761600,D,14,14,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Chem Campbell,campbell-chem,C. Campbell,F,20,180,146,M,1177311,EUR,1041206400,M,77,77,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385705,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,17,17,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385705,away,Nottingham Forest,Dean Henderson,dean-henderson,D. Henderson,G,1,188,5010,M,788134,EUR,858124800,G,1,1,False,31.0,15.0,20.0,4.0,13.0,14.0,17.0,,12.0,,,1.0,1.0,,90.0,38.0,6.4,16.0,0.0,0.0,0.00057251,0,0.0209,2.0,,,,,,,,,,,,,,,,,,,deanhenderson,,,,,,,,,,,1.0,,,
10385705,away,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,False,28.0,22.0,6.0,6.0,15.0,18.0,13.0,,4.0,,,,,,90.0,56.0,7.2,13.0,0.0935,0.0,0.0192274,1,,8.0,3.0,,5.0,10.0,1.0,4.0,,,3.0,3.0,4.0,1.0,,1.0,,1.0,1.0,1.0,,,3.0,,,1.0,,,,,,,,,
10385705,away,Nottingham Forest,Steve Cook,steve-cook,S. Cook,D,5,185,134,M,42707,EUR,672019200,D,3,3,False,37.0,29.0,4.0,2.0,25.0,28.0,9.0,5.0,2.0,,,,,,90.0,44.0,6.8,8.0,0.0,0.0,0.212649,0,,4.0,,1.0,1.0,5.0,,,,1.0,,1.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,,
10385705,away,Nottingham Forest,Scott McKenna,scott-mckenna,S. McKenna,D,26,188,973,M,358108,EUR,847756800,D,26,26,False,48.0,37.0,9.0,4.0,26.0,28.0,20.0,5.0,5.0,,,,,,90.0,59.0,6.8,12.0,0.0597,0.0,0.0124192,1,,11.0,,1.0,2.0,5.0,,,,,1.0,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10385705,away,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,338,M,358218,EUR,808790400,D,15,15,False,21.0,12.0,3.0,,5.0,8.0,16.0,4.0,4.0,,,,,,89.0,40.0,5.9,17.0,0.0,0.0,0.00903649,0,,7.0,3.0,,3.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,
10385705,away,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,28.0,21.0,2.0,,13.0,17.0,11.0,4.0,6.0,,,,,,90.0,44.0,7.5,10.0,0.2405,0.0,0.00946228,1,,8.0,,3.0,4.0,9.0,1.0,,1.0,1.0,4.0,2.0,,3.0,,1.0,,,2.0,,,True,,,,,,,,,,,1.0,,
10385705,away,Nottingham Forest,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,23,23,False,38.0,32.0,4.0,2.0,21.0,23.0,15.0,1.0,,,,,,,84.0,46.0,7.0,6.0,0.0,0.0,0.00968479,0,,11.0,,,1.0,3.0,,,,3.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
