match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_fouls,captain,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_hitWoodwork
14566936,home,Galatasaray,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,34.0,24.0,24.0,14.0,0.0,14.0,14.0,10.0,20.0,1.0,4.0,1.0,1.0,90.0,38.0,7.3,10.0,0.00761704,19.8,5.34168,0.0,0.1713,0,0.1975,0.25,0.0,0.16,0.2,3.71,1.51,0.11,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566936,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,355088,EUR,864259200,D,7,7,False,29.0,24.0,5.0,4.0,0.0,17.0,20.0,7.0,9.0,2.0,4.0,,,90.0,70.0,6.9,16.0,0.0787228,31.32,10.70056,19.0,,1,,0.26,0.34,-0.26,,2.92,5.16,1.5,0.67,0.45,,,rolandsallai,6.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0283,2.0,-0.16,,,,,,,,,,,,,,,,
14566936,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,566102,EUR,834537600,D,6,6,False,54.0,52.0,4.0,2.0,0.0,39.0,41.0,13.0,13.0,8.0,5.0,,,90.0,69.0,6.9,2.0,0.00359956,30.492,9.7746,8.0,,0,,0.14,0.23,-0.08,,2.97,4.79,1.35,0.5,0.17,,,DAVINSON,,,1.0,3.0,4.0,6.0,2.0,,,,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,
14566936,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,178963,EUR,778896000,D,42,42,False,46.0,42.0,5.0,2.0,0.0,28.0,30.0,14.0,16.0,5.0,1.0,,,90.0,60.0,7.1,5.0,0.00513656,28.116,10.22104,7.0,,1,,0.17,0.1,0.33,,2.86,5.28,1.44,0.5,0.14,,,abdulkerimbard1,,,3.0,3.0,3.0,5.0,,,1.0,1.0,2.0,,,1.0,0.0308,,-0.2,,True,1.0,,,,,,,,,,,,,
14566936,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184,7106,M,897291,EUR,934848000,D,4,4,False,19.0,16.0,2.0,2.0,0.0,9.0,9.0,7.0,10.0,2.0,1.0,,,90.0,39.0,6.2,8.0,0.045922,30.816,11.37678,18.0,,1,,-0.12,0.0,-0.14,,2.77,5.66,1.74,0.82,0.38,,,ismaijakobs,3.0,,1.0,,3.0,2.0,,,1.0,1.0,1.0,,,1.0,0.0361,,-0.19,2.0,,,1.0,,,,,,,,,,,,
14566936,home,Galatasaray,Leroy Sané,leroy-sane,L. Sané,M,10,184,41260,M,293519,EUR,821318400,M,10,10,False,29.0,24.0,1.0,1.0,0.0,12.0,13.0,12.0,16.0,,5.0,,,90.0,62.0,8.2,19.0,0.530658,32.076,10.48927,21.0,,4,,0.66,0.83,-0.07,,3.32,4.23,1.56,0.83,0.55,,,LeroySane,7.0,3.0,,,9.0,7.0,1.0,7.0,1.0,2.0,2.0,,,3.0,0.3638,5.0,0.09,2.0,,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.8068,,,,,
14566936,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,754794,EUR,823996800,M,34,34,False,42.0,35.0,7.0,5.0,0.0,20.0,22.0,15.0,20.0,5.0,4.0,,,88.0,55.0,7.1,8.0,0.00805029,27.612,10.37788,4.0,,0,,-0.09,0.1,0.26,,2.64,5.56,1.63,0.45,0.1,,,ltorreira34,,,,,1.0,5.0,,,,1.0,3.0,2.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,
14566936,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8827,M,307284,EUR,746841600,M,99,99,False,31.0,27.0,2.0,1.0,1.0,17.0,18.0,10.0,13.0,1.0,4.0,,,65.0,39.0,7.3,6.0,0.0520303,29.412,7.8211,9.0,,0,,0.25,0.05,-0.02,,2.02,3.79,1.27,0.56,0.18,,,,1.0,,,1.0,1.0,5.0,,,,1.0,4.0,3.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,
14566936,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,904096,EUR,959040000,M,53,53,False,13.0,10.0,1.0,1.0,0.0,6.0,7.0,4.0,6.0,1.0,2.0,,,65.0,29.0,6.6,9.0,0.0705464,31.14,7.43645,10.0,,1,,0.26,0.11,-0.06,,2.19,3.51,1.03,0.48,0.23,,,barisalperyilmaz,2.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,,,1.0,1.0,,3.0,0.1006,1.0,-0.36,1.0,,,,1.0,,1.0,,1.0,,,,,,,
14566936,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,857738,EUR,962928000,F,11,11,False,19.0,18.0,,,0.0,6.0,6.0,12.0,13.0,,5.0,,,73.0,32.0,7.7,5.0,0.267295,30.204,8.4423,10.0,,3,,0.37,0.51,-0.07,,2.28,4.26,1.18,0.51,0.22,,,yunusakgun17,1.0,,,,4.0,3.0,2.0,3.0,1.0,1.0,,,,1.0,0.3522,1.0,0.25,,,,1.0,1.0,2.0,,2.0,,,0.4361,1.0,1.0,,,
