match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,from,length,confirmed,injury,reason
14773739,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
14773739,,,,,90,7.0,,1,,,card,Lázaro,False,124649899.0,True,yellow,1002556.0,Lázaro,,,,,
14773739,,2.0,1.0,,90,2.0,,1,,,goal,,,337955470.0,False,penalty,1087010.0,Ramiro Enrique,penalty,,,,
14773739,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,6.0,,,
14773739,,,,,90,,,1,,,varDecision,,,95473.0,False,penaltyNotAwarded,1067777.0,Abdulaziz Al-Aliwa,,,False,,
14773739,,,,,82,,,9,,,card,Juan Cozzani,False,124649758.0,False,yellow,874969.0,Juan Cozzani,,,,,
14773739,,,,,81,,,10,,,substitution,,,125509893.0,True,regular,,,,,,False,
14773739,,,,,81,,,10,,,substitution,,,125509879.0,True,regular,,,,,,False,
14773739,,,,,73,,,18,,,substitution,,,125509794.0,False,regular,,,,,,False,
14773739,,,,,68,,,23,,,card,Kévin N'Doram,False,124649651.0,False,yellow,823476.0,Kévin N'Doram,,,,,Foul
14773739,,,,,66,,,25,,,substitution,,,125509730.0,False,regular,,,,,,False,
14773739,,,,,65,,,26,,,substitution,,,125509715.0,True,injury,,,,,,True,
14773739,,2.0,0.0,,56,,,35,,,goal,,,337946186.0,True,regular,769163.0,Bilal Boutobba,,,,,
14773739,,,,,46,,,45,,,substitution,,,125509365.0,False,regular,,,,,,False,
14773739,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
14773739,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,3.0,,,
14773739,,,,,35,,,11,,,varDecision,,,95454.0,True,goalAwarded,1002556.0,Lázaro,,,False,,
14773739,,1.0,0.0,,21,,,25,,,goal,,,337934697.0,True,regular,922616.0,Felippe Cardoso,,,,,
