match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_outfielderBlock,stat_blockedScoringAttempt,stat_wonContest,stat_hitWoodwork,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals
12504704,home,Napoli,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,D,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,home,Napoli,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,F,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,33.0,20.0,17.0,4.0,0.0,19.0,20.0,1.0,13.0,10.0,90.0,44.0,7.4,13.0,0.0001273,0,0.5836,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,,,,
12504704,away,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,57.0,50.0,4.0,2.0,0.0,36.0,41.0,14.0,16.0,4.0,90.0,74.0,7.7,8.0,0.00419727,1,,,True,,1.0,1.0,1.0,6.0,,,3.0,4.0,2.0,1.0,1.0,,,1.0,5.0,0.0262,,,,,1.0,,,,,,,,,,,,,,,
12504704,away,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,33.0,30.0,1.0,1.0,0.0,27.0,28.0,3.0,5.0,4.0,90.0,53.0,7.7,5.0,0.00102872,0,,,,,,,1.0,8.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,,,,3.0,,,,,,2.0,,1.0,,,,,,,,,,,,,
12504704,away,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,D,23,23,False,41.0,38.0,,,0.0,26.0,29.0,12.0,12.0,5.0,71.0,47.0,6.6,3.0,0.0067527,0,,,,,,,3.0,2.0,1.0,,1.0,1.0,,,1.0,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,
12504704,away,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,33.0,26.0,,,0.0,13.0,15.0,13.0,18.0,,82.0,53.0,6.7,12.0,0.0114673,1,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,,,0.075,2.0,,,,,1.0,,,,,,,,,,,,,,
12504704,away,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,59.0,53.0,3.0,1.0,0.0,20.0,24.0,33.0,35.0,2.0,90.0,67.0,6.7,7.0,0.105576,0,,,,,2.0,2.0,4.0,4.0,,,,2.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,
12504704,away,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,72.0,66.0,5.0,4.0,0.0,31.0,34.0,35.0,38.0,10.0,90.0,88.0,8.0,8.0,0.0873042,2,,ederson99,,,,1.0,1.0,6.0,,1.0,1.0,3.0,3.0,1.0,2.0,,,1.0,1.0,0.1481,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12504704,away,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,965011,EUR,1026345600,M,22,22,False,56.0,49.0,2.0,,0.0,29.0,30.0,20.0,27.0,6.0,90.0,78.0,7.5,10.0,0.0098023,0,,,,1.0,,,,6.0,,,1.0,4.0,3.0,2.0,2.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
12504704,away,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,F,8,8,False,54.0,48.0,2.0,2.0,0.0,23.0,24.0,25.0,30.0,2.0,82.0,60.0,6.5,10.0,0.0722826,2,,pasalicmario,,,3.0,,8.0,,,2.0,,,,,,2.0,2.0,2.0,,0.457,1.0,,,,,,,,,,,,,,,,,1.0,,
12504704,away,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,37.0,29.0,3.0,2.0,2.0,10.0,14.0,19.0,24.0,4.0,76.0,55.0,8.0,17.0,0.225817,2,,cdk,,1.0,,4.0,7.0,5.0,,5.0,,,,1.0,,1.0,3.0,2.0,2.0,0.1181,2.0,,,,,,1.0,,,,,,,,,,,,2.0,
12504704,away,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,36.0,30.0,,,0.0,9.0,9.0,23.0,31.0,,76.0,51.0,8.9,12.0,0.148927,3,,molalookman,,4.0,1.0,,3.0,4.0,,3.0,,1.0,,2.0,2.0,,3.0,1.0,,0.3299,,2.0,0.2412,2.0,,,1.0,,1.0,,,,,,,,,,,2.0
12504704,away,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9985,M,973437,EUR,978566400,D,3,3,True,7.0,7.0,,,0.0,5.0,5.0,2.0,2.0,2.0,19.0,11.0,6.6,1.0,0.00102053,0,,odilonkossounou,,,,,1.0,2.0,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,True,7.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,1.0,14.0,10.0,6.6,4.0,0.0068259,0,,lakisamar10,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186,15837,M,914501,EUR,925344000,F,32,32,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,14.0,5.0,7.2,2.0,0.00035431,1,,mateoretegui,,,1.0,,2.0,,,,,,,1.0,,,,,,0.1419,1.0,1.0,0.6512,,,,,,,,,,,,,,,,,1.0
12504704,away,Atalanta,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188,1111,M,928800,EUR,948326400,M,44,44,True,12.0,11.0,1.0,1.0,0.0,7.0,8.0,4.0,4.0,1.0,8.0,14.0,6.7,1.0,0.00139716,0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12504704,away,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,16,16,True,6.0,5.0,,,1.0,3.0,3.0,3.0,4.0,1.0,8.0,10.0,7.0,3.0,0.0320621,0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Rui Patrício,rui-patricio,R. Patrício,G,,190,3199,M,17737,EUR,571881600,G,28,28,True,,,,,,,,,,,,,,,,0,,rpatricio1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193,299,M,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,82943,EUR,655516800,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,754698,EUR,884822400,D,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Marco Palestra,palestra-marco,M. Palestra,M,2,186,2182,M,1397736,EUR,1109808000,M,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11319,M,47743,EUR,580608000,M,7,7,True,,,,,,,,,,,,,,,,0,,cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504704,away,Atalanta,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9127,M,864898,EUR,930873600,F,10,10,True,,,,,,,,,,,,,,,,0,,nicolozaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
