match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_ownGoals,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_goals
14613411,home,Fatih Karagümrük,Andre Gray,,,andre-gray,A. Gray,F,45,178.0,272,M,73951,EUR,677894400,F,91,91,False,7.0,5.0,,,0.0,1.0,1.0,6.0,2.0,,1.0,,1.0,1.0,,,68.0,10.0,6.4,3.0,0.0223982,0,,-0.05,0.02,0.17,,4.0,,,1.0,3.0,,,,,,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,
14613411,home,Fatih Karagümrük,Serginho,,,serginho,Serginho,M,70,180.0,332,M,849301,EUR,797126400,M,70,70,True,15.0,12.0,2.0,1.0,0.0,5.0,5.0,10.0,6.0,,5.0,,3.0,2.0,,,45.0,24.0,6.9,6.0,0.139923,0,,0.09,0.17,-0.09,,7.0,1.0,,,2.0,,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,1.0,,,,,,,
14613411,home,Fatih Karagümrük,João Camacho,,,joao-camacho,J. Camacho,M,37,174.0,50,M,317677,EUR,772329600,F,37,37,True,11.0,8.0,,,0.0,3.0,4.0,7.0,3.0,,5.0,,,,,,45.0,21.0,6.5,6.0,0.0299193,0,,0.03,-0.2,0.14,,5.0,,,,3.0,,,,,,2.0,3.0,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,,,,
14613411,home,Fatih Karagümrük,Marius Tresor Doh,Marius Tresor Doh,,marius-tresor-doh,M. T. Doh,M,14,177.0,352,M,1907330,EUR,1071619200,M,14,14,True,20.0,19.0,,,0.0,10.0,11.0,9.0,3.0,1.0,1.0,,1.0,1.0,,,22.0,29.0,6.8,2.0,0.025583,0,,0.14,0.03,-0.02,,9.0,1.0,,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,
14613411,home,Fatih Karagümrük,Tuğbey Akgün,,,tugbey-akgun,T. Akgün,M,16,177.0,22,M,1082393,EUR,1049846400,M,16,16,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,8.0,5.0,6.4,3.0,1.272e-05,0,,0.0,-0.05,-0.01,,,,,,2.0,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,
14613411,home,Fatih Karagümrük,Alper Demirol,Alper Demirol,,alper-demirol,A. Demirol,M,21,184.0,93,M,1145695,EUR,1033430400,M,34,34,True,3.0,1.0,,,0.0,1.0,2.0,1.0,1.0,,1.0,,,,,,8.0,6.0,6.6,3.0,4.42e-06,0,,-0.01,0.03,0.13,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14613411,home,Fatih Karagümrük,Furkan Bekleviç,,,furkan-beklevic,F. Bekleviç,G,99,192.0,20,M,934507,EUR,917740800,G,99,99,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,home,Fatih Karagümrük,Nikoloz Ugrekhelidze,,,nikoloz-ugrekhelidze,N. Ugrekhelidze,D,27,190.0,85,M,1006105,EUR,1060905600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,home,Fatih Karagümrük,Çağtay Kurukalıp,,,cagtay-kurukalip,Ç. Kurukalıp,D,33,172.0,81,M,962620,EUR,1014508800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,home,Fatih Karagümrük,Ömer Faruk Gümüş,Omer Faruk Gumus,,omer-faruk-gumus,Ö. F. Gümüş,M,88,175.0,15,M,1134270,EUR,1057536000,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,home,Fatih Karagümrük,Kerem Ozmen,,,kerem-ozmen,K. Ozmen,M,93,,8,M,2044136,EUR,1204848000,M,93,93,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Muhammed Şengezer,,,muhammed-sengezer,M. Şengezer,G,16,185.0,464,M,827418,EUR,852422400,G,16,16,False,61.0,47.0,20.0,6.0,0.0,45.0,48.0,13.0,,2.0,10.0,,,,2.0,2.0,90.0,73.0,7.5,15.0,0.00092443,0,0.7636,0.1,0.02,0.25,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.4334,0.38,
14613411,away,Başakşehir FK,Festy Ebosele,,,festy-ebosele,F. Ebosele,D,36,180.0,588,M,983059,EUR,1028246400,D,36,36,False,36.0,27.0,7.0,3.0,0.0,16.0,20.0,16.0,5.0,,5.0,,3.0,2.0,,,90.0,60.0,6.8,19.0,0.0127632,0,,0.14,0.17,-0.04,,11.0,1.0,1.0,,8.0,1.0,4.0,2.0,,,1.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,
14613411,away,Başakşehir FK,Hamza Güreler,Hamza Güreler,,hamza-gureler,H. Güreler,D,15,192.0,199,M,1562294,EUR,1144627200,D,15,15,False,60.0,52.0,10.0,4.0,0.0,42.0,44.0,16.0,4.0,,3.0,,2.0,1.0,,,90.0,71.0,7.2,8.0,0.00314842,0,,0.19,0.08,0.22,,10.0,,2.0,,2.0,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,
14613411,away,Başakşehir FK,Jerome Opoku,,,opoku-jerome,J. Opoku,D,3,194.0,1395,M,920514,EUR,908323200,D,3,3,False,46.0,38.0,8.0,2.0,0.0,31.0,34.0,12.0,2.0,8.0,3.0,,,,,,90.0,63.0,7.1,9.0,0.0049795,0,,0.12,0.07,0.44,,7.0,,,,2.0,,,,,,1.0,2.0,2.0,,,,,2.0,3.0,,,,,,,,,,,
14613411,away,Başakşehir FK,Christopher Operi,,,christopher-operi,C. Operi,D,21,182.0,1314,M,858977,EUR,862272000,D,21,21,False,41.0,34.0,4.0,3.0,0.0,19.0,21.0,20.0,5.0,1.0,6.0,,2.0,1.0,,,90.0,59.0,7.3,9.0,0.0218794,0,,0.26,0.02,0.14,,15.0,1.0,,3.0,2.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,
14613411,away,Başakşehir FK,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600,M,2,2,False,43.0,37.0,9.0,7.0,0.0,22.0,24.0,19.0,,,5.0,,,,,,90.0,55.0,6.9,7.0,0.0109893,1,,0.17,0.06,0.19,,15.0,,1.0,,2.0,,,,,,,,1.0,0.0332,,-0.07,,,2.0,,,,,1.0,,,,,,
14613411,away,Başakşehir FK,Deniz Türüç,,,deniz-turuc,D. Türüç,M,9,175.0,292,M,252207,EUR,728265600,M,23,23,False,23.0,18.0,4.0,2.0,0.0,11.0,11.0,12.0,2.0,,3.0,,1.0,1.0,,,60.0,34.0,7.0,9.0,0.294374,0,,0.31,0.06,-0.04,True,7.0,2.0,,,3.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,
14613411,away,Başakşehir FK,Miguel Crespo,,,miguel-crespo,M. Crespo,M,13,187.0,618,M,972410,EUR,842400000,M,13,13,False,23.0,20.0,4.0,4.0,0.0,12.0,12.0,11.0,2.0,1.0,4.0,,,,,,85.0,34.0,6.5,5.0,0.00676591,0,,0.01,0.09,0.14,,8.0,,2.0,1.0,5.0,,,,,,1.0,1.0,3.0,,,,,,1.0,,,,2.0,,,,,,,
14613411,away,Başakşehir FK,Olivier Kemen,,,olivier-kemen,O. Kemen,M,8,177.0,827,M,280447,EUR,837820800,M,8,8,False,9.0,6.0,2.0,1.0,0.0,4.0,4.0,5.0,5.0,,,,1.0,1.0,,,73.0,25.0,6.8,8.0,0.00318906,0,,-0.23,0.14,0.13,,2.0,1.0,,,2.0,,,,,,3.0,4.0,1.0,,,,1.0,,1.0,,,2.0,,,,,,,,
14613411,away,Başakşehir FK,Yusuf Sarı,,,yusuf-sari,Y. Sarı,M,7,168.0,562,M,896364,EUR,911520000,M,7,7,False,21.0,19.0,1.0,1.0,0.0,8.0,9.0,12.0,7.0,,6.0,,2.0,1.0,,,85.0,37.0,7.0,8.0,0.0240193,2,,-0.23,0.33,0.25,,11.0,4.0,1.0,,3.0,,7.0,5.0,1.0,,,,1.0,0.0669,,-0.14,,,,,,,,1.0,,,,,,
14613411,away,Başakşehir FK,Eldor Shomurodov,,,shomurodov-eldor,E. Shomurodov,F,14,190.0,32386,M,791355,EUR,804384000,F,14,14,False,24.0,18.0,1.0,,1.0,8.0,10.0,14.0,4.0,,1.0,,1.0,1.0,,,85.0,36.0,6.3,12.0,0.00466045,0,,-0.14,-0.36,0.22,,10.0,,5.0,2.0,7.0,,3.0,1.0,,,4.0,,,,,,,,,,,2.0,1.0,,,,,,,
14613411,away,Başakşehir FK,Ivan Brnić,,,ivan-brnic,I. Brnić,M,77,175.0,376,M,916182,EUR,998524800,F,77,77,True,7.0,5.0,,,0.0,1.0,1.0,6.0,,,3.0,,,,,,30.0,11.0,7.4,5.0,0.00224688,1,,-0.26,0.33,-0.09,,4.0,1.0,,,3.0,2.0,1.0,,,1.0,,,,0.0334,0.6229,0.52,,,,,,,,,,,,,,1.0
14613411,away,Başakşehir FK,Nuno Da Costa,,,nuno-da-costa,N. Da Costa,F,10,184.0,1004,M,209374,EUR,666144000,F,10,10,True,4.0,1.0,,,0.0,,,4.0,4.0,,,,1.0,,,,17.0,9.0,6.7,3.0,0.0239685,0,,-0.02,0.04,-0.01,,1.0,,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Umut Güneş,,,umut-gunes,U. Güneş,M,20,177.0,131,M,876782,EUR,953164800,M,20,20,True,4.0,2.0,,,0.0,,,4.0,1.0,,1.0,,1.0,1.0,,,9.0,9.0,6.5,4.0,0.00171777,0,,-0.03,,0.13,,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Ömer Faruk Beyaz,,,omer-faruk-beyaz,Ö. F. Beyaz,M,99,171.0,399,M,1022881,EUR,1062115200,M,17,17,True,3.0,3.0,,,0.0,1.0,1.0,2.0,,,1.0,,,,,,9.0,4.0,6.5,1.0,0.00822331,0,,-0.01,-0.55,0.13,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
14613411,away,Başakşehir FK,Onur Ergün,,,onur-ergun,O. Ergün,M,4,185.0,45,M,893009,EUR,721785600,M,4,4,True,4.0,4.0,,,0.0,,,4.0,3.0,,1.0,,1.0,1.0,,,9.0,8.0,6.9,,0.00247953,0,,0.02,-0.04,0.18,,4.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
14613411,away,Başakşehir FK,Volkan Babacan,,,volkan-babacan,V. Babacan,G,1,192.0,197,M,30143,EUR,587260800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Luca Stancic,Luca Stancic,,luca-stancic,L. Stancic,G,78,189.0,82,M,1549522,EUR,1169251200,G,78,78,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Ömer Ali Şahiner,,,omer-ali-sahiner,Ö. A. Şahiner,D,42,175.0,88,M,103912,EUR,694310400,M,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Onur Bulut,,,onur-bulut,O. Bulut,D,6,179.0,562,M,142494,EUR,766454400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613411,away,Başakşehir FK,Berkay Aslan,Berkay Aslan,,berkay-aslan,B. Aslan,F,45,179.0,65,M,1584878,EUR,1167955200,F,45,45,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
